source_platform,product_id_unified,brand_clean,category_clean,price_usd,review_score_normalized,ram_gb,ssd_gb
amazon,B0000DYUZO,otterbox,cell_phones_accessories,19.99,5.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,4.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,4.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,5.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,5.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,2.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,2.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,4.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,4.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,4.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,4.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,4.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,4.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,4.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,4.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,1.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,1.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,4.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,4.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,4.0,0.0,0.0
amazon,B000246XQE,jabra,cell_phones_accessories,6.04,4.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,5.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,5.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,2.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,2.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,2.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,2.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,5.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,5.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,1.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,1.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,1.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,1.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,1.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,1.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,4.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,4.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,4.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,4.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,5.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,5.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,1.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,1.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,1.0,0.0,0.0
amazon,B0004OPNTA,as seen on tv,cell_phones_accessories,4.99,1.0,0.0,0.0
amazon,B0006B3QY0,motorola,cell_phones_accessories,1.96,5.0,0.0,0.0
amazon,B0006B3QY0,motorola,cell_phones_accessories,1.96,5.0,0.0,0.0
amazon,B0006B3QY0,motorola,cell_phones_accessories,1.96,5.0,0.0,0.0
amazon,B0006B3QY0,motorola,cell_phones_accessories,1.96,5.0,0.0,0.0
amazon,B0006B3QY0,motorola,cell_phones_accessories,1.96,1.0,0.0,0.0
amazon,B0006B3QY0,motorola,cell_phones_accessories,1.96,5.0,0.0,0.0
amazon,B0006B3QY0,motorola,cell_phones_accessories,1.96,5.0,0.0,0.0
amazon,B0007UC5U6,jabra,cell_phones_accessories,8.65,5.0,0.0,0.0
amazon,B0007UC5U6,jabra,cell_phones_accessories,8.65,2.0,0.0,0.0
amazon,B0007UC5U6,jabra,cell_phones_accessories,8.65,4.0,0.0,0.0
amazon,B0007UC5U6,jabra,cell_phones_accessories,8.65,5.0,0.0,0.0
amazon,B0007UC5U6,jabra,cell_phones_accessories,8.65,5.0,0.0,0.0
amazon,B0007UC5U6,jabra,cell_phones_accessories,8.65,5.0,0.0,0.0
amazon,B0007UC5U6,jabra,cell_phones_accessories,8.65,4.0,0.0,0.0
amazon,B0007UC5U6,jabra,cell_phones_accessories,8.65,1.0,0.0,0.0
amazon,B0007UC5U6,jabra,cell_phones_accessories,8.65,2.0,0.0,0.0
amazon,B0007UC5U6,jabra,cell_phones_accessories,8.65,3.0,0.0,0.0
amazon,B0007UC5U6,jabra,cell_phones_accessories,8.65,3.0,0.0,0.0
amazon,B0007UC5U6,jabra,cell_phones_accessories,8.65,4.0,0.0,0.0
amazon,B0007UC5U6,jabra,cell_phones_accessories,8.65,2.0,0.0,0.0
amazon,B0007UC5U6,jabra,cell_phones_accessories,8.65,1.0,0.0,0.0
amazon,B0007UC5U6,jabra,cell_phones_accessories,8.65,1.0,0.0,0.0
amazon,B00081GX8O,motorola,cell_phones_accessories,4.99,3.0,0.0,0.0
amazon,B00081GX8O,motorola,cell_phones_accessories,4.99,3.0,0.0,0.0
amazon,B00081GX8O,motorola,cell_phones_accessories,4.99,1.0,0.0,0.0
amazon,B00081GX8O,motorola,cell_phones_accessories,4.99,4.0,0.0,0.0
amazon,B00081GX8O,motorola,cell_phones_accessories,4.99,1.0,0.0,0.0
amazon,B00081GX8O,motorola,cell_phones_accessories,4.99,5.0,0.0,0.0
amazon,B00081GX8O,motorola,cell_phones_accessories,4.99,3.0,0.0,0.0
amazon,B0009W8DLC,jabra,cell_phones_accessories,8.65,4.0,0.0,0.0
amazon,B0009W8DLC,jabra,cell_phones_accessories,8.65,1.0,0.0,0.0
amazon,B0009W8DLC,jabra,cell_phones_accessories,8.65,2.0,0.0,0.0
amazon,B0009W8DLC,jabra,cell_phones_accessories,8.65,4.0,0.0,0.0
amazon,B0009W8DLC,jabra,cell_phones_accessories,8.65,1.0,0.0,0.0
amazon,B0009W8DLC,jabra,cell_phones_accessories,8.65,5.0,0.0,0.0
amazon,B0009W8DLC,jabra,cell_phones_accessories,8.65,4.0,0.0,0.0
amazon,B0009W8DLC,jabra,cell_phones_accessories,8.65,4.0,0.0,0.0
amazon,B0009W8DLC,jabra,cell_phones_accessories,8.65,2.0,0.0,0.0
amazon,B000BFHEFI,arkon,cell_phones_accessories,6.04,2.0,0.0,0.0
amazon,B000BFHEFI,arkon,cell_phones_accessories,6.04,4.0,0.0,0.0
amazon,B000BFHEFI,arkon,cell_phones_accessories,6.04,4.0,0.0,0.0
amazon,B000BFHEFI,arkon,cell_phones_accessories,6.04,5.0,0.0,0.0
amazon,B000BFHEFI,arkon,cell_phones_accessories,6.04,3.0,0.0,0.0
amazon,B000FHBEFS,motorola,cell_phones_accessories,7.77,5.0,0.0,0.0
amazon,B000FHBEFS,motorola,cell_phones_accessories,7.77,5.0,0.0,0.0
amazon,B000FHBEFS,motorola,cell_phones_accessories,7.77,5.0,0.0,0.0
amazon,B000FHBEFS,motorola,cell_phones_accessories,7.77,4.0,0.0,0.0
amazon,B000FHBEFS,motorola,cell_phones_accessories,7.77,5.0,0.0,0.0
amazon,B000FHBEFS,motorola,cell_phones_accessories,7.77,5.0,0.0,0.0
amazon,B000FHBEFS,motorola,cell_phones_accessories,7.77,5.0,0.0,0.0
amazon,B000FYU4SO,motorola,cell_phones_accessories,17.99,4.0,0.0,0.0
amazon,B000FYU4SO,motorola,cell_phones_accessories,17.99,5.0,0.0,0.0
amazon,B000FYU4SO,motorola,cell_phones_accessories,17.99,1.0,0.0,0.0
amazon,B000FYU4SO,motorola,cell_phones_accessories,17.99,4.0,0.0,0.0
amazon,B000FYU4SO,motorola,cell_phones_accessories,17.99,1.0,0.0,0.0
amazon,B000G2TLIO,lg,cell_phones_accessories,27.57,4.0,0.0,0.0
amazon,B000G2TLIO,lg,cell_phones_accessories,27.57,5.0,0.0,0.0
amazon,B000G2TLIO,lg,cell_phones_accessories,27.57,4.0,0.0,0.0
amazon,B000G2TLIO,lg,cell_phones_accessories,27.57,4.0,0.0,0.0
amazon,B000G2TLIO,lg,cell_phones_accessories,27.57,4.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,3.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,2.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,2.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,3.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,2.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,2.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,4.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,3.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,2.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,3.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,4.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,3.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,1.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,3.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,3.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,3.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,4.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,4.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,4.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,3.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,4.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,4.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,4.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,4.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,4.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,1.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,1.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,4.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,2.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,2.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,2.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,2.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,3.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,4.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,3.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,1.0,0.0,0.0
amazon,B000IEB00W,boxwave,cell_phones_accessories,12.95,5.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,3.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,5.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,4.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,1.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,1.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,5.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,5.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,5.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,1.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,5.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,1.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,1.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,5.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,5.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,1.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,5.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,5.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,5.0,0.0,0.0
amazon,B000IN5ZHM,motorola,cell_phones_accessories,8.99,5.0,0.0,0.0
amazon,B000JUQ3XY,blackberry,cell_phones_accessories,13.71,5.0,0.0,0.0
amazon,B000JUQ3XY,blackberry,cell_phones_accessories,13.71,5.0,0.0,0.0
amazon,B000JUQ3XY,blackberry,cell_phones_accessories,13.71,5.0,0.0,0.0
amazon,B000JUQ3XY,blackberry,cell_phones_accessories,13.71,5.0,0.0,0.0
amazon,B000JUQ3XY,blackberry,cell_phones_accessories,13.71,4.0,0.0,0.0
amazon,B000KKKI0M,fellowes,cell_phones_accessories,9.92,5.0,0.0,0.0
amazon,B000KKKI0M,fellowes,cell_phones_accessories,9.92,5.0,0.0,0.0
amazon,B000KKKI0M,fellowes,cell_phones_accessories,9.92,3.0,0.0,0.0
amazon,B000KKKI0M,fellowes,cell_phones_accessories,9.92,3.0,0.0,0.0
amazon,B000KKKI0M,fellowes,cell_phones_accessories,9.92,5.0,0.0,0.0
amazon,B000KKKI0M,fellowes,cell_phones_accessories,9.92,4.0,0.0,0.0
amazon,B000KKKI0M,fellowes,cell_phones_accessories,9.92,4.0,0.0,0.0
amazon,B000KKKI0M,fellowes,cell_phones_accessories,9.92,4.0,0.0,0.0
amazon,B000KKKI0M,fellowes,cell_phones_accessories,9.92,5.0,0.0,0.0
amazon,B000KKKI0M,fellowes,cell_phones_accessories,9.92,5.0,0.0,0.0
amazon,B000KKKI0M,fellowes,cell_phones_accessories,9.92,2.0,0.0,0.0
amazon,B000KKKI0M,fellowes,cell_phones_accessories,9.92,4.0,0.0,0.0
amazon,B000KKKI0M,fellowes,cell_phones_accessories,9.92,2.0,0.0,0.0
amazon,B000KKKI0M,fellowes,cell_phones_accessories,9.92,5.0,0.0,0.0
amazon,B000KKKI0M,fellowes,cell_phones_accessories,9.92,5.0,0.0,0.0
amazon,B000KKKI0M,fellowes,cell_phones_accessories,9.92,5.0,0.0,0.0
amazon,B000KKKI0M,fellowes,cell_phones_accessories,9.92,4.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,3.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,1.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,5.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,5.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,1.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,1.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,5.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,2.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,2.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,1.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,5.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,1.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,2.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,5.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,2.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,5.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,2.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,2.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,1.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,2.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,2.0,0.0,0.0
amazon,B000KNJEV8,cellet,cell_phones_accessories,4.98,2.0,0.0,0.0
amazon,B000KNLG3M,cellet,cell_phones_accessories,5.99,5.0,0.0,0.0
amazon,B000KNLG3M,cellet,cell_phones_accessories,5.99,3.0,0.0,0.0
amazon,B000KNLG3M,cellet,cell_phones_accessories,5.99,3.0,0.0,0.0
amazon,B000KNLG3M,cellet,cell_phones_accessories,5.99,3.0,0.0,0.0
amazon,B000KNLG3M,cellet,cell_phones_accessories,5.99,1.0,0.0,0.0
amazon,B000KNLG3M,cellet,cell_phones_accessories,5.99,3.0,0.0,0.0
amazon,B000KNLG3M,cellet,cell_phones_accessories,5.99,5.0,0.0,0.0
amazon,B000KNLG3M,cellet,cell_phones_accessories,5.99,2.0,0.0,0.0
amazon,B000KNLG3M,cellet,cell_phones_accessories,5.99,5.0,0.0,0.0
amazon,B000KNLG3M,cellet,cell_phones_accessories,5.99,4.0,0.0,0.0
amazon,B000KNNKVS,cellet,cell_phones_accessories,9.99,5.0,0.0,0.0
amazon,B000KNNKVS,cellet,cell_phones_accessories,9.99,1.0,0.0,0.0
amazon,B000KNNKVS,cellet,cell_phones_accessories,9.99,4.0,0.0,0.0
amazon,B000KNNKVS,cellet,cell_phones_accessories,9.99,1.0,0.0,0.0
amazon,B000KNNKVS,cellet,cell_phones_accessories,9.99,1.0,0.0,0.0
amazon,B000KNNKVS,cellet,cell_phones_accessories,9.99,4.0,0.0,0.0
amazon,B000KNNKVS,cellet,cell_phones_accessories,9.99,1.0,0.0,0.0
amazon,B000KNNKVS,cellet,cell_phones_accessories,9.99,5.0,0.0,0.0
amazon,B000KNNKVS,cellet,cell_phones_accessories,9.99,4.0,0.0,0.0
amazon,B000LJU5E6,boxwave,cell_phones_accessories,13.95,5.0,0.0,0.0
amazon,B000LJU5E6,boxwave,cell_phones_accessories,13.95,5.0,0.0,0.0
amazon,B000LJU5E6,boxwave,cell_phones_accessories,13.95,1.0,0.0,0.0
amazon,B000LJU5E6,boxwave,cell_phones_accessories,13.95,4.0,0.0,0.0
amazon,B000LJU5E6,boxwave,cell_phones_accessories,13.95,4.0,0.0,0.0
amazon,B000LJU5E6,boxwave,cell_phones_accessories,13.95,5.0,0.0,0.0
amazon,B000LJU5E6,boxwave,cell_phones_accessories,13.95,5.0,0.0,0.0
amazon,B000LJU5E6,boxwave,cell_phones_accessories,13.95,4.0,0.0,0.0
amazon,B000LJU5E6,boxwave,cell_phones_accessories,13.95,3.0,0.0,0.0
amazon,B000LJU5E6,boxwave,cell_phones_accessories,13.95,5.0,0.0,0.0
amazon,B000LJU5E6,boxwave,cell_phones_accessories,13.95,2.0,0.0,0.0
amazon,B000LJU5E6,boxwave,cell_phones_accessories,13.95,3.0,0.0,0.0
amazon,B000LJU5E6,boxwave,cell_phones_accessories,13.95,4.0,0.0,0.0
amazon,B000LJU5E6,boxwave,cell_phones_accessories,13.95,5.0,0.0,0.0
amazon,B000LJU5E6,boxwave,cell_phones_accessories,13.95,5.0,0.0,0.0
amazon,B000LJU5E6,boxwave,cell_phones_accessories,13.95,5.0,0.0,0.0
amazon,B000LJU5E6,boxwave,cell_phones_accessories,13.95,5.0,0.0,0.0
amazon,B000LJU5E6,boxwave,cell_phones_accessories,13.95,3.0,0.0,0.0
amazon,B000O5GMCG,cellet,cell_phones_accessories,7.44,4.0,0.0,0.0
amazon,B000O5GMCG,cellet,cell_phones_accessories,7.44,4.0,0.0,0.0
amazon,B000O5GMCG,cellet,cell_phones_accessories,7.44,4.0,0.0,0.0
amazon,B000O5GMCG,cellet,cell_phones_accessories,7.44,1.0,0.0,0.0
amazon,B000O5GMCG,cellet,cell_phones_accessories,7.44,5.0,0.0,0.0
amazon,B000O5GMCG,cellet,cell_phones_accessories,7.44,4.0,0.0,0.0
amazon,B000O5GMCG,cellet,cell_phones_accessories,7.44,5.0,0.0,0.0
amazon,B000O5GMCG,cellet,cell_phones_accessories,7.44,4.0,0.0,0.0
amazon,B000O5GMCG,cellet,cell_phones_accessories,7.44,3.0,0.0,0.0
