actual,predicted,residual,violent_crime,Income,crime_quartile,income_group
60690.0,1422228.821443115,-1361538.821443115,415.2,25265.97014925373,0,low_income
220516.0,227200.57710478437,-6684.577104784374,415.2,23887.61038961039,0,low_income
256472.0,275330.29398913245,-18858.29398913245,415.2,34084.22641509434,0,high_income
77155.0,158759.71923586616,-81604.71923586616,415.2,27757.014925373136,0,high_income
287828.0,262915.7575766515,24912.242423348478,415.2,28390.166666666668,0,high_income
97101.0,73064.3022607842,24036.6977392158,415.2,21449.306666666667,0,low_income
183031.0,148982.0001044587,34048.99989554129,415.2,27757.014925373136,0,high_income
178816.0,194718.3668884602,-15902.366888460208,415.2,27757.014925373136,0,high_income
100307.0,95130.24272090757,5176.757279092431,415.2,25817.608695652172,0,low_income
262790.0,315560.79614849156,-52770.79614849156,415.2,30045.354838709678,0,high_income
65327.0,73064.3022607842,-7737.3022607841995,415.2,21449.306666666667,0,low_income
123706.0,341985.34485476295,-218279.34485476295,415.2,30045.354838709678,0,high_income
93864.0,134945.57203251473,-41081.57203251473,415.2,22939.03125,0,low_income
148074.0,117908.58757614272,30165.412423857284,415.2,21449.306666666667,0,low_income
320165.0,332727.34836989327,-12562.348369893269,415.2,27839.102564102563,0,high_income
164359.0,171943.19807164327,-7584.198071643274,415.2,27757.014925373136,0,high_income
151650.0,166053.57588642236,-14403.57588642236,415.2,27757.014925373136,0,high_income
272146.0,278367.26475958823,-6221.26475958823,415.2,28912.0,0,high_income
200970.0,192549.9246721063,8420.07532789369,415.2,23019.486956521738,0,low_income
236486.0,355860.55316465365,-119374.55316465365,415.2,25265.97014925373,0,low_income
225786.0,371361.5666757199,-145575.56667571992,415.2,38478.71428571428,0,high_income
200477.0,190638.88529322975,9838.114706770255,415.2,23019.486956521738,0,low_income
256037.0,198207.17740839894,57829.822591601056,415.2,23019.486956521738,0,low_income
316596.0,282381.40145980666,34214.59854019334,415.2,28215.352941176472,0,high_income
296107.0,269761.93429002055,26345.065709979448,415.2,30045.354838709678,0,high_income
55769.0,82055.18803875307,-26286.18803875307,415.2,20127.743902439026,0,low_income
107798.0,110668.08199028339,-2870.08199028339,415.2,25817.608695652172,0,low_income
134118.0,175471.91165535373,-41353.91165535373,415.2,27757.014925373136,0,high_income
253045.0,350001.61095214775,-96956.61095214775,415.2,25265.97014925373,0,low_income
121094.0,129033.59664951146,-7939.596649511455,415.2,27255.21568627451,0,low_income
104816.0,94478.88029254273,10337.11970745727,415.2,26332.69318181818,0,low_income
123985.0,182363.66668138863,-58378.666681388626,415.2,29647.046875,0,high_income
140250.0,118157.83980144706,22092.16019855294,415.2,26332.69318181818,0,low_income
243153.0,288052.6724670894,-44899.672467089375,415.2,24433.758620689656,0,low_income
65710.0,129513.70925817169,-63803.709258171686,415.2,23019.486956521738,0,low_income
233149.0,235309.5825462078,-2160.582546207792,415.2,25265.97014925373,0,low_income
44433.0,161008.1459235582,-116575.14592355819,415.2,26332.69318181818,0,low_income
331698.0,270837.6014517557,60860.398548244324,415.2,26332.69318181818,0,low_income
257470.0,298427.8237788747,-40957.82377887471,415.2,30665.434782608696,0,high_income
65388.0,97113.13051839088,-31725.130518390884,415.2,23887.61038961039,0,low_income
196802.0,211389.32161559805,-14587.321615598048,415.2,30416.48275862069,0,high_income
129481.0,130596.06815491662,-1115.0681549166184,415.2,22180.492537313432,0,low_income
127887.0,139994.71470103902,-12107.714701039018,415.2,24859.01968503937,0,low_income
64113.0,65916.32086765023,-1803.3208676502254,415.2,30045.354838709678,0,high_income
18296.0,20099.62,-1803.619999999999,415.2,22859.618181818183,0,low_income
153588.0,162967.7351516753,-9379.735151675297,415.2,25595.710843373494,0,low_income
298624.0,318080.55507240293,-19456.55507240293,415.2,38538.619047619046,0,high_income
164991.0,164534.94303372,456.0569662800117,415.2,26332.69318181818,0,low_income
205102.0,182587.9160520188,22514.083947981213,415.2,27757.014925373136,0,high_income
368800.0,299800.2046913159,68999.79530868412,415.2,30416.48275862069,0,high_income
269053.0,174675.21982010268,94377.78017989732,415.2,27757.014925373136,0,high_income
155540.0,162612.31631634015,-7072.316316340148,415.2,27757.014925373136,0,high_income
330967.0,334242.24028429284,-3275.2402842928423,415.2,29711.57471264368,0,high_income
578862.0,338925.9839824766,239936.01601752342,415.2,22305.30188679245,0,low_income
704250.0,622936.0486871423,81313.95131285768,415.2,29711.57471264368,0,high_income
526345.0,636477.0347664003,-110132.03476640035,415.2,29647.046875,0,high_income
99163.0,156503.5272357518,-57340.5272357518,415.2,27757.014925373136,0,high_income
226923.0,165576.9065226082,61346.09347739181,415.2,27757.014925373136,0,high_income
76292.0,108676.48824957704,-32384.488249577043,415.2,23019.486956521738,0,low_income
209531.0,187104.21417312926,22426.785826870735,415.2,27757.014925373136,0,high_income
217304.0,224693.836577463,-7389.836577462993,415.2,30416.48275862069,0,high_income
182315.0,159668.92043946474,22646.07956053526,415.2,27757.014925373136,0,high_income
138582.0,134869.27828803335,3712.7217119666457,415.2,28390.166666666668,0,high_income
77155.0,169783.63036249418,-92628.63036249418,415.2,27757.014925373136,0,high_income
190900.0,180900.59328208727,9999.40671791273,415.2,27757.014925373136,0,high_income
279661.0,349137.3778345773,-69476.37783457729,415.2,27255.21568627451,0,low_income
584553.0,713754.0773492701,-129201.07734927011,699.6,30416.48275862069,1,high_income
220659.0,208478.33391045444,12180.666089545557,415.2,28390.166666666668,0,high_income
214384.0,197170.44107910298,17213.55892089702,415.2,25595.710843373494,0,low_income
202344.0,173198.71450238064,29145.285497619363,415.2,23887.61038961039,0,low_income
509079.0,515286.5355866321,-6207.53558663209,415.2,38478.71428571428,0,high_income
190494.0,150549.56035423337,39944.43964576663,415.2,27757.014925373136,0,high_income
192994.0,191609.7707637015,1384.2292362985027,415.2,24859.01968503937,0,low_income
82767.0,132708.63148774125,-49941.63148774125,415.2,23019.486956521738,0,low_income
293777.0,560760.79325,-266983.79325,415.2,27940.795698924732,0,high_income
288193.0,435156.3432981318,-146963.34329813177,415.2,30665.434782608696,0,high_income
226923.0,175792.54676867355,51130.45323132645,415.2,27757.014925373136,0,high_income
171093.0,221187.66280331078,-50094.662803310785,1039.4,38478.71428571428,1,high_income
447505.0,463349.0038103716,-15844.003810371622,318.0,30416.48275862069,0,high_income
109978.0,95007.97340463383,14970.026595366173,613.4,25817.608695652172,1,low_income
164802.0,180816.01099962968,-16014.010999629681,415.2,27757.014925373136,0,high_income
53423.0,62995.80563198951,-9572.805631989511,415.2,27255.21568627451,0,low_income
215581.0,194464.7451173747,21116.254882625304,415.2,34084.22641509434,0,high_income
142761.0,1422228.821443115,-1279467.821443115,415.2,25265.97014925373,0,low_income
117966.0,138790.51140242544,-20824.511402425444,415.2,30045.354838709678,0,high_income
499990.0,533878.4641001244,-33888.46410012443,415.2,28912.0,0,high_income
82250.0,78353.53705039504,3896.46294960496,415.2,27255.21568627451,0,low_income
306064.0,167491.2719384343,138572.7280615657,415.2,27757.014925373136,0,high_income
473965.0,480547.36302213976,-6582.363022139762,415.2,30416.48275862069,0,high_income
104870.0,155758.83052311203,-50888.83052311203,415.2,27757.014925373136,0,high_income
237612.0,237391.52256991502,220.4774300849822,415.2,30416.48275862069,0,high_income
232246.0,250741.88707786676,-18495.887077866762,415.2,22712.2,0,low_income
249871.0,189907.30162078328,59963.698379216716,415.2,38538.619047619046,0,high_income
186206.0,155583.55579689334,30622.444203106657,415.2,27757.014925373136,0,high_income
127579.0,141428.8909107027,-13849.8909107027,415.2,22967.0,0,low_income
190463.0,110962.48800567484,79500.51199432516,415.2,25595.710843373494,0,low_income
254426.0,220863.74164864648,33562.25835135352,415.2,27757.014925373136,0,high_income
75423.0,99535.59790377294,-24112.59790377294,415.2,27757.014925373136,0,high_income
394574.0,394978.6168784415,-404.61687844147673,415.2,30045.354838709678,0,high_income
290168.0,295598.62122097844,-5430.621220978443,415.2,38538.619047619046,0,high_income
167297.0,162933.66856313276,4363.331436867244,415.2,27757.014925373136,0,high_income
214996.0,217235.65840262617,-2239.65840262617,415.2,30416.48275862069,0,high_income
799265.0,683817.5904050597,115447.40959494025,248.4,29647.046875,0,high_income
354143.0,304263.30535165017,49879.69464834983,415.2,27757.014925373136,0,high_income
132726.0,167779.94146520816,-35053.94146520816,415.2,27791.3125,0,high_income
108681.0,130396.87589030802,-21715.875890308016,415.2,22859.618181818183,0,low_income
371437.0,422771.542052884,-51334.542052884004,415.2,30416.48275862069,0,high_income
196992.0,176601.8201328523,20390.1798671477,415.2,26215.561904761904,0,low_income
177255.0,175308.0585967281,1946.9414032718923,415.2,25817.608695652172,0,low_income
206799.0,222868.3313504763,-16069.331350476306,415.2,27757.014925373136,0,high_income
201195.0,220812.87634566825,-19617.87634566825,415.2,26332.69318181818,0,low_income
118752.0,125375.88348849435,-6623.88348849435,415.2,25265.97014925373,0,low_income
151418.0,180700.83738818706,-29282.837388187065,415.2,27757.014925373136,0,high_income
137598.0,244934.0105639889,-107336.01056398891,415.2,22305.30188679245,0,low_income
215266.0,221573.46081645592,-6307.460816455918,415.2,23335.0,0,low_income
104327.0,103778.60481916742,548.3951808325801,415.2,26332.69318181818,0,low_income
94822.0,92286.6662112035,2535.3337887965026,415.2,27255.21568627451,0,low_income
246672.0,320861.51024827006,-74189.51024827006,415.2,22172.175,0,low_income
48098.0,160660.8616861581,-112562.86168615811,415.2,24859.01968503937,0,low_income
407273.0,298596.6604292328,108676.33957076719,415.2,26332.69318181818,0,low_income
296917.0,279872.7860467512,17044.213953248807,415.2,29711.57471264368,0,high_income
410600.0,463415.18630171125,-52815.18630171125,415.2,38478.71428571428,0,high_income
259678.0,254524.37948274554,5153.620517254458,415.2,30572.928571428572,0,high_income
369974.0,133721.92941155474,236252.07058844526,415.2,23019.486956521738,0,low_income
269047.0,331449.1551487647,-62402.15514876472,415.2,24433.758620689656,0,low_income
234712.0,222096.94469173797,12615.055308262032,415.2,38538.619047619046,0,high_income
198851.0,180473.49562619417,18377.50437380583,415.2,27757.014925373136,0,high_income
57140.0,59837.13982142857,-2697.1398214285728,415.2,23887.61038961039,0,low_income
241113.0,222033.54944521093,19079.450554789073,415.2,27940.795698924732,0,high_income
203081.0,175408.2099878362,27672.79001216381,415.2,27757.014925373136,0,high_income
338520.0,352296.23033817107,-13776.230338171066,415.2,25595.710843373494,0,low_income
230732.0,155583.55579689334,75148.44420310666,415.2,27757.014925373136,0,high_income
146584.0,175996.79127542925,-29412.79127542925,415.2,21449.306666666667,0,low_income
127435.0,114135.35250547841,13299.647494521589,415.2,22939.03125,0,low_income
112290.0,133738.82069351836,-21448.820693518355,415.2,21449.306666666667,0,low_income
743035.0,451768.4246360506,291266.5753639494,415.2,27255.21568627451,0,low_income
238118.0,178272.9073189351,59845.09268106491,415.2,27757.014925373136,0,high_income
206788.0,165246.90352254844,41541.09647745156,415.2,27757.014925373136,0,high_income
160028.0,195692.18344527174,-35664.183445271745,415.2,27757.014925373136,0,high_income
183031.0,168367.33711509072,14663.662884909281,415.2,27757.014925373136,0,high_income
104697.0,143777.10828508885,-39080.10828508885,415.2,22180.492537313432,0,low_income
81808.0,74425.94519478916,7382.054805210835,415.2,23161.305263157894,0,low_income
95702.0,115799.42226771638,-20097.422267716378,415.2,28497.666666666668,0,high_income
48658.0,56796.82637416635,-8138.826374166347,415.2,35127.791666666664,0,high_income
122115.0,128688.92978722461,-6573.92978722461,415.2,30045.354838709678,0,high_income
398041.0,218672.41374774405,179368.58625225595,415.2,22180.492537313432,0,low_income
131263.0,145767.81236902167,-14504.812369021674,415.2,27791.3125,0,high_income
179261.0,176361.45523037523,2899.544769624772,415.2,27757.014925373136,0,high_income
126076.0,165041.71731678047,-38965.71731678047,415.2,24859.01968503937,0,low_income
149431.0,159692.01105406246,-10261.01105406246,415.2,27940.795698924732,0,high_income
194978.0,170318.70424768337,24659.295752316626,415.2,30416.48275862069,0,high_income
154039.0,174297.26464935602,-20258.264649356017,415.2,23019.486956521738,0,low_income
127737.0,159179.13802472714,-31442.138024727145,415.2,27757.014925373136,0,high_income
339613.0,244523.51302947212,95089.48697052788,415.2,25265.97014925373,0,low_income
82294.0,108734.12502046906,-26440.12502046906,415.2,34212.9,0,high_income
232331.0,101974.72004143968,130356.27995856032,415.2,25595.710843373494,0,low_income
713435.0,573225.685768748,140209.31423125195,415.2,38538.619047619046,0,high_income
324119.0,172422.89795617785,151696.10204382215,415.2,31278.333333333332,0,high_income
205290.0,186006.19392319396,19283.80607680604,415.2,27757.014925373136,0,high_income
288327.0,290053.2726457041,-1726.272645704099,415.2,30045.354838709678,0,high_income
101189.0,102280.44521588646,-1091.4452158864588,415.2,30045.354838709678,0,high_income
230759.0,205743.3898672779,25015.610132722097,415.2,28390.166666666668,0,high_income
92934.0,105744.41784699343,-12810.417846993427,415.2,20127.743902439026,0,low_income
126244.0,112613.40149986644,13630.598500133565,415.2,22180.492537313432,0,low_income
157640.0,144297.4250916199,13342.574908380106,415.2,25817.608695652172,0,low_income
291077.0,295312.61128706974,-4235.61128706974,415.2,25595.710843373494,0,low_income
271435.0,291176.6578938723,-19741.657893872296,415.2,38478.71428571428,0,high_income
250698.0,174775.7654371579,75922.23456284209,415.2,27757.014925373136,0,high_income
1083991.0,940911.7314846495,143079.26851535053,415.2,30416.48275862069,0,high_income
235429.0,217408.3088372769,18020.691162723087,415.2,30045.354838709678,0,high_income
221975.0,253234.76967004372,-31259.769670043723,415.2,35127.791666666664,0,high_income
106444.0,96286.86096580738,10157.139034192616,415.2,25817.608695652172,0,low_income
241253.0,235185.38784056614,6067.612159433862,415.2,26512.25,0,low_income
250506.0,267853.16627376026,-17347.16627376026,415.2,28912.0,0,high_income
222676.0,165344.71435278142,57331.28564721858,415.2,27757.014925373136,0,high_income
187566.0,203156.05985868938,-15590.059858689376,415.2,27940.795698924732,0,high_income
101971.0,76929.02622618178,25041.973773818216,415.2,27255.21568627451,0,low_income
73871.0,107156.65087589962,-33285.65087589962,415.2,23887.61038961039,0,low_income
168448.0,159698.98644069693,8749.013559303072,415.2,25817.608695652172,0,low_income
315270.0,196236.902457951,119033.09754204901,415.2,24859.01968503937,0,low_income
142573.0,169399.31001017016,-26826.310010170157,415.2,27757.014925373136,0,high_income
186584.0,187325.79990415263,-741.7999041526346,415.2,22305.30188679245,0,low_income
119503.0,116979.96883742312,2523.031162576881,415.2,27757.014925373136,0,high_income
438537.0,478084.51510861446,-39547.51510861446,415.2,27255.21568627451,0,low_income
104250.0,83857.5139032283,20392.486096771696,415.2,22967.0,0,low_income
150116.0,331449.1551487647,-181333.15514876472,415.2,24433.758620689656,0,low_income
186206.0,165302.1139965173,20903.88600348271,415.2,27757.014925373136,0,high_income
175968.0,201654.60965440646,-25686.609654406464,415.2,24339.2,0,low_income
103662.0,142184.83416732727,-38522.834167327266,415.2,20127.743902439026,0,low_income
94324.0,173545.5607138541,-79221.5607138541,415.2,27757.014925373136,0,high_income
106492.0,93815.47741607338,12676.52258392662,415.2,25595.710843373494,0,low_income
808487.0,981525.6503333333,-173038.6503333333,415.2,34212.9,0,high_income
262516.0,295754.87874083186,-33238.87874083186,415.2,28912.0,0,high_income
77968.0,80900.43030015273,-2932.4303001527296,415.2,24859.01968503937,0,low_income
80730.0,114658.41758046318,-33928.41758046318,415.2,26332.69318181818,0,low_income
75307.0,71283.27082591104,4023.729174088963,415.2,26215.561904761904,0,low_income
158453.0,172895.0521165348,-14442.05211653479,415.2,25595.710843373494,0,low_income
169628.0,155583.55579689334,14044.444203106657,415.2,27757.014925373136,0,high_income
146922.0,170872.30873962364,-23950.308739623637,415.2,26332.69318181818,0,low_income
300640.0,161086.01531652105,139553.98468347895,415.2,38538.619047619046,0,high_income
142081.0,141971.5447229572,109.45527704281267,415.2,25265.97014925373,0,low_income
