country_clean,Year,top_crop,climate_plausible_crops,pesticide_value
Brazil,1996,potato,,101621.67
Brazil,1997,potato,,110276.11
Brazil,1998,potato,,118930.56
Brazil,1999,potato,,127585.0
Brazil,2000,potato,,140423.0
Brazil,2001,potato,,151523.0
Brazil,2002,potato,,145552.0
Brazil,2003,potato,,182446.0
Brazil,2004,potato,,214725.0
Brazil,2005,potato,,232232.0
Brazil,2006,potato,,238716.0
Brazil,2007,potato,,304031.0
Brazil,2008,potato,,312637.0
Brazil,2009,potato,,335742.0
Brazil,2010,potato,,342580.0
Brazil,2011,potato,,345026.0
Brazil,2012,potato,,346583.0
Brazil,2013,potato,,367778.0
Brazil,2014,potato,,352336.0
Brazil,2015,potato,,395646.0
Brazil,2016,potato,,377176.0
Canada,1990,potato,,29568.0
Canada,1991,potato,,29477.5
Canada,1992,potato,,29387.0
Canada,1993,potato,,29296.5
Canada,1994,potato,,29206.0
Canada,1995,potato,,32223.4
Canada,1996,potato,,35240.8
Canada,1997,potato,,38258.2
Canada,1998,potato,,41275.6
Canada,1999,potato,,44293.0
Canada,2000,potato,,39667.0
Canada,2001,potato,,38456.0
Canada,2002,potato,,34226.0
Canada,2003,potato,,35596.0
Canada,2004,potato,,36138.0
Canada,2005,potato,,36363.0
Canada,2006,potato,,36572.75
Canada,2007,potato,,45140.03
Canada,2008,potato,,53707.3
Canada,2009,potato,,54529.4
Canada,2010,potato,,61050.0
Canada,2011,potato,,62107.2
Canada,2012,potato,,73508.9
Canada,2013,potato,,81659.8
Canada,2014,potato,,76314.0
Canada,2015,potato,,75318.3
Canada,2016,potato,,75318.3
Chile,1990,potato,,15373.0
Chile,1991,potato,,15373.0
Chile,1992,potato,,15373.0
Chile,1993,potato,,15373.0
Chile,1994,potato,,15373.0
Chile,1995,potato,,15373.0
Chile,1996,potato,,15373.0
Chile,1997,potato,,15373.0
Chile,1998,potato,,15373.0
Chile,1999,potato,,15373.0
Chile,2000,potato,,14264.54
Chile,2001,potato,,13156.09
Chile,2002,potato,,12047.63
Chile,2003,potato,,10939.18
Chile,2004,potato,,9830.72
Chile,2005,potato,,9830.72
Chile,2006,potato,,9830.72
Chile,2007,potato,,9830.72
Chile,2008,potato,,9830.72
Chile,2009,potato,,9830.72
Chile,2010,potato,,9830.72
Chile,2011,potato,,9830.72
Chile,2012,potato,,9830.72
Chile,2013,potato,,9830.72
Chile,2014,potato,,9830.72
Chile,2015,potato,,9830.72
Chile,2016,potato,,9830.72
"China, Taiwan Province of",1990,potato,,9954.0
"China, Taiwan Province of",1991,potato,,9954.0
"China, Taiwan Province of",1992,potato,,9954.0
"China, Taiwan Province of",1993,potato,,9954.0
"China, Taiwan Province of",1994,potato,,9954.0
"China, Taiwan Province of",1995,potato,,9954.0
"China, Taiwan Province of",1996,potato,,9954.0
"China, Taiwan Province of",1997,potato,,9364.0
"China, Taiwan Province of",1998,potato,,8931.0
"China, Taiwan Province of",1999,sweet potato,,11441.0
"China, Taiwan Province of",2000,potato,,9007.0
"China, Taiwan Province of",2001,sweet potato,,8476.0
"China, Taiwan Province of",2002,potato,,10547.0
"China, Taiwan Province of",2003,potato,,10143.0
"China, Taiwan Province of",2004,potato,,9703.0
"China, Taiwan Province of",2005,potato,,9228.0
"China, Taiwan Province of",2006,potato,,9014.0
"China, Taiwan Province of",2007,potato,,9492.0
"China, Taiwan Province of",2008,potato,,8780.0
"China, Taiwan Province of",2009,potato,,8589.0
"China, Taiwan Province of",2011,potato,,8254.0
"China, Taiwan Province of",2012,potato,,9396.0
"China, Taiwan Province of",2013,cassava,,9632.0
"China, Taiwan Province of",2014,cassava,,8619.0
"China, Taiwan Province of",2015,cassava,,9296.0
"China, Taiwan Province of",2016,cassava,,9296.0
"China, mainland",1990,sweet potato,,765307.0
"China, mainland",1991,sweet potato,,765307.0
"China, mainland",1992,sweet potato,,799174.0
"China, mainland",1993,sweet potato,,844800.0
"China, mainland",1994,sweet potato,,978551.0
"China, mainland",1995,sweet potato,,1087044.0
"China, mainland",1996,sweet potato,,1140812.0
"China, mainland",1997,sweet potato,,1195466.0
"China, mainland",1998,sweet potato,,1231699.0
"China, mainland",1999,sweet potato,,1321620.0
"China, mainland",2000,sweet potato,,1279533.0
"China, mainland",2001,sweet potato,,1274820.0
"China, mainland",2002,sweet potato,,1312285.0
"China, mainland",2003,sweet potato,,1325226.0
"China, mainland",2004,sweet potato,,1386028.0
"China, mainland",2005,sweet potato,,1460000.0
"China, mainland",2006,sweet potato,,1537000.0
"China, mainland",2007,sweet potato,,1623000.0
"China, mainland",2008,sweet potato,,1672300.0
"China, mainland",2009,sweet potato,,1709000.0
"China, mainland",2010,sweet potato,,1758000.0
"China, mainland",2011,sweet potato,,1787002.0
"China, mainland",2012,sweet potato,,1806000.0
"China, mainland",2013,sweet potato,,1801862.0
"China, mainland",2014,sweet potato,,1807000.0
"China, mainland",2015,sweet potato,,1763000.0
"China, mainland",2016,sweet potato,,1763000.0
Colombia,1990,potato,,18058.29
Colombia,1991,potato,,16817.0
Colombia,1992,potato,,15305.94
Colombia,1993,potato,,14961.81
Colombia,1994,potato,,17051.34
Colombia,1995,potato,,20156.23
Colombia,1996,potato,,18131.0
Colombia,1997,potato,,16005.0
Colombia,1998,potato,,60687.0
Colombia,1999,potato,,66088.0
Colombia,2000,potato,,75843.0
Colombia,2001,potato,,85515.3
Colombia,2002,potato,,84023.26
Colombia,2003,potato,,88772.15
Colombia,2004,potato,,105514.19
Colombia,2005,potato,,117881.45
Colombia,2006,potato,,98328.63
Colombia,2007,potato,,82439.06
Colombia,2008,potato,,48538.97
Colombia,2009,potato,,51435.13
Colombia,2010,potato,,48618.46
Colombia,2011,potato,,53797.0
Colombia,2012,potato,,48727.73
Colombia,2013,potato,,54563.38
Colombia,2014,potato,,73744.34
Colombia,2015,potato,,52883.0
Colombia,2016,potato,,47343.85
Costa Rica,1994,cassava,,8088.27
Costa Rica,1995,yam,,11012.92
Costa Rica,1996,potato,,20226.17
Costa Rica,1998,potato,,7898.0
Costa Rica,1999,potato,,16889.0
Costa Rica,2000,potato,,25865.0
Costa Rica,2001,potato,,10704.0
Costa Rica,2002,potato,,11125.0
Costa Rica,2003,potato,,10639.0
Costa Rica,2004,potato,,10990.0
Costa Rica,2005,potato,,10937.0
Costa Rica,2006,potato,,10988.0
Costa Rica,2007,potato,,12746.56
Costa Rica,2008,potato,,13317.0
Costa Rica,2009,potato,,12306.67
Costa Rica,2010,potato,,14241.84
Costa Rica,2011,potato,,12811.25
Costa Rica,2012,potato,,12811.25
Costa Rica,2013,potato,,12811.25
Costa Rica,2014,potato,,12811.25
Costa Rica,2015,potato,,12811.25
Costa Rica,2016,potato,,12811.25
Ecuador,1998,plantains and other,,21500.0
Ecuador,1999,plantains and other,,14216.0
Ecuador,2000,potato,,17948.0
Ecuador,2003,potato,,30634.53
Ecuador,2004,potato,,29799.84
Ecuador,2005,potato,,18391.23
Ecuador,2006,potato,,7953.42
Ecuador,2007,potato,,14156.16
Ecuador,2008,potato,,15396.14
Ecuador,2009,potato,,9666.87
Ecuador,2010,potato,,31637.12
Ecuador,2011,potato,,17529.44
Ecuador,2012,potato,,11469.74
Ecuador,2014,potato,,11040.47
Ecuador,2015,potato,,30545.0
Ecuador,2016,potato,,29847.0
Egypt,1990,sweet potato,,13214.0
Egypt,1991,sweet potato,,8255.0
Egypt,2006,potato,,9781.0
Egypt,2007,sweet potato,,9105.0
Egypt,2008,sweet potato,,9527.0
Egypt,2009,sweet potato,,9013.0
Egypt,2010,sweet potato,,11590.0
Egypt,2011,sweet potato,,12945.0
Egypt,2012,sweet potato,,13991.0
Egypt,2013,sweet potato,,13653.0
Egypt,2014,sweet potato,,11363.0
Egypt,2015,sweet potato,,8043.71
Egypt,2016,sweet potato,,8043.71
France,1990,potato,,97701.0
France,1991,potato,,103434.0
France,1992,potato,,85249.0
France,1993,potato,,91953.0
France,1994,potato,,89515.0
France,1995,potato,,84011.0
France,1996,potato,,97890.0
France,1997,potato,,109792.0
France,1998,potato,,107753.0
France,1999,potato,,114695.0
France,2000,potato,,97878.0
France,2001,potato,,99694.0
France,2002,potato,,82448.0
France,2003,potato,,74531.0
France,2004,potato,,76099.0
France,2005,potato,,78265.0
France,2006,potato,,71612.0
France,2007,potato,,77255.0
France,2008,potato,,78577.0
France,2009,potato,,63676.0
France,2010,potato,,61903.0
France,2011,potato,,61039.0
France,2012,potato,,63547.59
France,2013,potato,,66497.29
France,2014,potato,,74909.6
France,2015,potato,,66531.02
France,2016,potato,,71951.22
Germany,1990,potato,,31289.0
Germany,1991,potato,,32006.0
Germany,1992,potato,,29542.0
Germany,1993,potato,,25170.0
Germany,1994,potato,,26330.0
Germany,1995,potato,,30090.0
Germany,1996,potato,,31683.0
Germany,1997,potato,,30414.0
Germany,1998,potato,,33377.0
Germany,1999,potato,,30019.0
Germany,2000,potato,,35273.17
Germany,2001,potato,,33423.49
Germany,2002,potato,,34431.72
Germany,2003,potato,,35539.26
Germany,2004,potato,,34930.37
Germany,2005,potato,,36386.27
Germany,2006,potato,,38540.15
Germany,2007,potato,,40740.64
Germany,2008,potato,,43413.01
Germany,2009,potato,,39289.43
Germany,2010,potato,,40832.42
Germany,2011,potato,,43754.35
Germany,2012,potato,,45522.5
Germany,2013,potato,,43756.1
Germany,2014,potato,,45836.29
Germany,2015,potato,,48131.97
Germany,2016,potato,,46920.98
Greece,1993,sweet potato,,8826.0
Greece,1997,potato,,9223.0
Greece,1998,potato,,10702.0
Greece,1999,potato,,9635.0
Greece,2000,potato,,10627.0
Greece,2001,potato,,10725.0
Greece,2002,potato,,11852.0
Greece,2003,sweet potato,,11130.0
Greece,2004,sweet potato,,11594.0
Greece,2005,potato,,12083.0
Greece,2011,potato,,8189.8
Greece,2012,potato,,8002.2
Greece,2013,sweet potato,,8081.72
Greece,2014,potato,,9504.14
Greece,2015,potato,,9018.87
Greece,2016,potato,,10448.17
Guatemala,1990,plantains and other,,12004.33
Guatemala,1991,plantains and other,,12004.33
Guatemala,1992,plantains and other,,12004.33
Guatemala,1993,plantains and other,,12004.33
Guatemala,1994,plantains and other,,12004.33
Guatemala,1995,plantains and other,,12004.33
Guatemala,1996,plantains and other,,12004.33
Guatemala,1997,plantains and other,,11419.53
Guatemala,1998,plantains and other,,10834.74
Guatemala,1999,plantains and other,,10249.94
Guatemala,2000,plantains and other,,9665.14
Guatemala,2001,potato,,10023.42
Guatemala,2002,potato,,10381.71
Guatemala,2003,plantains and other,,10739.99
Guatemala,2004,plantains and other,,11959.92
Guatemala,2005,potato,,13506.02
Guatemala,2006,potato,,15951.27
Guatemala,2007,potato,,22883.17
Guatemala,2008,potato,,18091.67
Guatemala,2009,potato,,13276.7
Guatemala,2010,potato,,14898.25
Guatemala,2011,potato,,16540.71
Guatemala,2012,potato,,19726.3
Guatemala,2013,potato,,20489.4
Guatemala,2014,potato,,20489.4
Guatemala,2015,potato,,20489.4
Guatemala,2016,potato,,20489.4
Honduras,1990,plantains and other,,9880.07
Honduras,1992,potato,,9904.59
Hungary,1990,potato,,12756.0
Hungary,1991,potato,,8069.0
Hungary,1993,potato,,10197.0
Hungary,1994,potato,,9574.0
Hungary,2002,potato,,8231.5
Hungary,2003,potato,,8725.5
Hungary,2004,potato,,9940.5
Hungary,2005,potato,,9676.0
Hungary,2006,potato,,11523.0
Hungary,2007,potato,,11178.0
Hungary,2008,potato,,12084.0
Hungary,2009,potato,,11144.0
Hungary,2010,potato,,10299.5
Hungary,2011,potato,,8473.26
Hungary,2012,potato,,8141.17
Hungary,2014,potato,,8970.9
Hungary,2015,potato,,9483.8
Hungary,2016,potato,,9762.9
India,1990,cassava,,75000.0
India,1991,cassava,,72133.0
India,1992,cassava,,70791.0
India,1993,cassava,,66388.0
India,1994,cassava,,61357.0
India,1995,cassava,,61257.0
India,1996,cassava,,56114.0
India,1997,cassava,,52279.0
India,1998,cassava,,49157.0
India,1999,cassava,,46195.0
India,2000,cassava,,44957.52
India,2001,cassava,,43720.04
India,2002,cassava,,42482.56
India,2003,cassava,,41245.08
India,2004,cassava,,35113.0
India,2005,cassava,,35342.0
India,2006,cassava,,37423.0
India,2007,cassava,,27422.77
India,2008,cassava,,14485.33
India,2009,cassava,,28707.01
India,2010,cassava,,40093.69
India,2011,cassava,,55540.0
India,2012,cassava,,52980.0
India,2013,cassava,,45620.0
India,2014,cassava,,60280.0
India,2015,potato,,56120.0
India,2016,cassava,,50410.0
Iran (Islamic Republic of),1990,potato,,10644.0
Iran (Islamic Republic of),1991,potato,,16349.0
Iran (Islamic Republic of),1992,potato,,11683.0
Iran (Islamic Republic of),1993,potato,,9572.0
Iran (Islamic Republic of),1994,potato,,10324.0
Iran (Islamic Republic of),1995,potato,,8746.0
Iran (Islamic Republic of),2000,potato,,8440.34
Iran (Islamic Republic of),2002,potato,,8729.49
Iran (Islamic Republic of),2003,potato,,8886.19
Iran (Islamic Republic of),2004,potato,,8954.2
Italy,1990,sweet potato,,100596.4
Italy,1991,sweet potato,,88916.6
Italy,1992,sweet potato,,88227.6
Italy,1993,sweet potato,,89282.2
Italy,1994,sweet potato,,81217.6
Italy,1995,sweet potato,,84153.0
Italy,1996,potato,,74617.2
Italy,1997,potato,,84799.0
Italy,1998,potato,,84117.0
Italy,1999,potato,,81583.0
Italy,2000,potato,,79447.0
Italy,2001,potato,,75978.0
Italy,2002,potato,,94211.0
Italy,2003,potato,,86058.0
Italy,2004,potato,,83810.0
Italy,2005,potato,,84647.0
Italy,2006,potato,,74349.0
Italy,2007,potato,,80454.0
Italy,2008,potato,,79643.0
Italy,2009,potato,,74172.0
Italy,2010,potato,,71613.0
Italy,2011,potato,,70690.0
Italy,2012,potato,,61889.0
Italy,2013,potato,,55633.0
Italy,2014,potato,,59422.0
Italy,2015,potato,,63322.0
Italy,2016,potato,,60259.0
Japan,1990,potato,,79821.18
Japan,1991,potato,,79821.18
Japan,1992,potato,,79821.18
Japan,1993,potato,,79821.18
Japan,1994,potato,,79821.18
Japan,1995,potato,,79821.18
Japan,1996,potato,,79821.18
Japan,1997,potato,,79821.18
Japan,1998,potato,,79821.18
Japan,1999,potato,,79821.18
Japan,2000,potato,,79821.18
Japan,2001,potato,,78735.45
Japan,2002,potato,,70262.54
Japan,2003,potato,,67869.72
Japan,2004,potato,,64688.88
Japan,2005,potato,,63829.77
Japan,2006,potato,,65248.26
Japan,2007,potato,,61164.07
Japan,2008,potato,,58750.0
Japan,2009,potato,,60970.8
Japan,2010,potato,,55576.0
Japan,2011,potato,,51796.3
Japan,2012,potato,,54716.4
Japan,2013,potato,,52794.3
Japan,2014,potato,,53543.7
Japan,2015,potato,,54171.16
Japan,2016,potato,,51006.46
Kazakhstan,1992,potato,,17182.0
Kazakhstan,1993,potato,,17182.0
Kazakhstan,1994,potato,,17182.0
Kazakhstan,1995,potato,,13535.0
Kazakhstan,1996,potato,,13047.0
Kazakhstan,1997,potato,,8112.0
Kazakhstan,2009,potato,,8716.14
Kazakhstan,2011,potato,,10656.6
Kazakhstan,2012,potato,,8674.58
Kazakhstan,2013,potato,,8738.38
Kazakhstan,2014,potato,,11158.77
Kazakhstan,2015,potato,,10581.7
Kazakhstan,2016,potato,,10612.4
Libya,2005,potato,,8314.0
Malaysia,1990,sweet potato,,39406.48
Malaysia,1991,sweet potato,,39406.48
Malaysia,1992,sweet potato,,39406.48
Malaysia,1993,cassava,,39406.48
Malaysia,1994,cassava,,39406.48
Malaysia,1995,cassava,,39406.48
Malaysia,1996,cassava,,39406.48
Malaysia,1997,cassava,,39406.48
Malaysia,1998,cassava,,39406.48
Malaysia,1999,cassava,,39406.48
Malaysia,2000,cassava,,39406.48
Malaysia,2001,cassava,,39406.48
Malaysia,2002,cassava,,39406.48
Malaysia,2003,cassava,,39406.48
Malaysia,2004,cassava,,39406.48
Malaysia,2005,cassava,,39406.48
Malaysia,2006,cassava,,39406.48
Malaysia,2007,sweet potato,,46868.35
Malaysia,2008,cassava,,54821.91
Malaysia,2009,cassava,,52464.19
Malaysia,2010,cassava,,60194.83
Malaysia,2011,cassava,,41562.16
Malaysia,2012,cassava,,49810.48
Malaysia,2013,sweet potato,,61445.6
Malaysia,2014,sweet potato,,49199.43
Malaysia,2015,cassava,,49199.43
Malaysia,2016,cassava,,49199.43
Mexico,1990,sweet potato,,34468.93
Mexico,1991,sweet potato,,34468.93
Mexico,1992,sweet potato,,34468.93
Mexico,1993,sweet potato,,34468.93
Mexico,1994,sweet potato,,34468.93
Mexico,1995,potato,,34468.93
Mexico,1996,potato,,34468.93
Mexico,1997,sweet potato,,34468.93
Mexico,1998,potato,,34468.93
Mexico,1999,potato,,34468.93
Mexico,2000,potato,,34468.93
Mexico,2001,potato,,31373.3
Mexico,2002,potato,,16189.88
Mexico,2003,potato,,23622.86
Mexico,2004,potato,,26433.14
Mexico,2005,potato,,51741.99
Mexico,2006,potato,,50891.95
Mexico,2007,potato,,64501.28
Mexico,2008,potato,,61732.11
Mexico,2009,potato,,61690.08
Mexico,2010,potato,,63402.29
Mexico,2011,potato,,65961.1
Mexico,2012,potato,,64512.22
Mexico,2013,potato,,59920.18
Mexico,2014,potato,,53196.66
Mexico,2015,potato,,56518.2
Mexico,2016,potato,,57110.63
Morocco,1990,potato,,9364.0
Morocco,1991,potato,,9771.14
Morocco,1992,sweet potato,,10178.29
Morocco,1993,potato,,10585.43
Morocco,1994,potato,,10992.57
Morocco,1995,potato,,11399.71
Morocco,1996,potato,,11806.86
Morocco,1997,sweet potato,,12214.0
Morocco,1998,potato,,12621.14
Morocco,1999,potato,,13028.29
Morocco,2000,potato,,13435.43
Morocco,2001,potato,,13842.57
Morocco,2002,potato,,14249.71
Morocco,2003,potato,,14656.86
Morocco,2004,potato,,15064.0
Morocco,2005,potato,,13966.0
Morocco,2006,potato,,13697.0
Morocco,2007,potato,,13697.0
Morocco,2008,potato,,13697.0
Morocco,2009,potato,,13697.0
Morocco,2010,potato,,13697.0
Morocco,2011,potato,,13697.0
Morocco,2012,potato,,13697.0
Morocco,2013,potato,,13697.0
Morocco,2014,potato,,13697.0
Morocco,2015,potato,,13697.0
Morocco,2016,potato,,13697.0
Myanmar,2016,potato,,12091.56
Netherlands,1990,potato,,9729.0
Netherlands,1991,potato,,9338.0
Netherlands,1992,potato,,9030.0
Netherlands,1993,potato,,10505.0
Netherlands,1994,potato,,8646.0
Netherlands,1995,potato,,12601.0
Netherlands,1996,potato,,8923.0
Netherlands,1997,potato,,10568.0
Netherlands,1998,potato,,11762.0
Netherlands,1999,potato,,11152.0
Netherlands,2000,potato,,11382.84
Netherlands,2001,potato,,9424.73
Netherlands,2002,potato,,9700.44
Netherlands,2003,potato,,9550.04
Netherlands,2004,potato,,10655.4
Netherlands,2005,potato,,10703.85
Netherlands,2006,potato,,10461.35
Netherlands,2007,potato,,12073.15
Netherlands,2008,potato,,10777.08
Netherlands,2009,potato,,9857.2
Netherlands,2010,potato,,9586.03
Netherlands,2011,potato,,10953.91
Netherlands,2012,potato,,11348.39
Netherlands,2013,potato,,10720.17
Netherlands,2014,potato,,10665.55
Netherlands,2015,potato,,9999.3
Netherlands,2016,potato,,9999.3
Nicaragua,2005,potato,,9391.92
Nicaragua,2007,potato,,9850.26
Nicaragua,2008,potato,,10173.91
Nicaragua,2009,potato,,9387.95
Nicaragua,2010,potato,,12242.19
Pakistan,1996,potato,,11955.0
Pakistan,1997,potato,,16936.0
Pakistan,1998,potato,,18406.0
Pakistan,1999,potato,,20450.0
Pakistan,2000,potato,,27885.0
Pakistan,2001,potato,,11871.0
Pakistan,2002,potato,,10881.83
Pakistan,2003,potato,,9892.65
Pakistan,2004,potato,,8903.48
Pakistan,2005,potato,,7914.31
Paraguay,1994,cassava,,8233.6
Paraguay,1995,cassava,,10660.4
Paraguay,1996,cassava,,13087.2
Paraguay,1997,cassava,,15514.0
Paraguay,1998,cassava,,12196.0
Paraguay,2001,cassava,,10583.0
Paraguay,2002,cassava,,13008.87
Paraguay,2003,cassava,,15434.75
Paraguay,2004,cassava,,17860.62
Paraguay,2005,cassava,,20286.49
Paraguay,2006,cassava,,22712.36
Paraguay,2007,cassava,,25138.24
Paraguay,2008,cassava,,27564.11
Paraguay,2009,cassava,,29989.98
Paraguay,2010,cassava,,32415.85
Paraguay,2011,potato,,34841.73
Paraguay,2012,potato,,37267.6
Paraguay,2013,cassava,,27228.5
Paraguay,2014,cassava,,27228.5
Paraguay,2015,cassava,,27228.5
Paraguay,2016,cassava,,27228.5
Peru,2001,sweet potato,,8414.17
Peru,2002,sweet potato,,8322.88
Peru,2003,sweet potato,,8167.3
Peru,2004,sweet potato,,8941.22
Peru,2005,sweet potato,,10227.74
Peru,2006,sweet potato,,12074.5
Peru,2007,sweet potato,,9011.14
Peru,2008,sweet potato,,12598.66
Peru,2009,sweet potato,,11531.33
Peru,2010,sweet potato,,15590.54
Peru,2011,sweet potato,,15436.91
Peru,2012,sweet potato,,18885.82
Peru,2013,sweet potato,,17942.97
Peru,2014,sweet potato,,20832.4
Peru,2015,sweet potato,,22874.83
Peru,2016,sweet potato,,26036.3
Poland,1993,potato,,8825.0
Poland,1994,potato,,9330.0
Poland,1996,potato,,9824.0
Poland,1997,potato,,9501.0
Poland,1998,potato,,8699.0
Poland,1999,potato,,8466.0
Poland,2000,potato,,8848.0
Poland,2001,potato,,8855.0
Poland,2002,potato,,10358.0
Poland,2004,potato,,8726.0
Poland,2005,potato,,16039.0
Poland,2006,potato,,17101.0
Poland,2007,potato,,18721.0
Poland,2008,potato,,20611.02
Poland,2009,potato,,18493.03
Poland,2010,potato,,19449.02
Poland,2011,potato,,21779.27
Poland,2012,potato,,21885.99
Poland,2013,potato,,22204.46
Poland,2014,potato,,23556.67
Poland,2015,potato,,24006.12
Poland,2016,potato,,24462.5
Portugal,1990,potato,,9357.0
Portugal,1991,potato,,9357.0
Portugal,1993,potato,,8985.0
Portugal,1994,potato,,9580.0
Portugal,1995,potato,,11815.0
Portugal,1996,potato,,12457.0
Portugal,1997,yam,,12750.0
Portugal,1998,yam,,14389.0
Portugal,1999,potato,,15411.0
Portugal,2000,yam,,15470.0
Portugal,2001,potato,,15503.0
Portugal,2002,potato,,17452.0
Portugal,2003,potato,,17030.0
Portugal,2004,potato,,16942.0
Portugal,2005,yam,,16353.0
Portugal,2006,yam,,15702.0
Portugal,2007,potato,,16682.39
Portugal,2008,yam,,17080.26
Portugal,2009,potato,,13984.91
Portugal,2010,sweet potato,,13774.18
Portugal,2011,sweet potato,,14024.98
Portugal,2012,sweet potato,,12444.24
Portugal,2013,sweet potato,,10126.8
Portugal,2014,sweet potato,,12892.3
Portugal,2015,sweet potato,,10006.41
Portugal,2016,sweet potato,,9778.5
Republic of Korea,1990,sweet potato,,25082.0
