label,temp_mean,temp_range,temp_dominant_freq,precip_mean,precip_range,precip_dominant_freq
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,21.556666667499996,19.213333329999998,0.25,3.45333333325,6.35,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,23.053333334999998,5.0,0.25,3.2883333332499998,2.7633333340000004,0.25
Barley,27.934166665,7.106666669999999,0.25,8.63166666575,16.58333333,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,24.9575,6.59,0.25,7.6450000007500005,16.080000003,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,27.934166665,7.106666669999999,0.25,8.63166666575,16.58333333,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,27.934166665,7.106666669999999,0.25,8.63166666575,16.58333333,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,29.495833332500002,7.453333330000003,0.25,5.60666666775,9.880000003000001,0.25
Barley,29.495833332500002,7.453333330000003,0.25,5.60666666775,9.880000003000001,0.25
Barley,29.4158333325,6.926666670000003,0.25,3.4066666667499996,7.6,0.25
Barley,29.495833332500002,7.453333330000003,0.25,5.60666666775,9.880000003000001,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,27.934166665,7.106666669999999,0.25,8.63166666575,16.58333333,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,27.934166665,7.106666669999999,0.25,8.63166666575,16.58333333,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,27.934166665,7.106666669999999,0.25,8.63166666575,16.58333333,0.25
Barley,27.934166665,7.106666669999999,0.25,8.63166666575,16.58333333,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,27.934166665,7.106666669999999,0.25,8.63166666575,16.58333333,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,27.934166665,7.106666669999999,0.25,8.63166666575,16.58333333,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,27.934166665,7.106666669999999,0.25,8.63166666575,16.58333333,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,25.3275,6.91333333,0.25,7.538333334,15.153333337,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
Barley,24.6325,6.853333330000002,0.25,5.37166666575,11.249999997,0.25
