user_group_id,Username,Bot_Label_Mode,Gender_Mode,Consecutive_Block_Length,Avg_Engagement
122,albert87,-1,unknown,1,97.0
123,albertcrawford,-1,unknown,1,88.0
124,albertschultz,-1,unknown,1,65.0
125,alejandrakim,-1,unknown,1,83.0
126,alejandro10,-1,unknown,1,90.0
127,alejandro56,-1,unknown,1,58.0
128,alewis,0,unknown,1,123.0
129,alex22,-1,unknown,1,18.0
130,alex39,-1,unknown,1,58.0
131,alex40,-1,unknown,1,104.0
132,alexander13,-1,unknown,1,113.0
133,alexander18,-1,unknown,1,137.0
134,alexander45,-1,unknown,1,25.0
135,alexander58,-1,unknown,1,75.0
136,alexander84,-1,unknown,1,121.0
137,alexander98,-1,unknown,1,61.0
138,alexanderangela,-1,unknown,1,45.0
139,alexanderbrenda,-1,unknown,1,177.0
140,alexanderbrennan,-1,unknown,1,65.0
141,alexanderchelsea,-1,unknown,1,98.0
142,alexanderdominique,-1,unknown,1,37.0
143,alexanderheather,-1,unknown,1,141.0
144,alexanderheather,-1,unknown,1,106.0
145,alexanderjulie,-1,unknown,1,65.0
146,alexandermisty,-1,unknown,1,118.0
147,alexandernancy,-1,unknown,1,105.0
148,alexanderperkins,-1,unknown,1,62.0
149,alexanderperry,-1,unknown,1,14.0
150,alexanderpetersen,-1,unknown,1,135.0
151,alexandertaylor,-1,unknown,1,134.0
152,alexanderwallace,1,unknown,1,78.0
153,alexanderwheeler,-1,unknown,1,95.0
154,alexanderwood,-1,unknown,1,106.0
155,alexandra01,-1,unknown,1,94.0
156,alexandra08,-1,unknown,1,159.0
157,alexandra20,-1,unknown,1,101.0
158,alexandra29,-1,unknown,1,117.0
159,alexandra61,1,unknown,1,68.0
160,alexandra74,-1,unknown,1,32.0
161,alexandra77,-1,unknown,1,104.0
162,alexandraclark,-1,unknown,1,85.0
163,alexandrajohnson,-1,unknown,1,148.0
164,alexandralowe,-1,unknown,1,159.0
165,alexandrarowland,-1,unknown,1,185.0
166,alexandrasantana,-1,unknown,1,61.0
167,alexandrasullivan,-1,unknown,1,92.0
168,alexandria15,-1,unknown,1,46.0
169,alexandriacopeland,-1,unknown,1,154.0
170,alexandriadavis,-1,unknown,1,113.0
171,alexandriasmith,1,unknown,1,34.0
172,alexayates,-1,unknown,1,51.0
173,alexbrown,-1,unknown,1,113.0
174,alexhood,-1,unknown,1,91.0
175,alexis18,-1,unknown,1,154.0
176,alexis47,-1,unknown,1,70.0
177,alexis52,-1,unknown,1,75.0
178,alexis65,-1,unknown,1,127.0
179,alexisdecker,-1,unknown,1,93.0
180,alexishenry,-1,unknown,1,181.0
181,alexisking,-1,unknown,1,134.0
182,alexismatthews,-1,unknown,1,71.0
183,alexismcdowell,-1,unknown,1,122.0
184,alexiswoods,-1,unknown,1,163.0
185,alfred65,-1,unknown,1,171.0
186,alfredelliott,-1,unknown,1,67.0
187,alicia27,-1,unknown,1,30.0
188,alicia52,-1,unknown,1,151.0
189,alicia59,-1,unknown,1,43.0
190,alicia85,-1,unknown,1,117.0
191,alicia88,1,unknown,1,157.0
192,aliciadickerson,-1,unknown,1,1.0
193,aliciarodriguez,-1,unknown,1,98.0
194,aliciawebb,-1,unknown,1,190.0
195,alisha05,-1,unknown,1,121.0
196,alisonaustin,-1,unknown,1,116.0
197,alisoncantu,-1,unknown,1,42.0
198,allen26,-1,unknown,1,99.0
199,allen31,-1,unknown,1,32.0
200,allen58,1,unknown,1,69.0
201,allenamanda,-1,unknown,1,71.0
202,allenamy,0,unknown,1,77.0
203,allenaustin,-1,unknown,1,82.0
204,allenchase,-1,unknown,1,78.0
205,allendouglas,-1,unknown,1,119.0
206,allenjamie,-1,unknown,1,91.0
207,allenjamie,-1,unknown,1,138.0
208,allenjoseph,0,unknown,1,42.0
209,allenmatthew,-1,unknown,1,51.0
210,allenpetty,-1,unknown,1,100.0
211,allenronnie,-1,unknown,1,37.0
212,allison63,-1,unknown,1,89.0
213,allison76,-1,unknown,1,144.0
214,allison82,-1,unknown,1,128.0
215,allisondean,-1,unknown,1,50.0
216,allisonfrost,-1,unknown,1,129.0
217,allisonmcdaniel,-1,unknown,1,167.0
218,allisonnewman,-1,unknown,1,123.0
219,allisonwright,-1,unknown,1,76.0
220,alvaradotammy,-1,unknown,1,115.0
221,alvarezjohnny,-1,unknown,1,80.0
222,alvarezmary,-1,unknown,1,34.0
223,alvareznathan,-1,unknown,1,31.0
224,alvarezsara,1,unknown,1,127.0
225,alvarezstephanie,-1,unknown,1,140.0
226,alvareztravis,-1,unknown,1,134.0
227,alvinhill,-1,unknown,1,91.0
228,alyssa03,-1,unknown,1,151.0
229,alyssa10,-1,unknown,1,65.0
230,alyssa47,-1,unknown,1,67.0
231,alyssa86,-1,unknown,1,23.0
232,alyssa90,-1,unknown,1,95.0
233,alyssajones,-1,unknown,1,80.0
234,amanda00,0,unknown,1,83.0
235,amanda09,-1,unknown,2,80.5
236,amanda09,-1,unknown,1,97.0
237,amanda15,1,unknown,1,40.0
238,amanda26,1,unknown,1,140.0
239,amanda27,0,unknown,1,77.0
240,amanda30,1,unknown,1,114.0
241,amanda33,-1,unknown,1,122.0
242,amanda39,1,unknown,1,56.0
243,amanda40,1,unknown,1,160.0
244,amanda40,1,unknown,1,73.0
245,amanda42,-1,unknown,1,70.0
246,amanda52,0,unknown,1,108.0
247,amanda53,1,unknown,1,138.0
248,amanda54,1,unknown,1,119.0
249,amanda61,-1,unknown,1,119.0
250,amanda63,1,unknown,1,64.0
251,amanda72,-1,unknown,1,67.0
252,amanda77,-1,unknown,1,107.0
253,amanda84,1,unknown,1,62.0
254,amanda86,-1,unknown,1,89.0
255,amanda90,-1,unknown,1,124.0
256,amanda92,1,unknown,1,143.0
257,amandaatkins,-1,unknown,1,70.0
258,amandabernard,-1,unknown,1,86.0
259,amandablack,-1,unknown,1,30.0
260,amandacrosby,-1,unknown,1,116.0
261,amandadiaz,-1,unknown,1,53.0
262,amandahenry,-1,unknown,1,76.0
263,amandajacobs,-1,unknown,1,29.0
264,amandajohnson,1,unknown,1,60.0
265,amandajones,-1,unknown,1,117.0
266,amandalawrence,-1,unknown,1,34.0
267,amandamann,-1,unknown,1,79.0
268,amandamartinez,1,unknown,1,176.0
269,amandamitchell,-1,unknown,1,96.0
270,amandamontoya,-1,unknown,1,88.0
271,amandanash,0,unknown,1,34.0
272,amandarichards,-1,unknown,1,129.0
273,amandarivera,-1,unknown,1,181.0
274,amandaroberts,-1,unknown,1,82.0
275,amandarogers,-1,unknown,1,110.0
276,amandasantiago,-1,unknown,1,66.0
277,amandaturner,-1,unknown,1,107.0
278,amartin,1,unknown,1,119.0
279,amber17,1,unknown,1,131.0
280,amber22,-1,unknown,1,120.0
281,amber53,-1,unknown,1,76.0
282,amber71,-1,unknown,1,170.0
283,amberaustin,-1,unknown,1,161.0
284,amberfranklin,-1,unknown,1,10.0
285,amberhansen,-1,unknown,1,42.0
286,amberhill,-1,unknown,1,65.0
287,amberjohnson,-1,unknown,1,109.0
288,amberleblanc,-1,unknown,1,155.0
289,amberlynch,-1,unknown,1,61.0
290,ambermartin,-1,unknown,1,144.0
291,amberreyes,-1,unknown,1,151.0
292,amberromero,-1,unknown,1,120.0
293,amberwagner,1,unknown,1,149.0
294,amberwilliams,1,unknown,1,53.0
295,amcdowell,-1,unknown,1,81.0
296,amelton,1,unknown,1,140.0
297,amiller,1,unknown,1,156.0
298,amiller,1,unknown,1,148.0
299,amiller,1,unknown,1,109.0
300,amiller,1,unknown,1,111.0
301,amitchell,0,unknown,1,103.0
302,amosley,-1,unknown,1,130.0
303,amunoz,1,unknown,1,130.0
304,amurray,0,unknown,1,31.0
305,amy12,0,unknown,1,165.0
306,amy24,-1,unknown,1,190.0
307,amy24,-1,unknown,1,127.0
308,amy27,0,unknown,1,123.0
309,amy28,-1,unknown,1,105.0
310,amy45,1,unknown,1,67.0
311,amy48,-1,unknown,1,154.0
312,amy49,-1,unknown,1,162.0
313,amy52,-1,unknown,1,126.0
314,amy69,1,unknown,1,170.0
315,amy75,1,unknown,1,101.0
316,amy77,-1,unknown,1,101.0
317,amy78,-1,unknown,1,159.0
318,amy85,0,unknown,1,84.0
319,amy86,0,unknown,1,84.0
320,amy90,-1,unknown,1,108.0
321,amy97,0,unknown,1,80.0
322,amyalvarado,-1,unknown,1,42.0
323,amyanderson,-1,unknown,1,46.0
324,amyayala,-1,unknown,1,158.0
325,amycooper,-1,unknown,1,103.0
326,amydavis,-1,unknown,1,68.0
327,amydudley,-1,unknown,1,91.0
328,amyfuller,-1,unknown,1,26.0
329,amygarza,0,unknown,1,125.0
330,amyhall,-1,unknown,1,136.0
331,amyhill,-1,unknown,1,179.0
332,amyhoward,-1,unknown,1,25.0
333,amylewis,0,unknown,1,101.0
334,amymcfarland,-1,unknown,1,188.0
335,amyperez,-1,unknown,1,42.0
336,amyray,-1,unknown,1,11.0
337,amyrodriguez,-1,unknown,1,85.0
338,amysimmons,-1,unknown,1,124.0
339,amysmith,0,unknown,1,62.0
340,amyvasquez,-1,unknown,1,109.0
341,amyward,-1,unknown,1,110.0
342,amywarren,-1,unknown,1,146.0
343,amywebb,-1,unknown,1,82.0
344,ana40,-1,unknown,1,134.0
345,ana53,-1,unknown,1,21.0
346,anagardner,-1,unknown,1,85.0
347,andersonamber,-1,unknown,1,75.0
348,andersoncarol,1,unknown,1,181.0
349,andersondonald,-1,unknown,1,109.0
350,andersoneric,-1,unknown,1,175.0
351,andersonjacob,-1,unknown,1,112.0
352,andersonjames,-1,unknown,1,126.0
353,andersonjesse,-1,unknown,1,112.0
354,andersonmiguel,-1,unknown,1,64.0
355,andersonmonica,-1,unknown,1,62.0
356,andersonraymond,-1,unknown,1,156.0
357,andersonsamuel,-1,unknown,1,140.0
358,andersonvictor,0,unknown,1,94.0
359,andrea09,0,unknown,1,117.0
360,andrea11,-1,unknown,1,137.0
361,andrea29,-1,unknown,1,99.0
362,andrea33,-1,unknown,1,163.0
363,andrea54,1,unknown,1,155.0
364,andrea59,-1,unknown,1,97.0
365,andrea61,-1,unknown,1,67.0
366,andrea78,-1,unknown,1,22.0
367,andrea79,1,unknown,1,113.0
368,andrea82,1,unknown,1,186.0
369,andreacain,-1,unknown,1,163.0
370,andreacisneros,-1,unknown,1,165.0
371,andreafoster,-1,unknown,1,45.0
372,andreagreen,-1,unknown,1,99.0
373,andreajones,-1,unknown,1,126.0
374,andreajones,-1,unknown,1,44.0
375,andreanovak,-1,unknown,1,41.0
376,andreatucker,-1,unknown,1,113.0
377,andreawells,-1,unknown,1,125.0
378,andreayoung,0,unknown,1,70.0
379,andreedwards,-1,unknown,1,74.0
380,andrew04,0,unknown,1,143.0
381,andrew12,0,unknown,1,49.0
382,andrew14,0,unknown,1,106.0
383,andrew18,-1,unknown,1,110.0
384,andrew31,-1,unknown,1,114.0
385,andrew33,-1,unknown,1,99.0
386,andrew35,1,unknown,1,95.0
387,andrew39,-1,unknown,1,61.0
388,andrew42,0,unknown,1,152.0
389,andrew44,-1,unknown,1,133.0
390,andrew46,-1,unknown,1,86.0
391,andrew47,-1,unknown,1,138.0
392,andrew49,1,unknown,1,92.0
393,andrew52,1,unknown,1,68.0
394,andrew54,0,unknown,1,142.0
395,andrew65,1,unknown,1,76.0
396,andrew69,1,unknown,1,121.0
397,andrew70,-1,unknown,1,74.0
398,andrew79,0,unknown,1,68.0
399,andrew80,1,unknown,1,122.0
400,andrew83,1,unknown,1,149.0
401,andrew92,1,unknown,1,96.0
402,andrew99,1,unknown,1,55.0
403,andrewbarton,-1,unknown,1,140.0
404,andrewbooker,-1,unknown,1,148.0
405,andrewbradley,0,unknown,1,144.0
406,andrewchristian,-1,unknown,1,50.0
407,andrewedwards,1,unknown,1,113.0
408,andrewholder,-1,unknown,1,37.0
409,andrewjohnson,0,unknown,1,62.0
410,andrewking,-1,unknown,1,118.0
411,andrewmartin,1,unknown,1,134.0
412,andrewnichols,-1,unknown,1,18.0
413,andrewperkins,0,unknown,1,93.0
414,andrewperry,-1,unknown,1,86.0
415,andrewrobinson,0,unknown,1,173.0
416,andrewsamanda,1,unknown,1,92.0
417,andrewsjohn,-1,unknown,1,141.0
418,andrewsmatthew,-1,unknown,1,79.0
419,andrewsrick,-1,unknown,1,80.0
420,andrewtaylor,-1,unknown,1,59.0
421,andrewtucker,-1,unknown,1,134.0
422,andrewvillarreal,-1,unknown,1,162.0
423,aneal,1,unknown,1,63.0
424,aneal,1,unknown,1,169.0
425,anelson,-1,unknown,1,36.0
426,angel88,-1,unknown,1,86.0
427,angela00,-1,unknown,1,120.0
428,angela04,-1,unknown,1,36.0
429,angela10,1,unknown,1,141.0
430,angela11,-1,unknown,1,168.0
431,angela11,-1,unknown,1,141.0
432,angela22,-1,unknown,1,119.0
433,angela44,1,unknown,1,112.0
434,angela45,-1,unknown,1,102.0
435,angela48,-1,unknown,1,47.0
436,angela50,0,unknown,1,110.0
437,angela50,0,unknown,1,160.0
438,angela53,-1,unknown,1,33.0
439,angela66,-1,unknown,1,53.0
440,angela67,-1,unknown,1,92.0
441,angela70,0,unknown,1,100.0
442,angela91,-1,unknown,1,45.0
443,angela98,1,unknown,1,62.0
444,angelabennett,-1,unknown,1,122.0
445,angelacollins,-1,unknown,1,106.0
446,angelacrawford,-1,unknown,1,24.0
447,angelacuevas,-1,unknown,1,56.0
448,angelaferguson,-1,unknown,1,81.0
449,angelagallagher,-1,unknown,1,105.0
450,angelaglover,-1,unknown,1,136.0
451,angelaheath,-1,unknown,1,192.0
452,angelahernandez,0,unknown,1,81.0
453,angelakeith,-1,unknown,1,111.0
454,angelakelly,-1,unknown,1,139.0
455,angelalee,1,unknown,1,64.0
456,angelalewis,-1,unknown,1,87.0
457,angelanavarro,-1,unknown,1,167.0
458,angelarichardson,0,unknown,1,130.0
459,angelasanchez,-1,unknown,1,132.0
460,angelasmith,0,unknown,1,145.0
461,angelica64,-1,unknown,1,48.0
462,angelperry,-1,unknown,1,137.0
463,angie85,-1,unknown,1,78.0
464,anguyen,1,unknown,1,73.0
465,anita02,-1,unknown,1,103.0
466,anita41,-1,unknown,1,165.0
467,anita47,-1,unknown,1,93.0
468,anita71,-1,unknown,1,119.0
469,anita79,-1,unknown,1,131.0
470,anitanguyen,-1,unknown,1,182.0
471,ann75,-1,unknown,1,85.0
472,anna04,-1,unknown,1,85.0
473,anna29,-1,unknown,1,159.0
474,anna61,-1,unknown,1,94.0
475,anna71,-1,unknown,1,112.0
476,anna76,1,unknown,1,60.0
477,anna90,-1,unknown,1,124.0
478,anna91,-1,unknown,1,48.0
479,annaadams,0,unknown,1,83.0
480,annabanks,-1,unknown,1,179.0
481,annacampbell,-1,unknown,1,157.0
482,annadurham,-1,unknown,1,134.0
483,annagomez,-1,unknown,1,23.0
484,annahenry,-1,unknown,1,77.0
485,annajohnson,-1,unknown,1,140.0
486,annaturner,-1,unknown,1,126.0
487,anne63,-1,unknown,1,111.0
488,annehawkins,-1,unknown,1,34.0
489,annemoore,-1,unknown,1,152.0
490,annepadilla,-1,unknown,1,66.0
491,annesimpson,-1,unknown,1,74.0
492,annette12,-1,unknown,1,51.0
493,annette29,-1,unknown,1,25.0
494,annette68,-1,unknown,1,115.0
495,annetteharrell,-1,unknown,1,96.0
496,anneweaver,-1,unknown,1,68.0
497,annjones,-1,unknown,1,46.0
498,annjones,-1,unknown,1,106.0
499,annmarshall,-1,unknown,1,55.0
500,anorton,1,unknown,1,135.0
501,anthony04,1,unknown,1,76.0
502,anthony10,-1,unknown,1,132.0
503,anthony11,0,unknown,1,124.0
504,anthony23,0,unknown,1,49.0
505,anthony26,1,unknown,1,33.0
506,anthony30,-1,unknown,1,137.0
507,anthony39,0,unknown,1,64.0
508,anthony40,1,unknown,1,111.0
509,anthony47,0,unknown,1,106.0
510,anthony50,1,unknown,1,64.0
511,anthony55,-1,unknown,1,48.0
512,anthony55,-1,unknown,1,101.0
513,anthony55,-1,unknown,1,92.0
514,anthony56,0,unknown,1,119.0
515,anthony59,-1,unknown,1,117.0
516,anthony61,1,unknown,1,193.0
517,anthony61,1,unknown,1,101.0
518,anthony62,-1,unknown,1,40.0
519,anthony66,0,unknown,1,121.0
520,anthony79,1,unknown,1,90.0
521,anthony82,0,unknown,1,128.0
522,anthony88,0,unknown,1,101.0
523,anthony89,0,unknown,1,91.0
524,anthonyball,-1,unknown,1,104.0
525,anthonybarrett,-1,unknown,1,87.0
526,anthonybowen,-1,unknown,1,54.0
527,anthonycampbell,-1,unknown,1,122.0
528,anthonyclark,0,unknown,1,53.0
529,anthonygarner,-1,unknown,1,117.0
530,anthonyhanson,-1,unknown,1,112.0
531,anthonyharris,-1,unknown,1,43.0
532,anthonyhayden,-1,unknown,1,120.0
533,anthonyhernandez,-1,unknown,1,137.0
534,anthonylee,-1,unknown,1,76.0
535,anthonylewis,-1,unknown,1,56.0
536,anthonylittle,1,unknown,1,107.0
537,anthonymorrison,-1,unknown,1,46.0
538,anthonyowens,1,unknown,1,186.0
539,anthonypetersen,-1,unknown,1,34.0
540,anthonyreynolds,-1,unknown,1,43.0
541,anthonysmith,1,unknown,1,151.0
542,anthonytimothy,-1,unknown,1,106.0
543,anthonywheeler,-1,unknown,1,75.0
544,antonio12,-1,unknown,1,102.0
545,antonio49,-1,unknown,1,155.0
546,antonio66,-1,unknown,1,99.0
547,antonio81,-1,unknown,1,171.0
548,antoniokhan,-1,unknown,1,96.0
549,apalmer,-1,unknown,1,105.0
550,apayne,-1,unknown,1,140.0
551,aperkins,0,unknown,1,26.0
552,apetersen,-1,unknown,1,109.0
553,april14,-1,unknown,1,123.0
554,april34,-1,unknown,1,146.0
555,april70,-1,unknown,1,125.0
556,aprilbrown,-1,unknown,1,127.0
557,aprilelliott,-1,unknown,1,87.0
558,aprillogan,-1,unknown,1,76.0
559,aprilturner,-1,unknown,1,132.0
560,aprilwilliams,-1,unknown,1,87.0
561,aramirez,1,unknown,1,71.0
562,areed,1,unknown,1,43.0
563,arellanoeric,-1,unknown,1,84.0
564,arianalarson,-1,unknown,1,116.0
565,arianamckenzie,-1,unknown,1,135.0
566,arianaward,-1,unknown,1,126.0
567,arielanderson,-1,unknown,1,60.0
568,arieltaylor,-1,unknown,1,120.0
569,armstrongcaitlin,-1,unknown,1,57.0
570,armstrongtaylor,-1,unknown,1,43.0
571,arobles,1,unknown,1,136.0
572,arodriguez,1,unknown,1,72.0
573,arodriguez,1,unknown,1,119.0
574,arojas,0,unknown,1,99.0
575,arthur30,-1,unknown,1,179.0
576,arthur56,-1,unknown,1,68.0
577,arthur78,-1,unknown,1,178.0
578,aschmidt,-1,unknown,1,142.0
579,aschultz,1,unknown,1,65.0
580,asherman,-1,unknown,1,32.0
581,ashlee82,-1,unknown,1,83.0
582,ashlee96,-1,unknown,1,14.0
583,ashleecook,-1,unknown,1,59.0
584,ashleeglenn,-1,unknown,1,164.0
585,ashleesmith,-1,unknown,1,90.0
586,ashley00,1,unknown,1,124.0
587,ashley01,-1,unknown,1,90.0
588,ashley06,0,unknown,1,93.0
589,ashley06,0,unknown,1,166.0
590,ashley07,0,unknown,1,87.0
591,ashley29,0,unknown,1,155.0
592,ashley32,0,unknown,1,130.0
593,ashley32,0,unknown,1,23.0
594,ashley49,-1,unknown,1,164.0
595,ashley70,0,unknown,1,113.0
596,ashley74,1,unknown,1,72.0
597,ashley76,-1,unknown,1,30.0
598,ashley87,0,unknown,1,167.0
599,ashley87,0,unknown,1,149.0
600,ashley95,0,unknown,1,92.0
601,ashleybaker,-1,unknown,1,96.0
602,ashleycollins,-1,unknown,1,126.0
603,ashleydelgado,-1,unknown,1,22.0
604,ashleydiaz,-1,unknown,1,68.0
605,ashleydickerson,-1,unknown,1,121.0
606,ashleygates,-1,unknown,1,98.0
607,ashleyhansen,-1,unknown,1,102.0
608,ashleyhayden,-1,unknown,1,120.0
609,ashleyjohnson,1,unknown,1,17.0
610,ashleymartinez,-1,unknown,1,132.0
611,ashleymitchell,-1,unknown,1,66.0
612,ashleymoore,1,unknown,1,59.0
613,ashleynicholson,-1,unknown,1,53.0
614,ashleypayne,-1,unknown,1,94.0
615,ashleyreyes,-1,unknown,1,153.0
616,ashleyroman,-1,unknown,1,73.0
617,ashleyrowe,-1,unknown,1,43.0
618,ashleysalazar,-1,unknown,1,86.0
619,ashleysharp,-1,unknown,1,146.0
620,ashleysmith,0,unknown,1,79.0
621,ashleysolomon,-1,unknown,1,94.0
622,ashleywebb,-1,unknown,1,92.0
623,ashleyyoder,-1,unknown,1,45.0
624,asimpson,1,unknown,1,88.0
625,asnyder,1,unknown,1,132.0
626,asnyder,1,unknown,1,104.0
627,astephenson,-1,unknown,1,107.0
628,astewart,0,unknown,1,37.0
629,ataylor,1,unknown,1,84.0
630,ataylor,1,unknown,1,59.0
631,athomas,1,unknown,1,134.0
632,athomas,1,unknown,1,104.0
633,athomas,1,unknown,1,87.0
634,atkinskeith,-1,unknown,1,148.0
635,atkinsonjasmine,-1,unknown,1,172.0
636,audreymooney,-1,unknown,1,125.0
637,austin40,-1,unknown,1,149.0
638,austin56,-1,unknown,1,130.0
639,austin58,-1,unknown,1,90.0
640,austin67,-1,unknown,1,48.0
641,austin70,1,unknown,1,110.0
642,austin87,-1,unknown,1,59.0
643,austincasey,-1,unknown,1,148.0
644,austinmyers,-1,unknown,1,185.0
645,autumn02,-1,unknown,1,83.0
646,autumn22,-1,unknown,1,131.0
647,autumnnolan,-1,unknown,1,47.0
648,averycynthia,-1,unknown,1,63.0
649,avilaaustin,-1,unknown,1,36.0
650,avilabrandon,-1,unknown,1,75.0
651,avilacindy,-1,unknown,1,69.0
652,avilataylor,-1,unknown,1,69.0
653,awalker,0,unknown,1,114.0
654,awalsh,-1,unknown,1,177.0
655,awhite,0,unknown,1,140.0
656,awhite,0,unknown,1,143.0
657,awilliams,1,unknown,1,192.0
658,awilliams,1,unknown,1,96.0
659,awilliams,1,unknown,1,22.0
660,awilliams,1,unknown,1,81.0
661,awilliams,1,unknown,1,140.0
662,awilson,-1,unknown,1,31.0
663,awood,0,unknown,1,79.0
664,awoods,-1,unknown,1,79.0
665,awoods,-1,unknown,1,111.0
666,ayoung,0,unknown,1,38.0
667,bailey54,-1,unknown,1,106.0
668,bailey95,-1,unknown,1,165.0
669,baileyadam,-1,unknown,1,75.0
670,baileyjeffrey,-1,unknown,1,109.0
671,baileymark,-1,unknown,1,53.0
672,baileymichael,0,unknown,1,95.0
673,bairdcorey,-1,unknown,1,141.0
674,bairdcory,-1,unknown,1,56.0
675,bairdmary,-1,unknown,1,67.0
676,bairdscott,-1,unknown,1,57.0
677,bakeraimee,-1,unknown,1,53.0
678,bakeralicia,-1,unknown,1,165.0
679,bakerdaniel,1,unknown,1,40.0
680,bakerdaniel,1,unknown,1,119.0
681,bakerdavid,-1,unknown,1,76.0
682,bakerjoshua,-1,unknown,1,66.0
683,bakerkathryn,-1,unknown,1,113.0
684,bakerreginald,-1,unknown,1,131.0
