LocationID,zone,borough,total_pickups,avg_fare,avg_trip_distance,PT_P,CA_P,WFH_P,is_top_10_pct,ncr_avg_ride_distance,ncr_cancellation_rate
97,Fort Greene,Brooklyn,8697,24.156858686903533,15.407295619179028,45.51,3.14,41.26,False,24.63701166666667,0.25
61,Crown Heights North,Brooklyn,8646,28.222153597039092,39.29804071246819,44.9,24.58,18.92,False,24.63701166666667,0.25
146,Long Island City/Queens Plaza,Queens,8407,19.970673248483408,3.1399762103009397,56.87,14.52,23.91,False,24.63701166666667,0.25
25,Boerum Hill,Brooklyn,8274,24.999757070340827,33.787165820642976,45.64,4.36,24.84,False,24.63701166666667,0.25
256,Williamsburg (South Side),Brooklyn,7700,25.31033246753247,12.957199999999998,53.03,6.88,27.17,False,24.63701166666667,0.25
181,Park Slope,Brooklyn,7395,26.291755240027044,10.406081135902637,45.35,14.78,30.14,False,24.63701166666667,0.25
66,DUMBO/Vinegar Hill,Brooklyn,6603,25.57638800545207,10.508182644252612,36.74,3.48,37.4,False,24.63701166666667,0.25
76,East New York,Brooklyn,6477,31.195962637023314,21.824922031804846,55.72,27.33,6.04,False,24.63701166666667,0.25
10,Baisley Park,Queens,6031,52.90698060023213,20.955755264466923,34.63,55.39,6.68,False,24.63701166666667,0.25
129,Jackson Heights,Queens,5871,26.985247828308637,17.76404019758133,66.22,9.9,10.46,False,24.63701166666667,0.25
12,Battery Park,Manhattan,5870,24.338580919931857,4.420243611584327,38.35,0.89,27.08,False,24.63701166666667,0.25
80,East Williamsburg,Brooklyn,5721,27.16322496067121,19.392863135815414,22.39,24.11,11.14,False,24.63701166666667,0.25
188,Prospect-Lefferts Gardens,Brooklyn,5420,28.669579335793358,5.543612546125462,60.84,19.07,12.47,False,24.63701166666667,0.25
112,Greenpoint,Brooklyn,5378,24.76800483451097,11.248992190405357,52.85,3.56,32.86,False,24.63701166666667,0.25
39,Canarsie,Brooklyn,5073,32.57419869899468,20.164837374334713,49.57,31.45,14.44,False,24.63701166666667,0.25
168,Mott Haven/Port Morris,Bronx,4999,25.728579715943187,9.088829765953191,77.75,2.36,10.47,False,24.63701166666667,0.25
216,South Ozone Park,Queens,4928,46.52519480519481,12.775062905844155,49.85,30.86,5.81,False,24.63701166666667,0.25
89,Flatbush/Ditmas Park,Brooklyn,4890,29.28121881390593,10.95521063394683,32.52,35.87,4.86,False,24.63701166666667,0.25
130,Jamaica,Queens,4808,35.872086106489185,7.9838040765391005,42.93,27.75,9.73,False,24.63701166666667,0.25
260,Woodside,Queens,4739,25.69769360624604,3.858522895125554,36.24,36.16,9.64,False,24.63701166666667,0.25
225,Stuyvesant Heights,Brooklyn,4391,27.977023457071283,26.994199498975178,58.46,9.05,14.6,False,24.63701166666667,0.25
17,Bedford,Brooklyn,4359,27.323214039917413,11.115613672860748,43.01,10.21,28.81,False,24.63701166666667,0.25
49,Clinton Hill,Brooklyn,4351,27.47517811997242,18.97788784187543,43.01,10.21,28.81,False,24.63701166666667,0.25
37,Bushwick South,Brooklyn,4347,27.667724867724868,33.27730158730159,41.6,28.08,7.99,False,24.63701166666667,0.25
243,Washington Heights North,Manhattan,4341,27.698385164708593,19.952165399677494,63.74,6.37,8.11,False,24.63701166666667,0.25
223,Steinway,Queens,4111,32.85876185842861,16.130900024324983,41.1,40.27,7.47,False,24.63701166666667,0.25
35,Brownsville,Brooklyn,3985,29.163314930991216,10.613723964868257,50.73,28.15,2.83,False,24.63701166666667,0.25
52,Cobble Hill,Brooklyn,3762,24.134316852737907,16.19955874534822,45.55,4.5,26.76,False,24.63701166666667,0.25
179,Old Astoria,Queens,3705,22.548836707152496,20.87302564102564,60.66,10.25,19.94,False,24.63701166666667,0.25
72,East Flatbush/Remsen Village,Brooklyn,3655,28.513715458276334,19.706560875513,78.34,15.67,1.16,False,24.63701166666667,0.25
95,Forest Hills,Queens,3630,29.126829201101927,16.201884297520664,53.87,13.47,16.13,False,24.63701166666667,0.25
215,South Jamaica,Queens,3530,45.6755552407932,9.939303116147308,53.04,32.32,8.21,False,24.63701166666667,0.25
91,Flatlands,Brooklyn,3408,29.067098004694834,5.960774647887324,27.18,31.29,14.74,False,24.63701166666667,0.25
82,Elmhurst,Queens,3364,29.43753864447087,13.744075505350773,45.48,25.94,25.18,False,24.63701166666667,0.25
197,Richmond Hill,Queens,3320,36.065656626506026,6.986090361445783,49.85,30.86,5.81,False,24.63701166666667,0.25
62,Crown Heights South,Brooklyn,2942,27.78014615907546,28.933014955812375,66.78,12.57,13.3,False,24.63701166666667,0.25
93,Flushing Meadows-Corona Park,Queens,2913,51.963079299691046,8.26050120151047,57.92,12.73,24.03,False,24.63701166666667,0.25
71,East Flatbush/Farragut,Brooklyn,2904,27.467823691460055,21.63259297520661,46.93,44.68,6.15,False,24.63701166666667,0.25
40,Carroll Gardens,Brooklyn,2870,24.287463414634146,60.066512195121945,45.64,4.36,24.84,False,24.63701166666667,0.25
177,Ocean Hill,Brooklyn,2828,29.610374823196604,55.9483981612447,75.46,8.11,9.8,False,24.63701166666667,0.25
189,Prospect Heights,Brooklyn,2604,26.499231950844855,4.832718894009217,50.47,7.12,26.75,False,24.63701166666667,0.25
247,West Concourse,Bronx,2554,27.212149569303055,5.505716523101018,62.93,3.83,12.14,False,24.63701166666667,0.25
51,Co-Op City,Bronx,2515,39.90792842942346,9.662902584493041,30.0,0.0,0.0,False,24.63701166666667,0.25
219,Springfield Gardens South,Queens,2508,53.27737240829346,11.779258373205742,39.24,39.24,12.81,False,24.63701166666667,0.25
195,Red Hook,Brooklyn,2436,41.87055418719212,37.105279146141214,0.0,15.38,84.62,False,24.63701166666667,0.25
69,East Concourse/Concourse Village,Bronx,2406,29.394717373233583,5.927863674147964,62.93,3.83,12.14,False,24.63701166666667,0.25
36,Bushwick North,Brooklyn,2387,27.200573942186843,5.057410976120653,57.7,23.53,11.25,False,24.63701166666667,0.25
14,Bay Ridge,Brooklyn,2374,34.69438079191239,61.00885846672283,45.96,30.09,19.86,False,24.63701166666667,0.25
157,Maspeth,Queens,2296,35.11136759581881,5.407290940766551,27.7,43.99,14.34,False,24.63701166666667,0.25
28,Briarwood/Jamaica Hills,Queens,2271,37.31831351827389,7.6764068692206076,42.93,27.75,9.73,False,24.63701166666667,0.25
213,Soundview/Castle Hill,Bronx,2177,31.93315571887919,31.909333945796966,35.51,46.82,1.52,False,24.63701166666667,0.25
159,Melrose South,Bronx,2155,26.73771693735499,5.131930394431555,62.93,3.83,12.14,False,24.63701166666667,0.25
205,Saint Albans,Queens,2100,37.92022857142857,45.967085714285716,32.74,47.79,7.07,False,24.63701166666667,0.25
134,Kew Gardens,Queens,2037,45.087290132547864,5.526455571919489,55.08,23.05,3.9,False,24.63701166666667,0.25
218,Springfield Gardens North,Queens,2015,36.07660545905707,8.435305210918115,37.42,42.29,5.7,False,24.63701166666667,0.25
127,Inwood,Manhattan,1967,30.460584646670057,95.03042196237925,61.73,7.07,18.17,False,24.63701166666667,0.25
222,Starrett City,Brooklyn,1943,35.07792074112197,7.866114256304684,69.85,14.12,0.0,False,24.63701166666667,0.25
55,Coney Island,Brooklyn,1929,41.355956454121305,10.547019180922758,41.97,23.08,9.52,False,24.63701166666667,0.25
85,Erasmus,Brooklyn,1826,28.926128148959474,5.5770810514786415,56.52,12.51,22.21,False,24.63701166666667,0.25
191,Queens Village,Queens,1811,38.73050248481502,36.41771397018222,33.52,47.0,17.07,False,24.63701166666667,0.25
228,Sunset Park West,Brooklyn,1795,32.08541504178273,6.8406685236768805,39.16,26.77,9.51,False,24.63701166666667,0.25
182,Parkchester,Bronx,1720,34.60994186046511,7.938587209302326,48.17,23.44,9.31,False,24.63701166666667,0.25
165,Midwood,Brooklyn,1698,28.16070082449941,5.727862190812721,35.93,37.88,11.21,False,24.63701166666667,0.25
235,University Heights/Morris Heights,Bronx,1684,32.87773159144893,7.269685273159145,79.03,10.24,2.8,False,24.63701166666667,0.25
167,Morrisania/Melrose,Bronx,1658,28.890174909529556,49.84382991556091,54.4,10.39,28.12,False,24.63701166666667,0.25
56,Corona,Queens,1595,34.99443887147335,6.524739811912225,54.64,14.69,18.04,False,24.63701166666667,0.25
254,Williamsbridge/Olinville,Bronx,1575,36.4851619047619,8.253200000000001,57.14,0.0,42.86,False,24.63701166666667,0.25
196,Rego Park,Queens,1574,33.79516518424396,5.787350698856417,15.66,56.31,7.3,False,24.63701166666667,0.25
86,Far Rockaway,Queens,1564,48.66423273657289,13.893868286445011,21.87,53.85,9.65,False,24.63701166666667,0.25
117,Hammels/Arverne,Queens,1553,45.801931745009654,12.2220798454604,48.43,37.38,7.46,False,24.63701166666667,0.25
77,East New York/Pennsylvania Avenue,Brooklyn,1540,30.570084415584414,6.510272727272727,66.09,13.39,12.33,False,24.63701166666667,0.25
198,Ridgewood,Queens,1520,27.383309210526313,4.9706381578947365,58.33,41.67,0.0,False,24.63701166666667,0.25
155,Marine Park/Mill Basin,Brooklyn,1486,32.562631224764466,6.87536339165545,33.72,36.33,9.95,False,24.63701166666667,0.25
92,Flushing,Queens,1467,32.298357191547375,40.43710293115201,31.32,21.91,27.65,False,24.63701166666667,0.25
26,Borough Park,Brooklyn,1433,29.705505931612002,5.731591067690161,51.75,22.69,13.24,False,24.63701166666667,0.25
210,Sheepshead Bay,Brooklyn,1423,37.5243851018974,8.538341531974702,28.24,35.51,21.65,False,24.63701166666667,0.25
169,Mount Hope,Bronx,1412,29.91987252124646,6.471416430594901,55.79,25.73,0.35,False,24.63701166666667,0.25
78,East Tremont,Bronx,1371,30.477031363967907,6.715149525893508,46.98,22.01,4.56,False,24.63701166666667,0.25
119,Highbridge,Bronx,1316,29.616762917933134,53.889437689969604,58.08,8.27,10.46,False,24.63701166666667,0.25
83,Elmhurst/Maspeth,Queens,1304,29.95234662576687,4.635061349693252,55.5,26.29,9.64,False,24.63701166666667,0.25
207,Saint Michaels Cemetery/Woodside,Queens,1268,9.839227129337539,1.1432097791798106,47.02,21.6,14.71,False,24.63701166666667,0.25
106,Gowanus,Brooklyn,1234,26.626458670988658,48.5423095623987,44.54,16.81,27.73,False,24.63701166666667,0.25
63,Cypress Hills,Brooklyn,1185,30.870059071729955,6.501983122362869,56.07,33.01,5.33,False,24.63701166666667,0.25
121,Hillcrest/Pomonok,Queens,1182,30.339001692047376,6.821099830795262,43.49,31.7,14.61,False,24.63701166666667,0.25
29,Brighton Beach,Brooklyn,1178,38.85192699490662,9.277139219015279,41.97,23.08,9.52,False,24.63701166666667,0.25
242,Van Nest/Morris Park,Bronx,1159,30.892726488352025,79.98935289042277,35.3,35.3,7.19,False,24.63701166666667,0.25
258,Woodhaven,Queens,1158,31.455103626943007,6.408238341968912,41.71,37.13,13.48,False,24.63701166666667,0.25
241,Van Cortlandt Village,Bronx,1156,34.783927335640136,7.781747404844292,56.44,10.69,9.19,False,24.63701166666667,0.25
47,Claremont/Bathgate,Bronx,1127,31.43200532386868,6.651188997338066,19.75,5.04,15.74,False,24.63701166666667,0.25
133,Kensington,Brooklyn,1099,29.3533212010919,77.3564695177434,25.78,22.48,8.23,False,24.63701166666667,0.25
22,Bensonhurst West,Brooklyn,1089,33.36708907254362,7.417979797979799,41.64,27.78,12.29,False,24.63701166666667,0.25
123,Homecrest,Brooklyn,1076,30.254172862453533,59.37309479553904,31.27,30.5,19.27,False,24.63701166666667,0.25
131,Jamaica Estates,Queens,1047,31.705214899713468,7.5463801337153775,54.11,21.34,8.95,False,24.63701166666667,0.25
220,Spuyten Duyvil/Kingsbridge,Bronx,1026,34.77425925925926,7.758567251461988,58.17,17.94,13.76,False,24.63701166666667,0.25
217,South Williamsburg,Brooklyn,1011,26.147952522255196,43.18304648862512,22.39,24.11,11.14,False,24.63701166666667,0.25
248,West Farms/Bronx River,Bronx,1005,29.761243781094528,105.54070646766169,55.99,21.35,2.79,False,24.63701166666667,0.25
203,Rosedale,Queens,1000,42.50007,10.01493,16.86,46.31,26.17,False,24.63701166666667,0.25
18,Bedford Park,Bronx,996,35.08792168674699,7.740190763052208,19.75,5.04,15.74,False,24.63701166666667,0.25
212,Soundview/Bruckner,Bronx,979,30.147548518896834,6.647946884576098,39.63,37.49,12.64,False,24.63701166666667,0.25
202,Roosevelt Island,Manhattan,977,28.679938587512794,88.95037871033777,14.44,6.54,40.64,False,24.63701166666667,0.25
139,Laurelton,Queens,969,41.086305469556244,10.484757481940145,32.34,51.34,10.39,False,24.63701166666667,0.25
124,Howard Beach,Queens,963,40.52293873312564,7.995898234683281,53.09,29.37,13.94,False,24.63701166666667,0.25
250,Westchester Village/Unionport,Bronx,923,29.0348429035753,102.5156338028169,0.0,0.0,0.0,False,24.63701166666667,0.25
126,Hunts Point,Bronx,909,30.014400440044003,6.176138613861386,71.99,13.69,6.35,False,24.63701166666667,0.25
208,Schuylerville/Edgewater Park,Bronx,889,33.09455568053993,87.4182564679415,17.83,54.96,14.16,False,24.63701166666667,0.25
135,Kew Gardens Hills,Queens,886,32.656997742663656,6.787291196388262,38.03,38.88,15.56,False,24.63701166666667,0.25
174,Norwood,Bronx,882,36.671190476190475,71.24602040816328,57.14,0.0,42.86,False,24.63701166666667,0.25
259,Woodlawn/Wakefield,Bronx,854,38.73466042154567,9.015035128805621,52.04,28.34,10.08,False,24.63701166666667,0.25
32,Bronxdale,Bronx,844,33.955438388625595,7.9798459715639805,55.03,23.05,3.51,False,24.63701166666667,0.25
38,Cambria Heights,Queens,839,43.28119189511323,10.653230035756852,29.37,51.61,10.7,False,24.63701166666667,0.25
147,Longwood,Bronx,831,29.288194945848378,65.4526714801444,71.99,13.69,6.35,False,24.63701166666667,0.25
81,Eastchester,Bronx,828,37.862004830917876,8.867210144927537,30.0,0.0,0.0,False,24.63701166666667,0.25
160,Middle Village,Queens,820,33.518012195121955,5.856024390243902,29.87,48.37,10.88,False,24.63701166666667,0.25
149,Madison,Brooklyn,805,31.154993788819876,6.749428571428571,50.25,20.8,13.36,False,24.63701166666667,0.25
21,Bensonhurst East,Brooklyn,803,34.04455790784558,7.392415940224159,39.99,29.38,16.79,False,24.63701166666667,0.25
108,Gravesend,Brooklyn,803,37.61920298879203,9.087260273972602,55.57,16.16,12.56,False,24.63701166666667,0.25
136,Kingsbridge Heights,Bronx,799,33.43081351689612,6.825644555694618,51.9,17.11,5.5,False,24.63701166666667,0.25
60,Crotona Park East,Bronx,787,31.436836086404067,7.201918678526048,73.45,6.85,5.44,False,24.63701166666667,0.25
20,Belmont,Bronx,736,33.17451086956522,7.005801630434783,58.85,23.44,5.45,False,24.63701166666667,0.25
185,Pelham Parkway,Bronx,733,31.694583901773534,6.526180081855388,0.0,0.0,0.0,False,24.63701166666667,0.25
3,Allerton/Pelham Gardens,Bronx,692,35.28757225433526,7.889089595375722,0.0,0.0,0.0,False,24.63701166666667,0.25
194,Randalls Island,Manhattan,690,46.27811594202899,6.411753623188405,61.41,9.81,16.57,False,24.63701166666667,0.25
180,Ozone Park,Queens,687,33.349243085880644,6.1014992721979615,17.17,57.58,6.34,False,24.63701166666667,0.25
34,Brooklyn Navy Yard,Brooklyn,687,25.96694323144105,4.657379912663755,42.34,11.74,32.1,False,24.63701166666667,0.25
19,Bellerose,Queens,674,35.9986646884273,87.06528189910979,33.88,37.74,5.65,False,24.63701166666667,0.25
102,Glendale,Queens,660,27.446454545454547,5.168439393939394,58.33,41.67,0.0,False,24.63701166666667,0.25
227,Sunset Park East,Brooklyn,655,33.3422748091603,6.824167938931297,42.67,12.36,21.54,False,24.63701166666667,0.25
257,Windsor Terrace,Brooklyn,641,29.820577223088925,5.673962558502341,39.32,27.93,25.15,False,24.63701166666667,0.25
200,Riverdale/North Riverdale/Fieldston,Bronx,638,37.03876175548589,9.007460815047022,35.9,36.0,19.01,False,24.63701166666667,0.25
173,North Corona,Queens,609,27.051954022988504,5.4278325123152715,61.67,14.06,2.58,False,24.63701166666667,0.25
122,Hollis,Queens,587,33.093168654173766,133.4724361158433,44.52,32.4,14.45,False,24.63701166666667,0.25
54,Columbia Street,Brooklyn,564,28.152322695035462,76.13734042553192,29.0,23.79,35.56,False,24.63701166666667,0.25
94,Fordham South,Bronx,550,32.16821818181818,117.86183636363637,19.75,5.04,15.74,False,24.63701166666667,0.25
67,Dyker Heights,Brooklyn,531,31.790338983050844,6.831996233521657,48.78,18.53,21.75,False,24.63701166666667,0.25
150,Manhattan Beach,Brooklyn,520,35.68996153846154,7.617096153846154,61.5,21.79,7.49,False,24.63701166666667,0.25
252,Whitestone,Queens,475,34.142526315789475,7.533726315789473,14.77,59.33,11.68,False,24.63701166666667,0.25
171,Murray Hill-Queens,Queens,462,32.064199134199136,6.65034632034632,17.15,56.31,10.69,False,24.63701166666667,0.25
201,Rockaway Park,Queens,453,42.145562913907284,10.439116997792494,0.0,100.0,0.0,False,24.63701166666667,0.25
16,Bayside,Queens,447,34.718881431767336,7.76255033557047,19.26,37.76,11.65,False,24.63701166666667,0.25
190,Prospect Park,Brooklyn,443,26.838148984198643,4.351060948081264,45.24,9.46,30.97,False,24.63701166666667,0.25
11,Bath Beach,Brooklyn,437,37.54267734553776,8.84086956521739,45.18,22.73,12.89,False,24.63701166666667,0.25
98,Fresh Meadows,Queens,436,33.791215596330275,7.422981651376147,19.28,47.61,19.97,False,24.63701166666667,0.25
175,Oakland Gardens,Queens,401,34.63152119700748,7.938528678304239,26.66,35.76,15.27,False,24.63701166666667,0.25
53,College Point,Queens,389,32.16048843187661,7.367609254498714,40.26,13.3,7.93,False,24.63701166666667,0.25
178,Ocean Parkway South,Brooklyn,383,29.176605744125325,219.17804177545693,37.06,29.37,19.29,False,24.63701166666667,0.25
183,Pelham Bay,Bronx,382,33.83934554973822,8.221413612565446,35.3,35.3,7.19,False,24.63701166666667,0.25
192,Queensboro Hill,Queens,378,30.41523809523809,6.306481481481481,42.81,31.2,5.74,False,24.63701166666667,0.25
101,Glen Oaks,Queens,355,40.4547323943662,9.35943661971831,8.16,62.35,13.9,False,24.63701166666667,0.25
9,Auburndale,Queens,329,30.199088145896656,6.484650455927051,19.26,37.76,11.65,False,24.63701166666667,0.25
154,Marine Park/Floyd Bennett Field,Brooklyn,298,26.30946308724832,6.537046979865772,0.0,69.23,30.77,False,24.63701166666667,0.25
64,Douglaston,Queens,298,41.80926174496644,8.334664429530202,18.03,60.04,15.78,False,24.63701166666667,0.25
15,Bay Terrace/Fort Totten,Queens,294,39.175170068027214,8.97952380952381,26.39,53.8,11.36,False,24.63701166666667,0.25
153,Marble Hill,Manhattan,279,29.428637992831543,5.872329749103942,57.52,16.89,11.1,False,24.63701166666667,0.25
73,East Flushing,Queens,212,33.85297169811321,7.494103773584905,36.62,33.57,15.33,False,24.63701166666667,0.25
128,Inwood Hill Park,Manhattan,173,31.845953757225434,6.624739884393064,66.43,5.37,17.19,False,24.63701166666667,0.25
6,Arrochar/Fort Wadsworth,Staten Island,167,14.288922155688622,6.814610778443114,51.36,22.58,2.04,False,24.63701166666667,0.25
31,Bronx Park,Bronx,115,37.67269565217391,6.808260869565218,76.94,11.7,4.47,False,24.63701166666667,0.25
240,Van Cortlandt Park,Bronx,107,36.15822429906542,7.114018691588785,57.14,0.0,42.86,False,24.63701166666667,0.25
120,Highbridge Park,Manhattan,92,30.210760869565217,5.030760869565217,55.62,7.23,27.78,False,24.63701166666667,0.25
