scene_col,monitor_col,count,missing,missing_per,special_per,unique,psi,bin_point_rate,dt_col
SCENE_000004,cro_general_reg,355086,0,0.0,0.0,348769,0.0,"{ [-inf, 0.14949) : 0.1, [0.14949, 0.18563) : 0.1, [0.18563, 0.21134) : 0.1, [0.21134, 0.23297) : 0.1, [0.23297, 0.25307) : 0.1, [0.25307, 0.27359) : 0.1, [0.27359, 0.29640) : 0.1, [0.29640, 0.32525) : 0.1, [0.32525, 0.36873) : 0.1, [0.36873, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000004,cro_sceneid,355086,0,0.0,0.0,348252,0.0,"{ [-inf, 0.15445) : 0.1, [0.15445, 0.17149) : 0.1, [0.17149, 0.18342) : 0.1, [0.18342, 0.19350) : 0.1, [0.19350, 0.20287) : 0.1, [0.20287, 0.21255) : 0.1, [0.21255, 0.22354) : 0.1, [0.22354, 0.23760) : 0.1, [0.23760, 0.26093) : 0.1, [0.26093, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000005,cro_general,1557320,0,0.0,0.0,1447839,0.0,"{ [-inf, 0.12738) : 0.1, [0.12738, 0.14726) : 0.1, [0.14726, 0.16110) : 0.1, [0.16110, 0.17259) : 0.1, [0.17259, 0.18341) : 0.1, [0.18341, 0.19438) : 0.1, [0.19438, 0.20669) : 0.1, [0.20669, 0.22239) : 0.1, [0.22239, 0.24880) : 0.1, [0.24880, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000005,cro_general_mle,1557320,0,0.0,0.0,1448128,0.0,"{ [-inf, 0.11303) : 0.1, [0.11303, 0.13554) : 0.1, [0.13554, 0.15127) : 0.1, [0.15127, 0.16453) : 0.1, [0.16453, 0.17688) : 0.1, [0.17688, 0.18946) : 0.1, [0.18946, 0.20346) : 0.1, [0.20346, 0.22125) : 0.1, [0.22125, 0.25069) : 0.1, [0.25069, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000005,cro_general_reg,1557320,0,0.0,0.0,1448261,0.0,"{ [-inf, 0.15442) : 0.1, [0.15442, 0.18809) : 0.1, [0.18809, 0.21081) : 0.1, [0.21081, 0.22936) : 0.1, [0.22936, 0.24640) : 0.1, [0.24640, 0.26338) : 0.1, [0.26338, 0.28177) : 0.1, [0.28177, 0.30447) : 0.1, [0.30447, 0.33982) : 0.1, [0.33982, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000005,cro_sceneid,1557320,0,0.0,0.0,1447811,0.0,"{ [-inf, 0.14228) : 0.1, [0.14228, 0.16009) : 0.1, [0.16009, 0.17206) : 0.1, [0.17206, 0.18174) : 0.1, [0.18174, 0.19040) : 0.1, [0.19040, 0.19886) : 0.1, [0.19886, 0.20798) : 0.1, [0.20798, 0.21910) : 0.1, [0.21910, 0.23683) : 0.1, [0.23683, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000006,cro_general,395261,0,0.0,0.0,391969,0.0,"{ [-inf, 0.11304) : 0.1, [0.11304, 0.13556) : 0.1, [0.13556, 0.15243) : 0.1, [0.15243, 0.16692) : 0.1, [0.16692, 0.18048) : 0.1, [0.18048, 0.19437) : 0.1, [0.19437, 0.21007) : 0.1, [0.21007, 0.23019) : 0.1, [0.23019, 0.26387) : 0.1, [0.26387, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000006,cro_general_mle,395261,0,0.0,0.0,392125,0.0,"{ [-inf, 0.09710) : 0.1, [0.09710, 0.12236) : 0.1, [0.12236, 0.14143) : 0.1, [0.14143, 0.15812) : 0.1, [0.15812, 0.17371) : 0.1, [0.17371, 0.18953) : 0.1, [0.18953, 0.20717) : 0.1, [0.20717, 0.22974) : 0.1, [0.22974, 0.26682) : 0.1, [0.26682, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000006,cro_general_reg,395261,0,0.0,0.0,392278,0.0,"{ [-inf, 0.13457) : 0.1, [0.13457, 0.17322) : 0.1, [0.17322, 0.20041) : 0.1, [0.20041, 0.22327) : 0.1, [0.22327, 0.24435) : 0.1, [0.24435, 0.26555) : 0.1, [0.26555, 0.28870) : 0.1, [0.28870, 0.31775) : 0.1, [0.31775, 0.36124) : 0.1, [0.36124, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000006,cro_sceneid,395261,0,0.0,0.0,391976,0.0,"{ [-inf, 0.13888) : 0.1, [0.13888, 0.15715) : 0.1, [0.15715, 0.17041) : 0.1, [0.17041, 0.18174) : 0.1, [0.18174, 0.19203) : 0.1, [0.19203, 0.20225) : 0.1, [0.20225, 0.21342) : 0.1, [0.21342, 0.22695) : 0.1, [0.22695, 0.24830) : 0.1, [0.24830, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000007,cro_general,1000000,0,0.0,0.0,810025,0.0,"{ [-inf, 0.12369) : 0.1, [0.12369, 0.14507) : 0.1, [0.14507, 0.16082) : 0.1, [0.16082, 0.17437) : 0.1, [0.17437, 0.18709) : 0.1, [0.18709, 0.19984) : 0.1, [0.19984, 0.21413) : 0.1, [0.21413, 0.23234) : 0.1, [0.23234, 0.26288) : 0.1, [0.26288, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000007,cro_general_mle,1000000,0,0.0,0.0,810231,0.0,"{ [-inf, 0.10567) : 0.1, [0.10567, 0.13005) : 0.1, [0.13005, 0.14819) : 0.1, [0.14819, 0.16379) : 0.1, [0.16379, 0.17850) : 0.1, [0.17850, 0.19331) : 0.1, [0.19331, 0.20971) : 0.1, [0.20971, 0.23052) : 0.1, [0.23052, 0.26477) : 0.1, [0.26477, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000007,cro_general_reg,1000000,0,0.0,0.0,810353,0.0,"{ [-inf, 0.15836) : 0.1, [0.15836, 0.19349) : 0.1, [0.19349, 0.21814) : 0.1, [0.21814, 0.23861) : 0.1, [0.23861, 0.25746) : 0.1, [0.25746, 0.27630) : 0.1, [0.27630, 0.29671) : 0.1, [0.29671, 0.32176) : 0.1, [0.32176, 0.35785) : 0.1, [0.35785, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000007,cro_sceneid,1000000,0,0.0,0.0,809998,0.0,"{ [-inf, 0.15296) : 0.1, [0.15296, 0.16959) : 0.1, [0.16959, 0.18123) : 0.1, [0.18123, 0.19092) : 0.1, [0.19092, 0.19966) : 0.1, [0.19966, 0.20844) : 0.1, [0.20844, 0.21790) : 0.1, [0.21790, 0.22963) : 0.1, [0.22963, 0.24833) : 0.1, [0.24833, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000008,cro_general,630087,0,0.0,0.0,629648,0.0,"{ [-inf, 0.10766) : 0.1, [0.10766, 0.12954) : 0.1, [0.12954, 0.14574) : 0.1, [0.14574, 0.15944) : 0.1, [0.15944, 0.17208) : 0.1, [0.17208, 0.18480) : 0.1, [0.18480, 0.19858) : 0.1, [0.19858, 0.21566) : 0.1, [0.21566, 0.24250) : 0.1, [0.24250, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000008,cro_general_mle,630087,0,0.0,0.0,629697,0.0,"{ [-inf, 0.08931) : 0.1, [0.08931, 0.11371) : 0.1, [0.11371, 0.13209) : 0.1, [0.13209, 0.14803) : 0.1, [0.14803, 0.16291) : 0.1, [0.16291, 0.17763) : 0.1, [0.17763, 0.19363) : 0.1, [0.19363, 0.21315) : 0.1, [0.21315, 0.24325) : 0.1, [0.24325, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000008,cro_general_reg,630087,0,0.0,0.0,629748,0.0,"{ [-inf, 0.12865) : 0.1, [0.12865, 0.16617) : 0.1, [0.16617, 0.19229) : 0.1, [0.19229, 0.21379) : 0.1, [0.21379, 0.23335) : 0.1, [0.23335, 0.25278) : 0.1, [0.25278, 0.27340) : 0.1, [0.27340, 0.29781) : 0.1, [0.29781, 0.33381) : 0.1, [0.33381, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000008,cro_sceneid,630087,0,0.0,0.0,629649,0.0,"{ [-inf, 0.13267) : 0.1, [0.13267, 0.15092) : 0.1, [0.15092, 0.16387) : 0.1, [0.16387, 0.17459) : 0.1, [0.17459, 0.18450) : 0.1, [0.18450, 0.19414) : 0.1, [0.19414, 0.20435) : 0.1, [0.20435, 0.21642) : 0.1, [0.21642, 0.23454) : 0.1, [0.23454, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000009,cro_general,827418,0,0.0,0.0,821451,0.0,"{ [-inf, 0.11509) : 0.1, [0.11509, 0.13774) : 0.1, [0.13774, 0.15470) : 0.1, [0.15470, 0.16914) : 0.1, [0.16914, 0.18264) : 0.1, [0.18264, 0.19621) : 0.1, [0.19621, 0.21130) : 0.1, [0.21130, 0.23035) : 0.1, [0.23035, 0.26173) : 0.1, [0.26173, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000009,cro_general_mle,827418,0,0.0,0.0,821656,0.0,"{ [-inf, 0.09819) : 0.1, [0.09819, 0.12348) : 0.1, [0.12348, 0.14268) : 0.1, [0.14268, 0.15910) : 0.1, [0.15910, 0.17455) : 0.1, [0.17455, 0.19006) : 0.1, [0.19006, 0.20716) : 0.1, [0.20716, 0.22872) : 0.1, [0.22872, 0.26388) : 0.1, [0.26388, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000009,cro_general_reg,827418,0,0.0,0.0,821790,0.0,"{ [-inf, 0.14041) : 0.1, [0.14041, 0.17829) : 0.1, [0.17829, 0.20489) : 0.1, [0.20489, 0.22712) : 0.1, [0.22712, 0.24731) : 0.1, [0.24731, 0.26751) : 0.1, [0.26751, 0.28932) : 0.1, [0.28932, 0.31593) : 0.1, [0.31593, 0.35568) : 0.1, [0.35568, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000009,cro_sceneid,827418,0,0.0,0.0,821447,0.0,"{ [-inf, 0.14719) : 0.1, [0.14719, 0.16489) : 0.1, [0.16489, 0.17740) : 0.1, [0.17740, 0.18771) : 0.1, [0.18771, 0.19707) : 0.1, [0.19707, 0.20626) : 0.1, [0.20626, 0.21617) : 0.1, [0.21617, 0.22840) : 0.1, [0.22840, 0.24792) : 0.1, [0.24792, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000010,cro_general,265350,0,0.0,0.0,263753,0.0,"{ [-inf, 0.12993) : 0.1, [0.12993, 0.15088) : 0.1, [0.15088, 0.16563) : 0.1, [0.16563, 0.17798) : 0.1, [0.17798, 0.18976) : 0.1, [0.18976, 0.20160) : 0.1, [0.20160, 0.21488) : 0.1, [0.21488, 0.23206) : 0.1, [0.23206, 0.26055) : 0.1, [0.26055, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000010,cro_general_mle,265350,0,0.0,0.0,263772,0.0,"{ [-inf, 0.11485) : 0.1, [0.11485, 0.13843) : 0.1, [0.13843, 0.15538) : 0.1, [0.15538, 0.16985) : 0.1, [0.16985, 0.18319) : 0.1, [0.18319, 0.19689) : 0.1, [0.19689, 0.21226) : 0.1, [0.21226, 0.23197) : 0.1, [0.23197, 0.26392) : 0.1, [0.26392, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000010,cro_general_reg,265350,0,0.0,0.0,263806,0.0,"{ [-inf, 0.16423) : 0.1, [0.16423, 0.19865) : 0.1, [0.19865, 0.22211) : 0.1, [0.22211, 0.24142) : 0.1, [0.24142, 0.25908) : 0.1, [0.25908, 0.27682) : 0.1, [0.27682, 0.29603) : 0.1, [0.29603, 0.31952) : 0.1, [0.31952, 0.35382) : 0.1, [0.35382, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000010,cro_sceneid,265350,0,0.0,0.0,263743,0.0,"{ [-inf, 0.14795) : 0.1, [0.14795, 0.16586) : 0.1, [0.16586, 0.17812) : 0.1, [0.17812, 0.18810) : 0.1, [0.18810, 0.19709) : 0.1, [0.19709, 0.20593) : 0.1, [0.20593, 0.21552) : 0.1, [0.21552, 0.22745) : 0.1, [0.22745, 0.24649) : 0.1, [0.24649, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000011,cro_general,335930,0,0.0,0.0,330501,0.0,"{ [-inf, 0.13822) : 0.1, [0.13822, 0.15936) : 0.1, [0.15936, 0.17496) : 0.1, [0.17496, 0.18848) : 0.1, [0.18848, 0.20163) : 0.1, [0.20163, 0.21561) : 0.1, [0.21561, 0.23180) : 0.1, [0.23180, 0.25277) : 0.1, [0.25277, 0.28694) : 0.1, [0.28694, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000011,cro_general_mle,335930,0,0.0,0.0,330594,0.0,"{ [-inf, 0.11990) : 0.1, [0.11990, 0.14405) : 0.1, [0.14405, 0.16165) : 0.1, [0.16165, 0.17708) : 0.1, [0.17708, 0.19190) : 0.1, [0.19190, 0.20764) : 0.1, [0.20764, 0.22592) : 0.1, [0.22592, 0.24929) : 0.1, [0.24929, 0.28656) : 0.1, [0.28656, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000011,cro_general_reg,335930,0,0.0,0.0,330660,0.0,"{ [-inf, 0.18130) : 0.1, [0.18130, 0.21534) : 0.1, [0.21534, 0.23920) : 0.1, [0.23920, 0.25931) : 0.1, [0.25931, 0.27842) : 0.1, [0.27842, 0.29810) : 0.1, [0.29810, 0.31989) : 0.1, [0.31989, 0.34683) : 0.1, [0.34683, 0.38705) : 0.1, [0.38705, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000011,cro_sceneid,335930,0,0.0,0.0,330450,0.0,"{ [-inf, 0.15835) : 0.1, [0.15835, 0.17542) : 0.1, [0.17542, 0.18728) : 0.1, [0.18728, 0.19756) : 0.1, [0.19756, 0.20723) : 0.1, [0.20723, 0.21723) : 0.1, [0.21723, 0.22838) : 0.1, [0.22838, 0.24243) : 0.1, [0.24243, 0.26440) : 0.1, [0.26440, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000012,cro_general,201439,0,0.0,0.0,200698,0.0,"{ [-inf, 0.12772) : 0.1, [0.12772, 0.15112) : 0.1, [0.15112, 0.16792) : 0.1, [0.16792, 0.18216) : 0.1, [0.18216, 0.19558) : 0.1, [0.19558, 0.20949) : 0.1, [0.20949, 0.22541) : 0.1, [0.22541, 0.24601) : 0.1, [0.24601, 0.27974) : 0.1, [0.27974, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000012,cro_general_mle,201439,0,0.0,0.0,200747,0.0,"{ [-inf, 0.10926) : 0.1, [0.10926, 0.13587) : 0.1, [0.13587, 0.15546) : 0.1, [0.15546, 0.17208) : 0.1, [0.17208, 0.18761) : 0.1, [0.18761, 0.20335) : 0.1, [0.20335, 0.22131) : 0.1, [0.22131, 0.24411) : 0.1, [0.24411, 0.28071) : 0.1, [0.28071, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000012,cro_general_reg,201439,0,0.0,0.0,200793,0.0,"{ [-inf, 0.16668) : 0.1, [0.16668, 0.20378) : 0.1, [0.20378, 0.22998) : 0.1, [0.22998, 0.25136) : 0.1, [0.25136, 0.27118) : 0.1, [0.27118, 0.29103) : 0.1, [0.29103, 0.31326) : 0.1, [0.31326, 0.34080) : 0.1, [0.34080, 0.38147) : 0.1, [0.38147, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000012,cro_sceneid,201439,0,0.0,0.0,200687,0.0,"{ [-inf, 0.15264) : 0.1, [0.15264, 0.17109) : 0.1, [0.17109, 0.18399) : 0.1, [0.18399, 0.19473) : 0.1, [0.19473, 0.20449) : 0.1, [0.20449, 0.21425) : 0.1, [0.21425, 0.22514) : 0.1, [0.22514, 0.23846) : 0.1, [0.23846, 0.25961) : 0.1, [0.25961, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000013,cro_general,78323,0,0.0,0.0,78318,0.0,"{ [-inf, 0.12237) : 0.1, [0.12237, 0.14469) : 0.1, [0.14469, 0.16025) : 0.1, [0.16025, 0.17309) : 0.1, [0.17309, 0.18516) : 0.1, [0.18516, 0.19685) : 0.1, [0.19685, 0.20994) : 0.1, [0.20994, 0.22644) : 0.1, [0.22644, 0.25158) : 0.1, [0.25158, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000013,cro_general_mle,78323,0,0.0,0.0,78320,0.0,"{ [-inf, 0.10464) : 0.1, [0.10464, 0.12975) : 0.1, [0.12975, 0.14783) : 0.1, [0.14783, 0.16288) : 0.1, [0.16288, 0.17664) : 0.1, [0.17664, 0.19049) : 0.1, [0.19049, 0.20529) : 0.1, [0.20529, 0.22390) : 0.1, [0.22390, 0.25281) : 0.1, [0.25281, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000013,cro_general_reg,78323,0,0.0,0.0,78322,0.0,"{ [-inf, 0.15110) : 0.1, [0.15110, 0.18816) : 0.1, [0.18816, 0.21305) : 0.1, [0.21305, 0.23304) : 0.1, [0.23304, 0.25122) : 0.1, [0.25122, 0.26894) : 0.1, [0.26894, 0.28788) : 0.1, [0.28788, 0.31101) : 0.1, [0.31101, 0.34425) : 0.1, [0.34425, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000013,cro_sceneid,78323,0,0.0,0.0,78319,0.0,"{ [-inf, 0.13828) : 0.1, [0.13828, 0.15746) : 0.1, [0.15746, 0.17072) : 0.1, [0.17072, 0.18157) : 0.1, [0.18157, 0.19126) : 0.1, [0.19126, 0.20058) : 0.1, [0.20058, 0.21046) : 0.1, [0.21046, 0.22190) : 0.1, [0.22190, 0.23947) : 0.1, [0.23947, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000014,cro_general,76959,0,0.0,0.0,76822,0.0,"{ [-inf, 0.09720) : 0.1, [0.09720, 0.11686) : 0.1, [0.11686, 0.13227) : 0.1, [0.13227, 0.14610) : 0.1, [0.14610, 0.15942) : 0.1, [0.15942, 0.17314) : 0.1, [0.17314, 0.18831) : 0.1, [0.18831, 0.20740) : 0.1, [0.20740, 0.23824) : 0.1, [0.23824, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000014,cro_general_mle,76959,0,0.0,0.0,76822,0.0,"{ [-inf, 0.07737) : 0.1, [0.07737, 0.09890) : 0.1, [0.09890, 0.11579) : 0.1, [0.11579, 0.13107) : 0.1, [0.13107, 0.14604) : 0.1, [0.14604, 0.16136) : 0.1, [0.16136, 0.17901) : 0.1, [0.17901, 0.20072) : 0.1, [0.20072, 0.23457) : 0.1, [0.23457, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000014,cro_general_reg,76959,0,0.0,0.0,76822,0.0,"{ [-inf, 0.11668) : 0.1, [0.11668, 0.15226) : 0.1, [0.15226, 0.17848) : 0.1, [0.17848, 0.20053) : 0.1, [0.20053, 0.22079) : 0.1, [0.22079, 0.24102) : 0.1, [0.24102, 0.26256) : 0.1, [0.26256, 0.28943) : 0.1, [0.28943, 0.32890) : 0.1, [0.32890, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000014,cro_sceneid,76959,0,0.0,0.0,76821,0.0,"{ [-inf, 0.12791) : 0.1, [0.12791, 0.14551) : 0.1, [0.14551, 0.15773) : 0.1, [0.15773, 0.16818) : 0.1, [0.16818, 0.17798) : 0.1, [0.17798, 0.18768) : 0.1, [0.18768, 0.19816) : 0.1, [0.19816, 0.21099) : 0.1, [0.21099, 0.23009) : 0.1, [0.23009, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000015,cro_general,122938,0,0.0,0.0,122302,0.0,"{ [-inf, 0.12650) : 0.1, [0.12650, 0.14705) : 0.1, [0.14705, 0.16139) : 0.1, [0.16139, 0.17343) : 0.1, [0.17343, 0.18469) : 0.1, [0.18469, 0.19629) : 0.1, [0.19629, 0.20931) : 0.1, [0.20931, 0.22587) : 0.1, [0.22587, 0.25260) : 0.1, [0.25260, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000015,cro_general_mle,122938,0,0.0,0.0,122304,0.0,"{ [-inf, 0.10896) : 0.1, [0.10896, 0.13187) : 0.1, [0.13187, 0.14856) : 0.1, [0.14856, 0.16243) : 0.1, [0.16243, 0.17578) : 0.1, [0.17578, 0.18924) : 0.1, [0.18924, 0.20394) : 0.1, [0.20394, 0.22245) : 0.1, [0.22245, 0.25205) : 0.1, [0.25205, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000015,cro_general_reg,122938,0,0.0,0.0,122307,0.0,"{ [-inf, 0.15795) : 0.1, [0.15795, 0.19180) : 0.1, [0.19180, 0.21510) : 0.1, [0.21510, 0.23373) : 0.1, [0.23373, 0.25121) : 0.1, [0.25121, 0.26859) : 0.1, [0.26859, 0.28776) : 0.1, [0.28776, 0.31093) : 0.1, [0.31093, 0.34557) : 0.1, [0.34557, inf) : 0.1, Missing : 0.0 }",197001
SCENE_000015,cro_sceneid,122938,0,0.0,0.0,122304,0.0,"{ [-inf, 0.14334) : 0.1, [0.14334, 0.16040) : 0.1, [0.16040, 0.17216) : 0.1, [0.17216, 0.18179) : 0.1, [0.18179, 0.19064) : 0.1, [0.19064, 0.19950) : 0.1, [0.19950, 0.20911) : 0.1, [0.20911, 0.22104) : 0.1, [0.22104, 0.23913) : 0.1, [0.23913, inf) : 0.1, Missing : 0.0 }",197001
