scene_col,monitor_col,count,missing,missing_per,special_per,unique,psi,bin_point_rate,dt_col
SCENE_000001,cro_general_reg,138231,0,0.0,0.0,137444,0.0018720492275279632,"{ [-inf, 0.24272) : 0.47837, [0.24272, inf) : 0.52163, Missing : 0.0 }",202506
SCENE_000001,cro_general_reg,130160,0,0.0,0.0,129466,0.0,"{ [-inf, 0.24272) : 0.5, [0.24272, inf) : 0.5, Missing : 0.0 }",202507
SCENE_000001,cro_sceneid,139176,0,0.0,0.0,138744,0.0037610927214468083,"{ [-inf, 0.18681) : 0.46936, [0.18681, inf) : 0.53064, Missing : 0.0 }",202405
SCENE_000001,cro_sceneid,162060,0,0.0,0.0,161576,1.6888817163969986e-05,"{ [-inf, 0.18681) : 0.50205, [0.18681, inf) : 0.49795, Missing : 0.0 }",202406
SCENE_000001,cro_sceneid,192098,0,0.0,0.0,191443,0.0003551590378990441,"{ [-inf, 0.18681) : 0.49058, [0.18681, inf) : 0.50942, Missing : 0.0 }",202407
SCENE_000001,cro_sceneid,218384,0,0.0,0.0,217492,0.001105583824174691,"{ [-inf, 0.18681) : 0.48338, [0.18681, inf) : 0.51662, Missing : 0.0 }",202408
SCENE_000001,cro_sceneid,254885,0,0.0,0.0,253755,0.015093248882713815,"{ [-inf, 0.18681) : 0.43873, [0.18681, inf) : 0.56127, Missing : 0.0 }",202409
SCENE_000001,cro_sceneid,255600,0,0.0,0.0,254376,0.017911728938090447,"{ [-inf, 0.18681) : 0.43328, [0.18681, inf) : 0.56672, Missing : 0.0 }",202410
SCENE_000001,cro_sceneid,286737,0,0.0,0.0,285472,0.021190792476925284,"{ [-inf, 0.18681) : 0.42747, [0.18681, inf) : 0.57253, Missing : 0.0 }",202411
SCENE_000001,cro_sceneid,294789,0,0.0,0.0,293487,0.022323866034025044,"{ [-inf, 0.18681) : 0.42557, [0.18681, inf) : 0.57443, Missing : 0.0 }",202412
SCENE_000001,cro_sceneid,296265,0,0.0,0.0,294834,0.03572680546205734,"{ [-inf, 0.18681) : 0.40606, [0.18681, inf) : 0.59394, Missing : 0.0 }",202501
SCENE_000001,cro_sceneid,169427,0,0.0,0.0,168615,0.03952841839298682,"{ [-inf, 0.18681) : 0.40125, [0.18681, inf) : 0.59875, Missing : 0.0 }",202502
SCENE_000001,cro_sceneid,172175,0,0.0,0.0,171317,0.029915488225516203,"{ [-inf, 0.18681) : 0.41395, [0.18681, inf) : 0.58605, Missing : 0.0 }",202503
SCENE_000001,cro_sceneid,152867,0,0.0,0.0,152066,0.02268491568443462,"{ [-inf, 0.18681) : 0.42498, [0.18681, inf) : 0.57502, Missing : 0.0 }",202504
SCENE_000001,cro_sceneid,137138,0,0.0,0.0,136338,0.015585344079333124,"{ [-inf, 0.18681) : 0.43774, [0.18681, inf) : 0.56226, Missing : 0.0 }",202505
SCENE_000001,cro_sceneid,138231,0,0.0,0.0,137331,0.003717586458554821,"{ [-inf, 0.18681) : 0.46953, [0.18681, inf) : 0.53047, Missing : 0.0 }",202506
SCENE_000001,cro_sceneid,130160,0,0.0,0.0,129371,0.0,"{ [-inf, 0.18681) : 0.5, [0.18681, inf) : 0.5, Missing : 0.0 }",202507
SCENE_000002,cro_general,8390,0,0.0,0.0,8346,0.04477114216649407,"{ [-inf, 0.18980) : 0.39499, [0.18980, inf) : 0.60501, Missing : 0.0 }",202404
SCENE_000002,cro_general,88892,0,0.0,0.0,88277,0.053557290926709016,"{ [-inf, 0.18980) : 0.38532, [0.18980, inf) : 0.61468, Missing : 0.0 }",202405
SCENE_000002,cro_general,44804,0,0.0,0.0,44558,0.019473584113869163,"{ [-inf, 0.18980) : 0.43045, [0.18980, inf) : 0.56955, Missing : 0.0 }",202406
SCENE_000002,cro_general,72592,0,0.0,0.0,72229,0.005705490118010622,"{ [-inf, 0.18980) : 0.46227, [0.18980, inf) : 0.53773, Missing : 0.0 }",202407
SCENE_000002,cro_general,145984,0,0.0,0.0,145488,0.0059272446661135705,"{ [-inf, 0.18980) : 0.46154, [0.18980, inf) : 0.53846, Missing : 0.0 }",202408
SCENE_000002,cro_general,82111,0,0.0,0.0,81572,0.025502656762730804,"{ [-inf, 0.18980) : 0.42049, [0.18980, inf) : 0.57951, Missing : 0.0 }",202409
SCENE_000002,cro_general,166720,0,0.0,0.0,165550,0.012054627423726157,"{ [-inf, 0.18980) : 0.44521, [0.18980, inf) : 0.55479, Missing : 0.0 }",202410
SCENE_000002,cro_general,214581,0,0.0,0.0,213389,0.0024426702237350735,"{ [-inf, 0.18980) : 0.4753, [0.18980, inf) : 0.5247, Missing : 0.0 }",202411
SCENE_000002,cro_general,215911,0,0.0,0.0,214627,0.0011220433495425395,"{ [-inf, 0.18980) : 0.48325, [0.18980, inf) : 0.51675, Missing : 0.0 }",202412
SCENE_000002,cro_general,136094,0,0.0,0.0,135263,0.0,"{ [-inf, 0.18980) : 0.5, [0.18980, inf) : 0.5, Missing : 0.0 }",202501
SCENE_000002,cro_general_mle,8390,0,0.0,0.0,8347,0.028432107708177758,"{ [-inf, 0.18286) : 0.41609, [0.18286, inf) : 0.58391, Missing : 0.0 }",202404
SCENE_000002,cro_general_mle,88892,0,0.0,0.0,88295,0.039497472373159634,"{ [-inf, 0.18286) : 0.40128, [0.18286, inf) : 0.59872, Missing : 0.0 }",202405
SCENE_000002,cro_general_mle,44804,0,0.0,0.0,44561,0.0190357839643778,"{ [-inf, 0.18286) : 0.43123, [0.18286, inf) : 0.56877, Missing : 0.0 }",202406
SCENE_000002,cro_general_mle,72592,0,0.0,0.0,72244,0.007157261428432659,"{ [-inf, 0.18286) : 0.45775, [0.18286, inf) : 0.54225, Missing : 0.0 }",202407
SCENE_000002,cro_general_mle,145984,0,0.0,0.0,145513,0.008183385196430411,"{ [-inf, 0.18286) : 0.45483, [0.18286, inf) : 0.54517, Missing : 0.0 }",202408
SCENE_000002,cro_general_mle,82111,0,0.0,0.0,81581,0.026941316642022227,"{ [-inf, 0.18286) : 0.4183, [0.18286, inf) : 0.5817, Missing : 0.0 }",202409
SCENE_000002,cro_general_mle,166720,0,0.0,0.0,165581,0.012742740045502299,"{ [-inf, 0.18286) : 0.44368, [0.18286, inf) : 0.55632, Missing : 0.0 }",202410
SCENE_000002,cro_general_mle,214581,0,0.0,0.0,213418,0.0027399439058635035,"{ [-inf, 0.18286) : 0.47384, [0.18286, inf) : 0.52616, Missing : 0.0 }",202411
SCENE_000002,cro_general_mle,215911,0,0.0,0.0,214660,0.0013066607907988347,"{ [-inf, 0.18286) : 0.48193, [0.18286, inf) : 0.51807, Missing : 0.0 }",202412
SCENE_000002,cro_general_mle,136094,0,0.0,0.0,135292,0.0,"{ [-inf, 0.18286) : 0.5, [0.18286, inf) : 0.5, Missing : 0.0 }",202501
SCENE_000002,cro_general_reg,8390,0,0.0,0.0,8347,0.04233032288629931,"{ [-inf, 0.25901) : 0.39785, [0.25901, inf) : 0.60215, Missing : 0.0 }",202404
SCENE_000002,cro_general_reg,88892,0,0.0,0.0,88313,0.05674111450825953,"{ [-inf, 0.25901) : 0.38203, [0.25901, inf) : 0.61797, Missing : 0.0 }",202405
SCENE_000002,cro_general_reg,44804,0,0.0,0.0,44571,0.020973962259828994,"{ [-inf, 0.25901) : 0.42784, [0.25901, inf) : 0.57216, Missing : 0.0 }",202406
SCENE_000002,cro_general_reg,72592,0,0.0,0.0,72262,0.005701316826584728,"{ [-inf, 0.25901) : 0.46228, [0.25901, inf) : 0.53772, Missing : 0.0 }",202407
SCENE_000002,cro_general_reg,145984,0,0.0,0.0,145535,0.006865334234727302,"{ [-inf, 0.25901) : 0.45862, [0.25901, inf) : 0.54138, Missing : 0.0 }",202408
SCENE_000002,cro_general_reg,82111,0,0.0,0.0,81603,0.027519942282246336,"{ [-inf, 0.25901) : 0.41743, [0.25901, inf) : 0.58257, Missing : 0.0 }",202409
SCENE_000002,cro_general_reg,166720,0,0.0,0.0,165606,0.013041597420125605,"{ [-inf, 0.25901) : 0.44302, [0.25901, inf) : 0.55698, Missing : 0.0 }",202410
SCENE_000002,cro_general_reg,214581,0,0.0,0.0,213457,0.0025583935340475717,"{ [-inf, 0.25901) : 0.47472, [0.25901, inf) : 0.52528, Missing : 0.0 }",202411
SCENE_000002,cro_general_reg,215911,0,0.0,0.0,214701,0.0012575432292246322,"{ [-inf, 0.25901) : 0.48227, [0.25901, inf) : 0.51773, Missing : 0.0 }",202412
SCENE_000002,cro_general_reg,136094,0,0.0,0.0,135316,0.0,"{ [-inf, 0.25901) : 0.5, [0.25901, inf) : 0.5, Missing : 0.0 }",202501
SCENE_000002,cro_sceneid,8390,0,0.0,0.0,8345,0.018446247597401676,"{ [-inf, 0.20035) : 0.4323, [0.20035, inf) : 0.5677, Missing : 0.0 }",202404
SCENE_000002,cro_sceneid,88892,0,0.0,0.0,88265,0.02532358913671165,"{ [-inf, 0.20035) : 0.42077, [0.20035, inf) : 0.57923, Missing : 0.0 }",202405
SCENE_000002,cro_sceneid,44804,0,0.0,0.0,44550,0.010467799841755672,"{ [-inf, 0.20035) : 0.44893, [0.20035, inf) : 0.55107, Missing : 0.0 }",202406
SCENE_000002,cro_sceneid,72592,0,0.0,0.0,72227,0.004291378760427062,"{ [-inf, 0.20035) : 0.46727, [0.20035, inf) : 0.53273, Missing : 0.0 }",202407
SCENE_000002,cro_sceneid,145984,0,0.0,0.0,145482,0.0013507114511158123,"{ [-inf, 0.20035) : 0.48163, [0.20035, inf) : 0.51837, Missing : 0.0 }",202408
SCENE_000002,cro_sceneid,82111,0,0.0,0.0,81568,0.016679255662044423,"{ [-inf, 0.20035) : 0.43561, [0.20035, inf) : 0.56439, Missing : 0.0 }",202409
SCENE_000002,cro_sceneid,166720,0,0.0,0.0,165535,0.002835790116872068,"{ [-inf, 0.20035) : 0.47339, [0.20035, inf) : 0.52661, Missing : 0.0 }",202410
SCENE_000002,cro_sceneid,214581,0,0.0,0.0,213378,3.619721812661455e-05,"{ [-inf, 0.20035) : 0.49699, [0.20035, inf) : 0.50301, Missing : 0.0 }",202411
SCENE_000002,cro_sceneid,215911,0,0.0,0.0,214624,0.0005370184584894594,"{ [-inf, 0.20035) : 0.48841, [0.20035, inf) : 0.51159, Missing : 0.0 }",202412
SCENE_000002,cro_sceneid,136094,0,0.0,0.0,135260,0.0,"{ [-inf, 0.20035) : 0.5, [0.20035, inf) : 0.5, Missing : 0.0 }",202501
SCENE_000003,cro_general,50225,0,0.0,0.0,50122,0.02451471986243635,"{ [-inf, 0.18402) : 0.57796, [0.18402, inf) : 0.42204, Missing : 0.0 }",202407
SCENE_000003,cro_general,76042,0,0.0,0.0,75873,0.0238097950041931,"{ [-inf, 0.18402) : 0.57684, [0.18402, inf) : 0.42316, Missing : 0.0 }",202408
SCENE_000003,cro_general,68536,0,0.0,0.0,68409,0.011353639850627078,"{ [-inf, 0.18402) : 0.55317, [0.18402, inf) : 0.44683, Missing : 0.0 }",202409
SCENE_000003,cro_general,82280,0,0.0,0.0,82093,0.012361186581553881,"{ [-inf, 0.18402) : 0.55547, [0.18402, inf) : 0.44453, Missing : 0.0 }",202410
SCENE_000003,cro_general,76562,0,0.0,0.0,76383,0.024186975616955687,"{ [-inf, 0.18402) : 0.57744, [0.18402, inf) : 0.42256, Missing : 0.0 }",202411
SCENE_000003,cro_general,84612,0,0.0,0.0,84461,0.018826474591936426,"{ [-inf, 0.18402) : 0.56838, [0.18402, inf) : 0.43162, Missing : 0.0 }",202412
SCENE_000003,cro_general,98318,0,0.0,0.0,98175,0.004600269962041761,"{ [-inf, 0.18402) : 0.53388, [0.18402, inf) : 0.46612, Missing : 0.0 }",202501
SCENE_000003,cro_general,125663,0,0.0,0.0,125431,0.00021940461708128063,"{ [-inf, 0.18402) : 0.49259, [0.18402, inf) : 0.50741, Missing : 0.0 }",202502
SCENE_000003,cro_general,162076,0,0.0,0.0,161810,0.0010704437159267215,"{ [-inf, 0.18402) : 0.48364, [0.18402, inf) : 0.51636, Missing : 0.0 }",202503
SCENE_000003,cro_general,73549,0,0.0,0.0,73437,0.0,"{ [-inf, 0.18402) : 0.49999, [0.18402, inf) : 0.50001, Missing : 0.0 }",202504
SCENE_000003,cro_general_mle,50225,0,0.0,0.0,50122,0.01727181214218311,"{ [-inf, 0.17575) : 0.56552, [0.17575, inf) : 0.43448, Missing : 0.0 }",202407
SCENE_000003,cro_general_mle,76042,0,0.0,0.0,75875,0.01188349690147487,"{ [-inf, 0.17575) : 0.55439, [0.17575, inf) : 0.44561, Missing : 0.0 }",202408
SCENE_000003,cro_general_mle,68536,0,0.0,0.0,68408,0.004648045209681887,"{ [-inf, 0.17575) : 0.53406, [0.17575, inf) : 0.46594, Missing : 0.0 }",202409
SCENE_000003,cro_general_mle,82280,0,0.0,0.0,82095,0.005457893791346663,"{ [-inf, 0.17575) : 0.5369, [0.17575, inf) : 0.4631, Missing : 0.0 }",202410
SCENE_000003,cro_general_mle,76562,0,0.0,0.0,76387,0.016343111665124633,"{ [-inf, 0.17575) : 0.56374, [0.17575, inf) : 0.43626, Missing : 0.0 }",202411
SCENE_000003,cro_general_mle,84612,0,0.0,0.0,84461,0.013578203965061052,"{ [-inf, 0.17575) : 0.55812, [0.17575, inf) : 0.44188, Missing : 0.0 }",202412
SCENE_000003,cro_general_mle,98318,0,0.0,0.0,98177,0.0024287043439585746,"{ [-inf, 0.17575) : 0.52462, [0.17575, inf) : 0.47538, Missing : 0.0 }",202501
SCENE_000003,cro_general_mle,125663,0,0.0,0.0,125435,0.0003573310883076326,"{ [-inf, 0.17575) : 0.49054, [0.17575, inf) : 0.50946, Missing : 0.0 }",202502
SCENE_000003,cro_general_mle,162076,0,0.0,0.0,161815,0.0011136909124238336,"{ [-inf, 0.17575) : 0.48331, [0.17575, inf) : 0.51669, Missing : 0.0 }",202503
SCENE_000003,cro_general_mle,73549,0,0.0,0.0,73439,0.0,"{ [-inf, 0.17575) : 0.49999, [0.17575, inf) : 0.50001, Missing : 0.0 }",202504
SCENE_000003,cro_general_reg,50225,0,0.0,0.0,50125,0.03605663086697421,"{ [-inf, 0.25002) : 0.59437, [0.25002, inf) : 0.40563, Missing : 0.0 }",202407
SCENE_000003,cro_general_reg,76042,0,0.0,0.0,75880,0.032281773134134176,"{ [-inf, 0.25002) : 0.58935, [0.25002, inf) : 0.41065, Missing : 0.0 }",202408
SCENE_000003,cro_general_reg,68536,0,0.0,0.0,68414,0.018659679335859946,"{ [-inf, 0.25002) : 0.56808, [0.25002, inf) : 0.43192, Missing : 0.0 }",202409
SCENE_000003,cro_general_reg,82280,0,0.0,0.0,82101,0.019536642463470727,"{ [-inf, 0.25002) : 0.56965, [0.25002, inf) : 0.43035, Missing : 0.0 }",202410
SCENE_000003,cro_general_reg,76562,0,0.0,0.0,76390,0.03338417252301458,"{ [-inf, 0.25002) : 0.59084, [0.25002, inf) : 0.40916, Missing : 0.0 }",202411
SCENE_000003,cro_general_reg,84612,0,0.0,0.0,84463,0.025017299176700012,"{ [-inf, 0.25002) : 0.57875, [0.25002, inf) : 0.42125, Missing : 0.0 }",202412
SCENE_000003,cro_general_reg,98318,0,0.0,0.0,98181,0.005720871951954054,"{ [-inf, 0.25002) : 0.53778, [0.25002, inf) : 0.46222, Missing : 0.0 }",202501
SCENE_000003,cro_general_reg,125663,0,0.0,0.0,125442,8.393979586278693e-05,"{ [-inf, 0.25002) : 0.49541, [0.25002, inf) : 0.50459, Missing : 0.0 }",202502
SCENE_000003,cro_general_reg,162076,0,0.0,0.0,161826,0.0009703019287793783,"{ [-inf, 0.25002) : 0.48442, [0.25002, inf) : 0.51558, Missing : 0.0 }",202503
SCENE_000003,cro_general_reg,73549,0,0.0,0.0,73443,0.0,"{ [-inf, 0.25002) : 0.49999, [0.25002, inf) : 0.50001, Missing : 0.0 }",202504
SCENE_000003,cro_sceneid,50225,0,0.0,0.0,50119,0.07968971098584429,"{ [-inf, 0.19139) : 0.63926, [0.19139, inf) : 0.36074, Missing : 0.0 }",202407
SCENE_000003,cro_sceneid,76042,0,0.0,0.0,75870,0.058633686133536894,"{ [-inf, 0.19139) : 0.61988, [0.19139, inf) : 0.38012, Missing : 0.0 }",202408
SCENE_000003,cro_sceneid,68536,0,0.0,0.0,68406,0.046877869625853316,"{ [-inf, 0.19139) : 0.6074, [0.19139, inf) : 0.3926, Missing : 0.0 }",202409
SCENE_000003,cro_sceneid,82280,0,0.0,0.0,82088,0.04722180003538374,"{ [-inf, 0.19139) : 0.60779, [0.19139, inf) : 0.39221, Missing : 0.0 }",202410
SCENE_000003,cro_sceneid,76562,0,0.0,0.0,76381,0.05887718265412978,"{ [-inf, 0.19139) : 0.62012, [0.19139, inf) : 0.37988, Missing : 0.0 }",202411
SCENE_000003,cro_sceneid,84612,0,0.0,0.0,84457,0.033250144031370325,"{ [-inf, 0.19139) : 0.59066, [0.19139, inf) : 0.40934, Missing : 0.0 }",202412
SCENE_000003,cro_sceneid,98318,0,0.0,0.0,98172,0.009711654703637137,"{ [-inf, 0.19139) : 0.54919, [0.19139, inf) : 0.45081, Missing : 0.0 }",202501
SCENE_000003,cro_sceneid,125663,0,0.0,0.0,125429,4.6067654443850105e-07,"{ [-inf, 0.19139) : 0.49965, [0.19139, inf) : 0.50035, Missing : 0.0 }",202502
SCENE_000003,cro_sceneid,162076,0,0.0,0.0,161808,0.002854896465415483,"{ [-inf, 0.19139) : 0.47329, [0.19139, inf) : 0.52671, Missing : 0.0 }",202503
SCENE_000003,cro_sceneid,73549,0,0.0,0.0,73436,0.0,"{ [-inf, 0.19139) : 0.49999, [0.19139, inf) : 0.50001, Missing : 0.0 }",202504
SCENE_000004,cro_general,63433,0,0.0,0.0,62980,0.004945806743164487,"{ [-inf, 0.17889) : 0.46485, [0.17889, inf) : 0.53515, Missing : 0.0 }",202501
SCENE_000004,cro_general,55346,0,0.0,0.0,54661,0.014809031081403645,"{ [-inf, 0.17889) : 0.43929, [0.17889, inf) : 0.56071, Missing : 0.0 }",202502
SCENE_000004,cro_general,61424,0,0.0,0.0,59928,0.013835890902600224,"{ [-inf, 0.17889) : 0.44131, [0.17889, inf) : 0.55869, Missing : 0.0 }",202503
SCENE_000004,cro_general,72415,0,0.0,0.0,70886,0.009663379857162493,"{ [-inf, 0.17889) : 0.45091, [0.17889, inf) : 0.54909, Missing : 0.0 }",202504
SCENE_000004,cro_general,64375,0,0.0,0.0,63048,0.006532357803610941,"{ [-inf, 0.17889) : 0.45962, [0.17889, inf) : 0.54038, Missing : 0.0 }",202505
SCENE_000004,cro_general,38093,0,0.0,0.0,37337,0.0,"{ [-inf, 0.17889) : 0.49999, [0.17889, inf) : 0.50001, Missing : 0.0 }",202506
SCENE_000004,cro_general_mle,63433,0,0.0,0.0,63004,0.0037370580579034135,"{ [-inf, 0.16952) : 0.46944, [0.16952, inf) : 0.53056, Missing : 0.0 }",202501
SCENE_000004,cro_general_mle,55346,0,0.0,0.0,54685,0.01245767006155956,"{ [-inf, 0.16952) : 0.4443, [0.16952, inf) : 0.5557, Missing : 0.0 }",202502
SCENE_000004,cro_general_mle,61424,0,0.0,0.0,59981,0.010511157074331572,"{ [-inf, 0.16952) : 0.44881, [0.16952, inf) : 0.55119, Missing : 0.0 }",202503
SCENE_000004,cro_general_mle,72415,0,0.0,0.0,70951,0.007350995989580083,"{ [-inf, 0.16952) : 0.45717, [0.16952, inf) : 0.54283, Missing : 0.0 }",202504
SCENE_000004,cro_general_mle,64375,0,0.0,0.0,63097,0.005393124183933413,"{ [-inf, 0.16952) : 0.4633, [0.16952, inf) : 0.5367, Missing : 0.0 }",202505
SCENE_000004,cro_general_mle,38093,0,0.0,0.0,37361,0.0,"{ [-inf, 0.16952) : 0.49999, [0.16952, inf) : 0.50001, Missing : 0.0 }",202506
SCENE_000004,cro_general_reg,63433,0,0.0,0.0,63037,0.0020077310356400955,"{ [-inf, 0.24554) : 0.47759, [0.24554, inf) : 0.52241, Missing : 0.0 }",202501
