entity_id,source,dominant_topic,cluster_label,topic_weights
airbnb_24,Airbnb,0,5,"[np.float64(0.07802118968145602), np.float64(0.0), np.float64(0.0005725329550146019), np.float64(0.0), np.float64(0.0), np.float64(0.0012792687964106916), np.float64(0.003111135985874135), np.float64(0.0)]"
airbnb_25,Airbnb,3,5,"[np.float64(0.03550972874746585), np.float64(0.0), np.float64(0.0), np.float64(0.09121800657126503), np.float64(0.07744197955856112), np.float64(0.0), np.float64(0.0341374127317104), np.float64(0.0)]"
airbnb_26,Airbnb,0,5,"[np.float64(0.10716850253067256), np.float64(0.0), np.float64(0.028080335828313836), np.float64(0.026523642982760297), np.float64(0.027704294894175023), np.float64(0.0), np.float64(0.10698098709050483), np.float64(0.0034112705262577957)]"
airbnb_27,Airbnb,0,0,"[np.float64(0.11932781467000289), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0030476406780100356), np.float64(0.0), np.float64(0.0018402670853806735), np.float64(0.0)]"
airbnb_28,Airbnb,0,0,"[np.float64(0.10053587518731355), np.float64(0.0), np.float64(0.0), np.float64(0.00022276840939343883), np.float64(0.0), np.float64(0.05356652735979799), np.float64(0.0021941799181662658), np.float64(0.0013259699989824638)]"
airbnb_29,Airbnb,4,0,"[np.float64(0.08106803582543506), np.float64(0.0), np.float64(0.002690714849285338), np.float64(0.0), np.float64(0.08866107959104862), np.float64(0.001612528922231147), np.float64(0.0), np.float64(0.0)]"
airbnb_30,Airbnb,2,0,"[np.float64(0.03974724833406214), np.float64(0.0), np.float64(0.27693731657789616), np.float64(0.0), np.float64(0.009689882828501032), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_31,Airbnb,0,0,"[np.float64(0.13440410923322157), np.float64(0.0), np.float64(0.0), np.float64(0.0587378245917918), np.float64(0.0040940647226204736), np.float64(0.02543598002412048), np.float64(0.0), np.float64(0.0)]"
airbnb_32,Airbnb,4,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.10396701929646499), np.float64(0.20999041957528425), np.float64(0.0), np.float64(0.013622092541171658), np.float64(0.0)]"
airbnb_33,Airbnb,0,0,"[np.float64(0.11880149045589432), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.01618076393016977), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_34,Airbnb,5,0,"[np.float64(0.041370517110468144), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.10203792220530146), np.float64(0.0007876906064697002), np.float64(0.0)]"
airbnb_35,Airbnb,0,0,"[np.float64(0.10081177665825677), np.float64(0.00308827025411145), np.float64(0.0063302828632926245), np.float64(0.0008071720887436335), np.float64(0.002098125771024226), np.float64(0.004088684453984392), np.float64(0.017761600191402566), np.float64(0.0018524079283809578)]"
airbnb_36,Airbnb,5,0,"[np.float64(0.012986060242914902), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.002901143763966526), np.float64(0.11458723871960634), np.float64(0.009660697030999808), np.float64(0.0)]"
airbnb_37,Airbnb,0,0,"[np.float64(0.1450150970698158), np.float64(0.0), np.float64(0.004010034421498887), np.float64(0.0), np.float64(0.024566629631259048), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_38,Airbnb,0,0,"[np.float64(0.1118829638350762), np.float64(0.0), np.float64(0.006909323267026864), np.float64(0.0), np.float64(0.0025018794035666443), np.float64(0.0), np.float64(0.017862313350760838), np.float64(0.0)]"
airbnb_39,Airbnb,0,0,"[np.float64(0.12374050107980554), np.float64(0.0023586184919637846), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.006572021470167854), np.float64(0.00230571403583833), np.float64(0.0)]"
airbnb_40,Airbnb,0,5,"[np.float64(0.04481652212333325), np.float64(0.0), np.float64(0.003334227683009502), np.float64(0.0), np.float64(0.00824961114960819), np.float64(0.0012208429761859975), np.float64(0.022896962904562737), np.float64(0.0080147863018165)]"
airbnb_41,Airbnb,5,0,"[np.float64(0.01546776531659377), np.float64(0.0), np.float64(0.016072020919815147), np.float64(0.0), np.float64(0.016433025211298614), np.float64(0.028696254128680813), np.float64(0.0), np.float64(0.0)]"
airbnb_42,Airbnb,6,2,"[np.float64(0.03237313308034597), np.float64(0.0), np.float64(0.002282607966783333), np.float64(0.0), np.float64(0.06703097082635548), np.float64(0.0036901933521705206), np.float64(0.28651031105173996), np.float64(0.005961215648104249)]"
airbnb_43,Airbnb,5,2,"[np.float64(0.0896303772654395), np.float64(0.0), np.float64(0.004389693537356862), np.float64(0.0), np.float64(0.0), np.float64(0.11636934403436867), np.float64(0.0044296819551961015), np.float64(0.0)]"
airbnb_44,Airbnb,0,0,"[np.float64(0.16074243074285366), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_45,Airbnb,0,0,"[np.float64(0.04576247258932751), np.float64(0.0), np.float64(0.003018660357430337), np.float64(0.0015745468185812002), np.float64(0.0), np.float64(0.015139844056250705), np.float64(0.0), np.float64(0.0008471331426427564)]"
airbnb_46,Airbnb,4,0,"[np.float64(0.012086264511340821), np.float64(0.0), np.float64(0.0), np.float64(0.02574224681824011), np.float64(0.12372950215518314), np.float64(0.0), np.float64(0.033043887391707404), np.float64(0.0)]"
airbnb_47,Airbnb,5,0,"[np.float64(0.08391844728236642), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.12459693953641944), np.float64(0.0), np.float64(0.004054154027143398)]"
airbnb_48,Airbnb,0,0,"[np.float64(0.12723033215848406), np.float64(0.0), np.float64(0.0004547500993140673), np.float64(0.0), np.float64(0.0), np.float64(0.0011538211533476412), np.float64(0.00604190844972289), np.float64(0.007631550032589483)]"
airbnb_49,Airbnb,0,2,"[np.float64(0.0835429244405828), np.float64(0.0), np.float64(0.008356350629787006), np.float64(0.0), np.float64(0.0035061379663706544), np.float64(0.060726430333760434), np.float64(0.0), np.float64(0.0003951783580648627)]"
airbnb_50,Airbnb,7,2,"[np.float64(0.07313038737090316), np.float64(1.5330821719193615e-05), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.16278276383433432)]"
airbnb_51,Airbnb,0,2,"[np.float64(0.08592568058900407), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0007609518118966734), np.float64(0.06109463385379148), np.float64(0.014582088368853899), np.float64(0.0)]"
airbnb_52,Airbnb,0,0,"[np.float64(0.10032130391212049), np.float64(0.0), np.float64(0.0018956946244091284), np.float64(0.0), np.float64(0.0), np.float64(0.02423491239262159), np.float64(0.09633668816732864), np.float64(0.0)]"
airbnb_53,Airbnb,4,2,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.32739941232354447), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_54,Airbnb,0,5,"[np.float64(0.047976847355605395), np.float64(0.0), np.float64(0.0002873995687286974), np.float64(0.0), np.float64(0.025637632411612835), np.float64(0.016007856926689053), np.float64(0.0), np.float64(0.0)]"
airbnb_55,Airbnb,0,5,"[np.float64(0.1707375364902948), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0016362193909413931), np.float64(0.0)]"
airbnb_56,Airbnb,4,5,"[np.float64(0.07860974687861057), np.float64(0.0), np.float64(0.0019350060436023554), np.float64(0.025731582889599237), np.float64(0.08763486511558545), np.float64(0.0335020403178086), np.float64(0.026493959425078695), np.float64(0.0017440253611222805)]"
airbnb_65,Airbnb,5,2,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.2340257917022894), np.float64(0.0), np.float64(0.0)]"
airbnb_66,Airbnb,0,2,"[np.float64(0.04353148026103199), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.00025245820559279745)]"
airbnb_67,Airbnb,6,0,"[np.float64(0.05837446859569234), np.float64(0.0), np.float64(0.011202040003127188), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.22954541068596945), np.float64(0.00198056273576637)]"
airbnb_68,Airbnb,2,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.42442175598055176), np.float64(0.0), np.float64(0.002180263240958979), np.float64(0.08830112928636927), np.float64(0.0), np.float64(0.00592127622628487)]"
airbnb_69,Airbnb,4,2,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.14887289449727414), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_70,Airbnb,2,0,"[np.float64(0.06276949009166174), np.float64(0.0), np.float64(0.08665416512654144), np.float64(0.0), np.float64(0.0), np.float64(0.06207902975088487), np.float64(0.0019749229592733596), np.float64(0.0)]"
airbnb_71,Airbnb,4,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.20562900053176222), np.float64(0.010106904358466336), np.float64(0.0), np.float64(0.0)]"
airbnb_72,Airbnb,0,0,"[np.float64(0.13515456131557832), np.float64(0.0), np.float64(0.0033985104604541986), np.float64(0.0), np.float64(0.005651103198862486), np.float64(0.06233355546660666), np.float64(0.004259998208233549), np.float64(0.0)]"
airbnb_73,Airbnb,5,0,"[np.float64(0.017868732554667244), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.1285979633866135), np.float64(0.0), np.float64(0.0)]"
airbnb_74,Airbnb,0,2,"[np.float64(0.0747730753999289), np.float64(0.0), np.float64(0.010050103704302513), np.float64(0.0), np.float64(0.0), np.float64(0.0015147328691797245), np.float64(0.002229194618767954), np.float64(0.0)]"
airbnb_75,Airbnb,0,2,"[np.float64(0.12424491014139516), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.03913343244188442), np.float64(0.0), np.float64(0.005482122270753455)]"
airbnb_76,Airbnb,2,5,"[np.float64(0.016693189173598667), np.float64(0.0), np.float64(0.36871284119959524), np.float64(0.01319583517533663), np.float64(0.004393922495778848), np.float64(0.0), np.float64(0.014781295082732947), np.float64(0.0)]"
airbnb_77,Airbnb,5,5,"[np.float64(0.06177610253559823), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.07416427342122832), np.float64(0.011340234268621059), np.float64(0.0)]"
airbnb_78,Airbnb,0,2,"[np.float64(0.08715222304492141), np.float64(0.009168951598886196), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0004730703794683021), np.float64(0.0)]"
airbnb_79,Airbnb,7,2,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.14599051226504117), np.float64(0.39256128238997384)]"
airbnb_80,Airbnb,4,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.23215544100423738), np.float64(0.0), np.float64(0.031518297483475385), np.float64(0.0)]"
airbnb_82,Airbnb,4,0,"[np.float64(0.06098330190351432), np.float64(0.0), np.float64(0.016027657927912553), np.float64(0.007740046505761656), np.float64(0.1227608270523353), np.float64(0.0050141203679971574), np.float64(0.014018377021405045), np.float64(0.0)]"
airbnb_83,Airbnb,0,5,"[np.float64(0.06716723939207729), np.float64(0.0), np.float64(0.05578317799844774), np.float64(0.003207666393040886), np.float64(0.024556035975836474), np.float64(0.01420580933620429), np.float64(0.04614537325795141), np.float64(0.005381499467892474)]"
airbnb_84,Airbnb,4,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.03058436563320517), np.float64(0.0), np.float64(0.1945782043947268), np.float64(0.009337960241926386), np.float64(0.003385631319382411), np.float64(0.013446184408442077)]"
airbnb_85,Airbnb,0,0,"[np.float64(0.10976974028444875), np.float64(0.0), np.float64(0.03386185649408415), np.float64(0.0), np.float64(0.0), np.float64(0.09608740236762547), np.float64(0.0), np.float64(0.0)]"
airbnb_86,Airbnb,1,0,"[np.float64(0.010981885234162743), np.float64(0.036959710398722194), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.014994382327464284), np.float64(0.005100902215121734), np.float64(0.0)]"
airbnb_87,Airbnb,0,5,"[np.float64(0.07300563360113539), np.float64(0.0), np.float64(0.007158433637766042), np.float64(0.0), np.float64(0.03424205077746675), np.float64(0.0), np.float64(0.033164523522258904), np.float64(0.0)]"
airbnb_88,Airbnb,0,2,"[np.float64(0.08924857324736636), np.float64(0.0), np.float64(0.0), np.float64(0.026518607771011594), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_89,Airbnb,0,5,"[np.float64(0.08354202872574258), np.float64(0.0), np.float64(0.010188549697313396), np.float64(0.0), np.float64(0.0), np.float64(0.003834609101022777), np.float64(0.0), np.float64(0.0)]"
airbnb_90,Airbnb,5,5,"[np.float64(0.022091092431366973), np.float64(0.0), np.float64(0.015477811468242002), np.float64(0.0031445810913826554), np.float64(0.033483802931071456), np.float64(0.04462381503931293), np.float64(0.010489421315254767), np.float64(0.00517268504523118)]"
airbnb_91,Airbnb,5,5,"[np.float64(0.03385195098423564), np.float64(0.0), np.float64(0.020071588569706787), np.float64(0.0), np.float64(0.07648901104305734), np.float64(0.12888499304408357), np.float64(0.0), np.float64(0.00687961617264508)]"
airbnb_92,Airbnb,4,2,"[np.float64(0.11261055861883568), np.float64(0.0), np.float64(0.0), np.float64(0.006589730525271321), np.float64(0.12262800129506365), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_93,Airbnb,0,0,"[np.float64(0.08867082885999078), np.float64(0.0), np.float64(0.01493095804336964), np.float64(0.012350044715838077), np.float64(0.0), np.float64(0.05285496325370084), np.float64(0.024192778789519115), np.float64(0.0)]"
airbnb_94,Airbnb,3,0,"[np.float64(0.026197815343138142), np.float64(0.0), np.float64(0.00912099416214378), np.float64(0.12143925884702803), np.float64(0.01832290764173227), np.float64(0.018052965057685076), np.float64(0.014367148141710804), np.float64(0.00047021514034093615)]"
airbnb_95,Airbnb,0,0,"[np.float64(0.12411579918338503), np.float64(0.0), np.float64(0.004564801375237109), np.float64(0.04433945591999122), np.float64(0.0), np.float64(0.0), np.float64(0.0034303172073895036), np.float64(0.0)]"
airbnb_101,Airbnb,4,0,"[np.float64(0.04628045982066871), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.09436598601851667), np.float64(0.0), np.float64(0.005949601451730077), np.float64(0.0)]"
airbnb_102,Airbnb,0,0,"[np.float64(0.056168110495983414), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.011401740301989807), np.float64(0.006786719496010928), np.float64(0.0)]"
airbnb_103,Airbnb,3,0,"[np.float64(0.04355945147734361), np.float64(0.0), np.float64(0.002312277338895589), np.float64(0.0746921843452964), np.float64(0.014227933387959187), np.float64(0.0012444346061830998), np.float64(0.0), np.float64(0.0005236517397738532)]"
airbnb_104,Airbnb,0,2,"[np.float64(0.09932460856682539), np.float64(0.0), np.float64(0.05604705648414476), np.float64(0.0), np.float64(0.0), np.float64(0.08550406590162495), np.float64(0.0), np.float64(0.0)]"
airbnb_105,Airbnb,5,2,"[np.float64(0.0702128562269636), np.float64(0.0), np.float64(0.00683267098583788), np.float64(0.0), np.float64(0.011055551362086155), np.float64(0.13913222156617078), np.float64(0.0), np.float64(0.0)]"
airbnb_106,Airbnb,4,2,"[np.float64(0.007417928751164818), np.float64(0.0), np.float64(0.00097501111379036), np.float64(0.04316501800511164), np.float64(0.09144586793386754), np.float64(0.0), np.float64(0.07344949273647713), np.float64(0.0)]"
airbnb_107,Airbnb,0,0,"[np.float64(0.08932479208928225), np.float64(0.0), np.float64(0.01381105910580244), np.float64(0.001306457274733498), np.float64(0.008901570053172502), np.float64(0.0010474903916533546), np.float64(0.01288185399697426), np.float64(0.0)]"
airbnb_108,Airbnb,0,2,"[np.float64(0.07871617988855736), np.float64(0.0), np.float64(0.015924000410461214), np.float64(0.02111818618112698), np.float64(0.07751884752028411), np.float64(0.0), np.float64(0.009510821499982938), np.float64(0.0)]"
airbnb_109,Airbnb,0,2,"[np.float64(0.09555136599826886), np.float64(0.0), np.float64(0.0008952503975122734), np.float64(0.02167911839258959), np.float64(0.0), np.float64(0.014690159914168622), np.float64(0.0), np.float64(0.0050309012357817465)]"
airbnb_110,Airbnb,0,2,"[np.float64(0.08630587267389356), np.float64(0.0), np.float64(0.00902259806706429), np.float64(0.023654184568366862), np.float64(0.051801572675566676), np.float64(0.017717051261433383), np.float64(0.011699480689999384), np.float64(0.003458307280978185)]"
airbnb_111,Airbnb,0,2,"[np.float64(0.10711182113862021), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.02996576228436849), np.float64(0.0), np.float64(0.0)]"
airbnb_112,Airbnb,0,5,"[np.float64(0.1128177920047867), np.float64(0.0), np.float64(0.0), np.float64(0.006286768870850967), np.float64(0.00212525379872457), np.float64(0.07238172003846971), np.float64(0.0), np.float64(0.0)]"
airbnb_113,Airbnb,2,5,"[np.float64(0.09137752631203094), np.float64(0.0), np.float64(0.15220738457424618), np.float64(0.0), np.float64(0.031806751975778536), np.float64(0.0), np.float64(0.010152349295233802), np.float64(0.0)]"
airbnb_114,Airbnb,6,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.43615367869949967), np.float64(0.0)]"
airbnb_115,Airbnb,2,5,"[np.float64(0.1218545776932258), np.float64(0.0), np.float64(0.15325484637504305), np.float64(0.003997788303337546), np.float64(0.0007528606300237205), np.float64(0.0), np.float64(0.003707529203342952), np.float64(0.006213723062411391)]"
airbnb_116,Airbnb,0,0,"[np.float64(0.09964306312802919), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0590650928231405), np.float64(0.004355703319595459), np.float64(0.0)]"
airbnb_117,Airbnb,0,0,"[np.float64(0.15181014741513643), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0028383490163783032), np.float64(0.0019457915766658447), np.float64(0.0), np.float64(0.0)]"
airbnb_119,Airbnb,2,0,"[np.float64(0.05883823494671986), np.float64(0.0), np.float64(0.2258652758006751), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.015683460924928647), np.float64(0.0)]"
airbnb_120,Airbnb,0,0,"[np.float64(0.117590975672036), np.float64(0.0), np.float64(0.0006023530328737866), np.float64(0.029927357200456986), np.float64(0.012716443150568425), np.float64(0.05649408711849621), np.float64(0.008199527790464418), np.float64(0.0)]"
airbnb_121,Airbnb,0,0,"[np.float64(0.03081878589754787), np.float64(0.0), np.float64(0.004711288737209835), np.float64(0.0009503770944240371), np.float64(0.0), np.float64(0.016091157322801145), np.float64(0.0), np.float64(0.0)]"
airbnb_122,Airbnb,6,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.4700770030501977), np.float64(0.0)]"
airbnb_123,Airbnb,6,0,"[np.float64(0.0846529788464972), np.float64(0.0), np.float64(0.0), np.float64(0.0011418941904563923), np.float64(0.0), np.float64(0.0), np.float64(0.12489592152908001), np.float64(0.0)]"
airbnb_124,Airbnb,2,2,"[np.float64(0.07643323745658596), np.float64(0.0), np.float64(0.16681372363060826), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_125,Airbnb,0,5,"[np.float64(0.10277730769596266), np.float64(0.0), np.float64(0.014968579732967904), np.float64(0.0), np.float64(0.04147106466616902), np.float64(0.03232395027285723), np.float64(0.00988491258689383), np.float64(0.0004531105994421349)]"
airbnb_126,Airbnb,0,5,"[np.float64(0.13865130520109656), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0041696689080689), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_127,Airbnb,0,5,"[np.float64(0.11147790998727292), np.float64(0.0), np.float64(0.030315800925535027), np.float64(0.0), np.float64(0.006214037422285406), np.float64(0.017020436936640116), np.float64(0.0), np.float64(0.0)]"
airbnb_128,Airbnb,0,5,"[np.float64(0.08976074189103055), np.float64(0.0), np.float64(0.004862165221765523), np.float64(0.0), np.float64(0.054640816839820375), np.float64(0.01389505765732301), np.float64(0.06696545244030809), np.float64(0.0)]"
airbnb_129,Airbnb,5,2,"[np.float64(0.03432502271686567), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.11822438815951791), np.float64(0.0), np.float64(0.0041432914146618946)]"
airbnb_130,Airbnb,0,0,"[np.float64(0.06709915129357917), np.float64(0.0), np.float64(0.0022068346995511583), np.float64(0.012407973325915336), np.float64(0.0), np.float64(0.006124942689522721), np.float64(0.0), np.float64(0.0018703781319077458)]"
airbnb_131,Airbnb,0,5,"[np.float64(0.11017123492121146), np.float64(0.0), np.float64(0.005179622210358362), np.float64(0.0), np.float64(0.0), np.float64(0.028085003628391354), np.float64(0.0), np.float64(0.0019159707950609259)]"
airbnb_132,Airbnb,0,5,"[np.float64(0.11220597149202177), np.float64(0.0), np.float64(0.0), np.float64(0.03613881769669516), np.float64(0.0), np.float64(0.0), np.float64(0.0012428865552607388), np.float64(0.0)]"
airbnb_133,Airbnb,4,2,"[np.float64(0.0), np.float64(0.0), np.float64(0.0005235008100246133), np.float64(0.0), np.float64(0.14409007723974535), np.float64(0.033138235934651254), np.float64(0.0), np.float64(0.0)]"
airbnb_134,Airbnb,6,5,"[np.float64(0.011493307684083258), np.float64(0.0), np.float64(0.012381201719130383), np.float64(0.003235834882121965), np.float64(0.01542189699470094), np.float64(0.0), np.float64(0.05652277059123116), np.float64(0.0)]"
airbnb_135,Airbnb,0,2,"[np.float64(0.09044178801096647), np.float64(0.0), np.float64(0.007170880019496268), np.float64(0.0), np.float64(0.0086307189598326), np.float64(0.0), np.float64(0.0016752091420032702), np.float64(0.0)]"
airbnb_137,Airbnb,0,5,"[np.float64(0.11604662488482526), np.float64(0.0), np.float64(0.04704033967802279), np.float64(0.0007553808349496274), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_138,Airbnb,5,0,"[np.float64(0.06733808181788573), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0020938687472196755), np.float64(0.1702708993553705), np.float64(0.0), np.float64(1.3554459049557314e-05)]"
