uniq_id_1,id_1,uniq_id_2,id_2,score_1,score_2,gap_score,aft_v4_f0_1,aft_v4_f1_1,aft_v4_f2_1,aft_v4_f3_1,aft_v4_f4_1,aft_v4_f5_1,aft_v4_f6_1,aft_v4_f7_1,aft_v4_f8_1,aft_v4_f13_1,aft_v4_f14_1,aft_v4_f15_1,aft_v4_f16_1,aft_v4_f17_1,aft_v4_f18_1,aft_v4_f19_1,aft_v4_f0_2,aft_v4_f1_2,aft_v4_f2_2,aft_v4_f3_2,aft_v4_f4_2,aft_v4_f5_2,aft_v4_f6_2,aft_v4_f7_2,aft_v4_f8_2,aft_v4_f13_2,aft_v4_f14_2,aft_v4_f15_2,aft_v4_f16_2,aft_v4_f17_2,aft_v4_f18_2,aft_v4_f19_2,gap_aft_v4_f0,gap_aft_v4_f1,gap_aft_v4_f2,gap_aft_v4_f3,gap_aft_v4_f4,gap_aft_v4_f5,gap_aft_v4_f6,gap_aft_v4_f7,gap_aft_v4_f8,gap_aft_v4_f13,gap_aft_v4_f14,gap_aft_v4_f15,gap_aft_v4_f16,gap_aft_v4_f17,gap_aft_v4_f18,gap_aft_v4_f19
693837,36836,6462f344086341659248ba92a5d9e7cf,36836,0.087726,0.106288,0.018561999999999995,0.452505,0.4345520000000001,0.535566,0.44861,0.599962,0.44387,0.434788,0.479367,0.493631,0.6841520000000001,0.579496,0.563113,0.588773,0.571099,0.574254,0.664672,0.452505,0.4345520000000001,0.535566,0.44861,0.599962,0.44387,0.434788,0.479367,0.493631,0.6841520000000001,0.565609,0.697213,0.664924,0.46069,0.7299720000000001,0.67391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013886999999999983,0.1341,0.07615099999999997,0.11040900000000003,0.15571800000000002,0.009237999999999968
682461,25460,ed018220e2514ae7baa3e0dfc278a039,25460,0.059414,0.076511,0.017096999999999994,0.521604,0.5755100000000001,0.539233,0.539153,0.508169,0.50436,0.491216,0.5944659999999999,0.596337,0.49352,0.502776,0.555769,0.414578,0.519254,0.485747,0.453784,0.658887,0.6583479999999999,0.535566,0.657928,0.666039,0.613309,0.661813,0.673217,0.692282,0.505694,0.502776,0.555769,0.414578,0.519254,0.485747,0.453784,0.13728300000000004,0.08283799999999986,0.003666999999999976,0.11877499999999996,0.15787000000000007,0.10894899999999996,0.170597,0.07875100000000002,0.09594499999999995,0.012173999999999963,0.0,0.0,0.0,0.0,0.0,0.0
697936,176,f8afa9faad414064ab62ef71612c8ff6,176,0.110843,0.095455,0.015387999999999999,0.628074,0.523633,0.504836,0.524513,0.602156,0.65536,0.6823359999999999,0.591245,0.5966670000000001,0.650261,0.579496,0.563113,0.588773,0.571099,0.574254,0.664672,0.628074,0.523633,0.504836,0.524513,0.602156,0.65536,0.6823359999999999,0.591245,0.5966670000000001,0.650261,0.429635,0.419372,0.440076,0.428677,0.438833,0.436269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14986100000000002,0.14374099999999995,0.14869699999999997,0.14242200000000005,0.13542100000000007,0.22840300000000002
710377,50166,6c5220e3a7fd40d286dbc1744a042cd5,50166,0.15477,0.140032,0.014738000000000001,0.5936859999999999,0.530021,0.530108,0.559253,0.583625,0.606119,0.633394,0.6030800000000001,0.6101260000000001,0.578381,0.5950489999999999,0.540849,0.402963,0.576024,0.562793,0.632233,0.5936859999999999,0.530021,0.530108,0.559253,0.583625,0.606119,0.633394,0.6030800000000001,0.6101260000000001,0.520321,0.5950489999999999,0.540849,0.402963,0.576024,0.562793,0.632233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05806,0.0,0.0,0.0,0.0,0.0,0.0
701180,640,f1cf5291b9de4193a351027a5d508af8,640,0.229531,0.214812,0.01471900000000001,0.658887,0.6583479999999999,0.535566,0.657928,0.666039,0.613309,0.661813,0.673217,0.692282,0.5457270000000001,0.579496,0.563113,0.588773,0.571099,0.574254,0.664672,0.658887,0.6583479999999999,0.535566,0.657928,0.666039,0.613309,0.661813,0.673217,0.692282,0.5457270000000001,0.553755,0.563113,0.586685,0.517127,0.575364,0.554373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025741000000000014,0.0,0.0020879999999999788,0.05397200000000002,0.0011099999999999444,0.11029900000000004
691783,34782,a50f29c0847045e0bdbbaaf953bb9ee4,34782,0.160301,0.174598,0.014297000000000004,0.585505,0.5628350000000001,0.5329079999999999,0.552433,0.6030800000000001,0.5213399999999999,0.530536,0.6030800000000001,0.608685,0.610858,0.579496,0.563113,0.588773,0.571099,0.574254,0.664672,0.585505,0.5628350000000001,0.5329079999999999,0.552433,0.6030800000000001,0.5213399999999999,0.530536,0.6030800000000001,0.608685,0.610858,0.624602,0.686041,0.570713,0.504088,0.6522560000000001,0.654953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04510599999999998,0.12292800000000004,0.018059999999999965,0.06701100000000004,0.07800200000000002,0.009719000000000033
677940,20684,1e4a0e1cdfc54b97a37c549f25e1cd54,20684,0.122491,0.13491,0.012419,0.5919409999999999,0.642626,0.535566,0.579828,0.528569,0.564091,0.5637449999999999,0.545814,0.542989,0.504524,0.6651130000000001,0.532986,0.314714,0.574488,0.590567,0.530523,0.5919409999999999,0.642626,0.535566,0.579828,0.528569,0.564091,0.5637449999999999,0.545814,0.542989,0.5806359999999999,0.6651130000000001,0.532986,0.314714,0.574488,0.590567,0.530523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07611199999999996,0.0,0.0,0.0,0.0,0.0,0.0
706966,46840,66f43368c7244ac09c6e290b1e88cb57,46840,0.18807,0.176105,0.011964999999999976,0.391966,0.479573,0.5309590000000001,0.5369619999999999,0.529939,0.42173,0.413155,0.480203,0.4871859999999999,0.5806359999999999,0.630685,0.686308,0.686512,0.486795,0.717386,0.783852,0.391966,0.479573,0.5309590000000001,0.5369619999999999,0.529939,0.42173,0.413155,0.480203,0.4871859999999999,0.556055,0.630685,0.686308,0.686512,0.486795,0.717386,0.783852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024580999999999964,0.0,0.0,0.0,0.0,0.0,0.0
664950,7949,124a8a85360842e780a421b391a03d25,7949,0.154077,0.165712,0.011635000000000006,0.512364,0.503307,0.47365,0.5316390000000001,0.507023,0.482573,0.506179,0.543385,0.5563939999999999,0.546637,0.43246,0.417129,0.666117,0.374482,0.5580350000000001,0.468793,0.512364,0.503307,0.47365,0.5316390000000001,0.507023,0.482573,0.506179,0.543385,0.5563939999999999,0.597159,0.43246,0.417129,0.666117,0.374482,0.5580350000000001,0.468793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050521999999999956,0.0,0.0,0.0,0.0,0.0,0.0
680987,23691,0638af846e464bf88eea7f0773ffbebe,23691,0.156852,0.145408,0.011443999999999982,0.545425,0.619971,0.5571109999999999,0.551976,0.5358970000000001,0.569807,0.553991,0.644015,0.644055,0.5845670000000001,0.665247,0.548946,0.353059,0.601712,0.625132,0.6259779999999999,0.545425,0.619971,0.5571109999999999,0.551976,0.5358970000000001,0.569807,0.553991,0.644015,0.644055,0.5523140000000001,0.665247,0.548946,0.353059,0.601712,0.625132,0.6259779999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032252999999999976,0.0,0.0,0.0,0.0,0.0,0.0
686931,30030,4fffa81118f84170bde5ad5f3ee75279,30030,0.187792,0.176776,0.011015999999999998,0.582062,0.573236,0.531726,0.58175,0.5504760000000001,0.536634,0.595426,0.6209439999999999,0.623818,0.5763739999999999,0.595376,0.563113,0.558114,0.517127,0.534139,0.5583640000000001,0.582062,0.573236,0.531726,0.58175,0.5504760000000001,0.536634,0.595426,0.6209439999999999,0.623818,0.531881,0.595376,0.563113,0.558114,0.517127,0.534139,0.5583640000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044492999999999894,0.0,0.0,0.0,0.0,0.0,0.0
708494,48223,6d066186c7ea44259a08593f5f6ad877,48223,0.088521,0.077776,0.010745000000000005,0.5647909999999999,0.530702,0.468537,0.550628,0.570862,0.549871,0.546511,0.594631,0.606647,0.583314,0.49743,0.563113,0.424125,0.483413,0.510604,0.493381,0.5647909999999999,0.530702,0.468537,0.550628,0.570862,0.549871,0.546511,0.594631,0.606647,0.511382,0.49743,0.563113,0.424125,0.483413,0.510604,0.493381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071932,0.0,0.0,0.0,0.0,0.0,0.0
694666,37712,a15e0c79dae144c4bb610e1f26cacecb,37712,0.088398,0.077726,0.010672000000000001,0.54092,0.51413,0.534903,0.503787,0.50797,0.518941,0.540043,0.5287390000000001,0.531043,0.64817,0.579496,0.563113,0.588773,0.571099,0.574254,0.664672,0.54092,0.51413,0.534903,0.503787,0.50797,0.518941,0.540043,0.5287390000000001,0.531043,0.64817,0.525014,0.527193,0.535622,0.47808,0.539995,0.617907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05448200000000003,0.03591999999999995,0.05315099999999995,0.09301900000000002,0.03425900000000004,0.046765000000000057
682823,26124,8954df86d7174886b81600ffc1abd270,26124,0.125936,0.136552,0.010616000000000014,0.42591,0.535977,0.510971,0.4431850000000001,0.456684,0.330704,0.303363,0.417239,0.45172299999999993,0.538474,0.674366,0.5861930000000001,0.50029,0.5427270000000001,0.7017399999999999,0.586695,0.42591,0.535977,0.510971,0.4431850000000001,0.456684,0.330704,0.303363,0.417239,0.45172299999999993,0.585902,0.674366,0.5861930000000001,0.50029,0.5427270000000001,0.7017399999999999,0.586695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047428000000000026,0.0,0.0,0.0,0.0,0.0,0.0
693008,35945,b95f4dbfe2664ce79736a690ebff0d1f,35945,0.176639,0.16676,0.009878999999999999,0.593513,0.520191,0.52582,0.569005,0.493631,0.51867,0.512269,0.580817,0.5869989999999999,0.586548,0.498142,0.461221,0.338514,0.621065,0.636522,0.496472,0.593513,0.520191,0.52582,0.569005,0.493631,0.51867,0.512269,0.580817,0.5869989999999999,0.5678479999999999,0.498142,0.461221,0.338514,0.621065,0.636522,0.496472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01870000000000005,0.0,0.0,0.0,0.0,0.0,0.0
708389,48118,0998a3fc286642cf88c21f76be0a5a56,48118,0.151986,0.142885,0.009100999999999998,0.519567,0.56004,0.538507,0.54108,0.498468,0.462601,0.502249,0.566164,0.578314,0.587291,0.561609,0.5218189999999999,0.537226,0.5487390000000001,0.499074,0.531612,0.519567,0.56004,0.538507,0.54108,0.498468,0.462601,0.502249,0.566164,0.578314,0.564365,0.561609,0.5218189999999999,0.537226,0.5487390000000001,0.499074,0.531612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022926000000000002,0.0,0.0,0.0,0.0,0.0,0.0
709224,48878,be2d0df64d3a40bca27550e24d3876d4,48878,0.080573,0.071617,0.008956000000000006,0.5190319999999999,0.548884,0.550628,0.555527,0.539316,0.497491,0.496808,0.5190319999999999,0.5249520000000001,0.602664,0.42151400000000006,0.49087,0.444615,0.4162729999999999,0.650278,0.457382,0.5190319999999999,0.548884,0.550628,0.555527,0.539316,0.497491,0.496808,0.5190319999999999,0.5249520000000001,0.529622,0.42151400000000006,0.49087,0.444615,0.4162729999999999,0.650278,0.457382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07304199999999994,0.0,0.0,0.0,0.0,0.0,0.0
712688,52425,3c437aeae0334902a4529410a41fb311,52425,0.219778,0.210836,0.008942000000000005,0.600788,0.6108439999999999,0.529257,0.603292,0.599078,0.588064,0.6214310000000001,0.66814,0.6692229999999999,0.542227,0.566176,0.563113,0.56338,0.55614,0.562419,0.579973,0.600788,0.6108439999999999,0.529257,0.603292,0.599078,0.588064,0.6214310000000001,0.66814,0.6692229999999999,0.5201279999999999,0.566176,0.563113,0.56338,0.55614,0.562419,0.579973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02209900000000009,0.0,0.0,0.0,0.0,0.0,0.0
715018,54804,8347f75042f4450dbce992a4c646d2e8,54804,0.083834,0.09276,0.00892599999999999,0.481755,0.42913,0.5034029999999999,0.530702,0.521161,0.463143,0.499538,0.517604,0.559891,0.544258,0.467695,0.547519,0.4164270000000001,0.468884,0.5179,0.468793,0.481755,0.42913,0.5034029999999999,0.530702,0.521161,0.463143,0.499538,0.517604,0.559891,0.582175,0.467695,0.547519,0.4164270000000001,0.468884,0.5179,0.468793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03791699999999998,0.0,0.0,0.0,0.0,0.0,0.0
687480,30479,e4d7f4565ca5487a95c4cd0f9d26b317,30479,0.176555,0.167819,0.008735999999999994,0.508547,0.46811,0.515688,0.491916,0.472158,0.409646,0.415633,0.500222,0.570604,0.578854,0.612532,0.565606,0.451616,0.552346,0.6281720000000001,0.6298199999999999,0.508547,0.46811,0.515688,0.491916,0.472158,0.409646,0.415633,0.500222,0.570604,0.555937,0.612532,0.565606,0.451616,0.552346,0.6281720000000001,0.6298199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022916999999999965,0.0,0.0,0.0,0.0,0.0,0.0
665407,8603,6054b7ffd03a42d8ab4fc2f1cdbc5fad,8603,0.11735,0.108761,0.008589,0.646302,0.549797,0.520103,0.5767899999999999,0.599625,0.7070029999999999,0.746015,0.62343,0.624291,0.582429,0.6322439999999999,0.5603640000000001,0.471342,0.507664,0.6108279999999999,0.5079140000000001,0.646302,0.549797,0.520103,0.5767899999999999,0.599625,0.7070029999999999,0.746015,0.62343,0.624291,0.534184,0.6322439999999999,0.5603640000000001,0.471342,0.507664,0.6108279999999999,0.5079140000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04824499999999998,0.0,0.0,0.0,0.0,0.0,0.0
714211,53948,33d7877bf2ce49a58e14000472d614f6,53948,0.129027,0.1205,0.008527000000000007,0.6269279999999999,0.470681,0.53045,0.557326,0.563539,0.6515270000000001,0.7115100000000001,0.620516,0.620466,0.584441,0.465778,0.519729,0.43842700000000007,0.519899,0.480771,0.441276,0.6269279999999999,0.470681,0.53045,0.557326,0.563539,0.6515270000000001,0.7115100000000001,0.620516,0.620466,0.56596,0.465778,0.519729,0.43842700000000007,0.519899,0.480771,0.441276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01848099999999997,0.0,0.0,0.0,0.0,0.0,0.0
714579,54324,7bee886288ba4796812075750f8bb7cf,54324,0.07478,0.083266,0.008486000000000007,0.432559,0.557041,0.4796760000000001,0.402221,0.491014,0.34507,0.361283,0.43174,0.481339,0.546401,0.581759,0.54724,0.46774799999999994,0.519467,0.6443989999999999,0.581353,0.432559,0.557041,0.4796760000000001,0.402221,0.491014,0.34507,0.361283,0.43174,0.481339,0.594008,0.581759,0.54724,0.46774799999999994,0.519467,0.6443989999999999,0.581353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047606999999999955,0.0,0.0,0.0,0.0,0.0,0.0
665440,8636,264c0212db00473b8caa22d59c21ff8b,8636,0.174801,0.166501,0.008300000000000002,0.572129,0.548809,0.545734,0.538832,0.611518,0.626599,0.665365,0.56887,0.5919409999999999,0.61915,0.5933609999999999,0.538506,0.586904,0.5665520000000001,0.628613,0.541928,0.572129,0.548809,0.545734,0.538832,0.611518,0.626599,0.665365,0.56887,0.5919409999999999,0.552027,0.5933609999999999,0.538506,0.586904,0.5665520000000001,0.628613,0.541928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06712299999999993,0.0,0.0,0.0,0.0,0.0,0.0
700486,513,4f8d4f7bcbe541ab99403d9aa11a3a1c,513,0.116625,0.124925,0.008299999999999988,0.62964,0.561724,0.6353979999999999,0.574802,0.487691,0.6145510000000001,0.612546,0.595651,0.605954,0.555516,0.522672,0.563113,0.5090680000000001,0.514332,0.530263,0.525844,0.62964,0.561724,0.6353979999999999,0.574802,0.487691,0.6145510000000001,0.612546,0.595651,0.605954,0.5785239999999999,0.522672,0.563113,0.5090680000000001,0.514332,0.530263,0.525844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023007999999999917,0.0,0.0,0.0,0.0,0.0,0.0
711979,51969,b39dffd3a5a74308b83e1a6ddf96c38e,51969,0.055767,0.063872,0.008105000000000001,0.365901,0.559253,0.337269,0.473118,0.513756,0.295721,0.300205,0.406343,0.457678,0.5448689999999999,0.449221,0.507232,0.379024,0.5036609999999999,0.461031,0.354143,0.365901,0.559253,0.337269,0.473118,0.513756,0.295721,0.300205,0.406343,0.457678,0.591123,0.449221,0.507232,0.379024,0.5036609999999999,0.461031,0.354143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04625400000000002,0.0,0.0,0.0,0.0,0.0,0.0
704505,2762,f6d2a5f576cd4553a6ecbf68d69f076a,2762,0.221913,0.21393,0.00798299999999999,0.541562,0.536551,0.5428229999999999,0.543617,0.559394,0.483193,0.481133,0.546664,0.5563939999999999,0.583056,0.612437,0.634545,0.498342,0.510446,0.6881,0.551329,0.541562,0.536551,0.5428229999999999,0.543617,0.559394,0.483193,0.481133,0.546664,0.5563939999999999,0.5720689999999999,0.612437,0.634545,0.498342,0.510446,0.6881,0.551329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098700000000008,0.0,0.0,0.0,0.0,0.0,0.0
708687,48424,39803a22fc934e36b8a390d599443d78,48424,0.06283,0.070793,0.007962999999999998,0.566437,0.539643,0.47989,0.6452640000000001,0.464225,0.425554,0.448275,0.56887,0.593222,0.544366,0.422048,0.383531,0.400948,0.4701,0.41784399999999994,0.350985,0.566437,0.539643,0.47989,0.6452640000000001,0.464225,0.425554,0.448275,0.56887,0.593222,0.5823,0.422048,0.383531,0.400948,0.4701,0.41784399999999994,0.350985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03793400000000002,0.0,0.0,0.0,0.0,0.0,0.0
705907,45870,c2c54111b12d49a087053374973ca871,45870,0.077574,0.069624,0.007949999999999999,0.5401239999999999,0.573106,0.559537,0.5469729999999999,0.415516,0.458443,0.484424,0.494924,0.503307,0.581906,0.480254,0.48534399999999994,0.539593,0.480808,0.555606,0.48175200000000007,0.5401239999999999,0.573106,0.559537,0.5469729999999999,0.415516,0.458443,0.484424,0.494924,0.503307,0.557246,0.480254,0.48534399999999994,0.539593,0.480808,0.555606,0.48175200000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024660000000000015,0.0,0.0,0.0,0.0,0.0,0.0
694163,37189,8ef7b6633a9347459b175a25d9274a6a,37189,0.125431,0.1177,0.007730999999999988,0.5601079999999999,0.560385,0.611412,0.5536949999999999,0.555813,0.465959,0.464762,0.545967,0.5494939999999999,0.63665,0.505115,0.5054029999999999,0.5991,0.523139,0.522255,0.516868,0.5601079999999999,0.560385,0.611412,0.5536949999999999,0.555813,0.465959,0.464762,0.545967,0.5494939999999999,0.54814,0.505115,0.5054029999999999,0.5991,0.523139,0.522255,0.516868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08851000000000009,0.0,0.0,0.0,0.0,0.0,0.0
684327,27111,82e9311b7c47492d873ba779a0cccbfc,27111,0.09401,0.086339,0.007670999999999997,0.385873,0.477808,0.387123,0.442163,0.44250200000000006,0.37207,0.344007,0.489209,0.5213399999999999,0.553377,0.579496,0.563113,0.588773,0.571099,0.574254,0.664672,0.385873,0.477808,0.387123,0.442163,0.44250200000000006,0.37207,0.344007,0.489209,0.5213399999999999,0.557926,0.460858,0.408824,0.305278,0.521582,0.449715,0.446731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004549000000000025,0.11863800000000002,0.15428899999999995,0.283495,0.04951700000000003,0.12453900000000007,0.21794100000000005
