hour_bin,pt_quintile,rolling_avg_pickups
2024-01-02 00:00:00,1,1185.8
2024-01-02 00:00:00,2,934.64
2024-01-02 00:00:00,3,334.08
2024-01-02 00:00:00,4,113.84
2024-01-02 01:00:00,0,669.1923076923077
2024-01-02 01:00:00,1,1148.6153846153845
2024-01-02 01:00:00,2,902.9230769230769
2024-01-02 01:00:00,3,322.1923076923077
2024-01-02 01:00:00,4,110.0
2024-01-02 02:00:00,0,645.6296296296297
2024-01-02 02:00:00,1,1110.962962962963
2024-01-02 02:00:00,2,871.2962962962963
2024-01-02 02:00:00,3,310.8888888888889
2024-01-02 02:00:00,4,106.25925925925925
2024-01-02 03:00:00,0,623.75
2024-01-02 03:00:00,1,1076.8214285714287
2024-01-02 03:00:00,2,841.0714285714286
2024-01-02 03:00:00,3,300.32142857142856
2024-01-02 03:00:00,4,102.67857142857143
2024-01-02 04:00:00,0,604.1034482758621
2024-01-02 04:00:00,1,1044.1724137931035
2024-01-02 04:00:00,2,813.6206896551724
2024-01-02 04:00:00,3,291.2413793103448
2024-01-02 04:00:00,4,99.75862068965517
2024-01-02 05:00:00,0,587.5333333333333
2024-01-02 05:00:00,1,1021.5
2024-01-02 05:00:00,2,788.8666666666667
2024-01-02 05:00:00,3,283.56666666666666
2024-01-02 05:00:00,4,97.6
2024-01-02 06:00:00,0,576.3225806451613
2024-01-02 06:00:00,1,1010.8709677419355
2024-01-02 06:00:00,2,770.9677419354839
2024-01-02 06:00:00,3,280.9032258064516
2024-01-02 06:00:00,4,96.93548387096774
2024-01-02 07:00:00,0,574.4375
2024-01-02 07:00:00,1,1016.09375
2024-01-02 07:00:00,2,765.84375
2024-01-02 07:00:00,3,285.09375
2024-01-02 07:00:00,4,98.875
2024-01-02 08:00:00,0,581.0
2024-01-02 08:00:00,1,1023.030303030303
2024-01-02 08:00:00,2,769.2424242424242
2024-01-02 08:00:00,3,291.0
2024-01-02 08:00:00,4,100.0
2024-01-02 09:00:00,0,593.3235294117648
2024-01-02 09:00:00,1,1032.2941176470588
2024-01-02 09:00:00,2,776.0882352941177
2024-01-02 09:00:00,3,296.20588235294116
2024-01-02 09:00:00,4,100.32352941176471
2024-01-02 10:00:00,0,608.4857142857143
2024-01-02 10:00:00,1,1043.0285714285715
2024-01-02 10:00:00,2,784.0571428571428
2024-01-02 10:00:00,3,300.1142857142857
2024-01-02 10:00:00,4,101.31428571428572
2024-01-02 11:00:00,0,627.6111111111111
2024-01-02 11:00:00,1,1054.2222222222222
2024-01-02 11:00:00,2,796.1666666666666
2024-01-02 11:00:00,3,303.6666666666667
2024-01-02 11:00:00,4,102.19444444444444
2024-01-02 12:00:00,0,645.4594594594595
2024-01-02 12:00:00,1,1066.0
2024-01-02 12:00:00,2,809.8108108108108
2024-01-02 12:00:00,3,306.7837837837838
2024-01-02 12:00:00,4,102.75675675675676
2024-01-02 13:00:00,0,662.3421052631579
2024-01-02 13:00:00,1,1080.9736842105262
2024-01-02 13:00:00,2,821.3947368421053
2024-01-02 13:00:00,3,310.7894736842105
2024-01-02 13:00:00,4,103.5
2024-01-02 14:00:00,0,682.1025641025641
2024-01-02 14:00:00,1,1095.820512820513
2024-01-02 14:00:00,2,837.4615384615385
2024-01-02 14:00:00,3,315.5897435897436
2024-01-02 14:00:00,4,104.23076923076923
2024-01-02 15:00:00,0,700.625
2024-01-02 15:00:00,1,1113.4
2024-01-02 15:00:00,2,855.25
2024-01-02 15:00:00,3,319.275
2024-01-02 15:00:00,4,104.8
2024-01-02 16:00:00,0,718.0487804878048
2024-01-02 16:00:00,1,1128.2926829268292
2024-01-02 16:00:00,2,871.4634146341464
2024-01-02 16:00:00,3,322.4390243902439
2024-01-02 16:00:00,4,105.82926829268293
2024-01-02 17:00:00,0,738.3809523809524
2024-01-02 17:00:00,1,1146.4761904761904
2024-01-02 17:00:00,2,885.1428571428571
2024-01-02 17:00:00,3,324.64285714285717
2024-01-02 17:00:00,4,106.07142857142857
2024-01-02 18:00:00,0,758.3023255813954
2024-01-02 18:00:00,1,1161.8372093023256
2024-01-02 18:00:00,2,895.0232558139535
2024-01-02 18:00:00,3,326.25581395348837
2024-01-02 18:00:00,4,105.51162790697674
2024-01-02 19:00:00,0,766.2727272727273
2024-01-02 19:00:00,1,1173.2954545454545
2024-01-02 19:00:00,2,899.2272727272727
2024-01-02 19:00:00,3,325.77272727272725
2024-01-02 19:00:00,4,104.88636363636364
2024-01-02 20:00:00,0,767.9333333333333
2024-01-02 20:00:00,1,1180.0666666666666
2024-01-02 20:00:00,2,900.3777777777777
2024-01-02 20:00:00,3,323.6666666666667
2024-01-02 20:00:00,4,104.15555555555555
2024-01-02 21:00:00,0,768.8260869565217
2024-01-02 21:00:00,1,1194.3695652173913
2024-01-02 21:00:00,2,897.7173913043479
2024-01-02 21:00:00,3,319.89130434782606
2024-01-02 21:00:00,4,102.93478260869566
2024-01-02 22:00:00,0,763.4255319148937
2024-01-02 22:00:00,1,1195.595744680851
2024-01-02 22:00:00,2,894.7446808510638
2024-01-02 22:00:00,3,316.6595744680851
2024-01-02 22:00:00,4,102.08510638297872
2024-01-02 23:00:00,0,754.0416666666666
2024-01-02 23:00:00,1,1191.0208333333333
2024-01-02 23:00:00,2,886.7916666666666
2024-01-02 23:00:00,3,312.0833333333333
2024-01-02 23:00:00,4,100.85416666666667
2024-01-03 00:00:00,0,742.2244897959183
2024-01-03 00:00:00,1,1179.6938775510205
2024-01-03 00:00:00,2,874.6326530612245
2024-01-03 00:00:00,3,306.9591836734694
2024-01-03 00:00:00,4,99.46938775510205
2024-01-03 01:00:00,0,728.86
2024-01-03 01:00:00,1,1160.98
2024-01-03 01:00:00,2,859.24
2024-01-03 01:00:00,3,301.42
2024-01-03 01:00:00,4,97.6
2024-01-03 02:00:00,0,715.5686274509804
2024-01-03 02:00:00,1,1140.6470588235295
2024-01-03 02:00:00,2,843.9019607843137
2024-01-03 02:00:00,3,295.96078431372547
2024-01-03 02:00:00,4,95.96078431372548
2024-01-03 03:00:00,0,702.4807692307693
2024-01-03 03:00:00,1,1120.6346153846155
2024-01-03 03:00:00,2,828.3076923076923
2024-01-03 03:00:00,3,290.59615384615387
2024-01-03 03:00:00,4,94.21153846153847
2024-01-03 04:00:00,0,690.1698113207547
2024-01-03 04:00:00,1,1101.4716981132076
2024-01-03 04:00:00,2,813.4716981132076
2024-01-03 04:00:00,3,285.62264150943395
2024-01-03 04:00:00,4,92.75471698113208
2024-01-03 05:00:00,0,679.2777777777778
2024-01-03 05:00:00,1,1087.4259259259259
2024-01-03 05:00:00,2,799.7037037037037
2024-01-03 05:00:00,3,281.3888888888889
2024-01-03 05:00:00,4,92.0
2024-01-03 06:00:00,0,671.1454545454545
2024-01-03 06:00:00,1,1081.2363636363636
2024-01-03 06:00:00,2,789.0
2024-01-03 06:00:00,3,279.8545454545455
2024-01-03 06:00:00,4,91.6
2024-01-03 07:00:00,0,668.6964285714286
2024-01-03 07:00:00,1,1079.4464285714287
2024-01-03 07:00:00,2,785.8392857142857
2024-01-03 07:00:00,3,281.8392857142857
2024-01-03 07:00:00,4,91.75
2024-01-03 08:00:00,0,672.4912280701755
2024-01-03 08:00:00,1,1082.0877192982457
2024-01-03 08:00:00,2,788.578947368421
2024-01-03 08:00:00,3,287.0877192982456
2024-01-03 08:00:00,4,92.45614035087719
2024-01-03 09:00:00,0,679.6551724137931
2024-01-03 09:00:00,1,1085.5862068965516
2024-01-03 09:00:00,2,796.5344827586207
2024-01-03 09:00:00,3,291.7586206896552
2024-01-03 09:00:00,4,93.06896551724138
2024-01-03 10:00:00,0,688.728813559322
2024-01-03 10:00:00,1,1090.7118644067796
2024-01-03 10:00:00,2,803.2203389830509
2024-01-03 10:00:00,3,294.77966101694915
2024-01-03 10:00:00,4,93.64406779661017
2024-01-03 11:00:00,0,699.3666666666667
2024-01-03 11:00:00,1,1097.05
2024-01-03 11:00:00,2,810.95
2024-01-03 11:00:00,3,298.1333333333333
2024-01-03 11:00:00,4,94.78333333333333
2024-01-03 12:00:00,0,711.4918032786885
2024-01-03 12:00:00,1,1104.27868852459
2024-01-03 12:00:00,2,819.5737704918033
2024-01-03 12:00:00,3,301.8360655737705
2024-01-03 12:00:00,4,95.60655737704919
2024-01-03 13:00:00,0,724.5
2024-01-03 13:00:00,1,1114.5967741935483
2024-01-03 13:00:00,2,828.6451612903226
2024-01-03 13:00:00,3,304.85483870967744
2024-01-03 13:00:00,4,96.30645161290323
2024-01-03 14:00:00,0,738.7619047619048
2024-01-03 14:00:00,1,1124.4126984126983
2024-01-03 14:00:00,2,840.3968253968254
2024-01-03 14:00:00,3,308.3174603174603
2024-01-03 14:00:00,4,97.06349206349206
2024-01-03 15:00:00,0,752.984375
2024-01-03 15:00:00,1,1136.84375
2024-01-03 15:00:00,2,850.296875
2024-01-03 15:00:00,3,310.71875
2024-01-03 15:00:00,4,97.46875
2024-01-03 16:00:00,0,766.3076923076923
2024-01-03 16:00:00,1,1150.3384615384616
2024-01-03 16:00:00,2,860.0923076923077
2024-01-03 16:00:00,3,312.7230769230769
2024-01-03 16:00:00,4,98.03076923076924
2024-01-03 17:00:00,0,781.4545454545455
2024-01-03 17:00:00,1,1161.5454545454545
2024-01-03 17:00:00,2,869.3333333333334
2024-01-03 17:00:00,3,314.8030303030303
2024-01-03 17:00:00,4,98.8030303030303
2024-01-03 18:00:00,0,797.4477611940298
2024-01-03 18:00:00,1,1173.6716417910447
2024-01-03 18:00:00,2,877.2835820895523
2024-01-03 18:00:00,3,317.05970149253733
2024-01-03 18:00:00,4,98.88059701492537
2024-01-03 19:00:00,0,807.8676470588235
2024-01-03 19:00:00,1,1184.764705882353
2024-01-03 19:00:00,2,882.1617647058823
2024-01-03 19:00:00,3,317.1764705882353
2024-01-03 19:00:00,4,98.6470588235294
2024-01-03 20:00:00,0,813.5072463768116
2024-01-03 20:00:00,1,1193.231884057971
2024-01-03 20:00:00,2,885.1449275362319
2024-01-03 20:00:00,3,316.1159420289855
2024-01-03 20:00:00,4,98.28985507246377
2024-01-03 21:00:00,0,816.6714285714286
2024-01-03 21:00:00,1,1200.5142857142857
2024-01-03 21:00:00,2,885.7428571428571
2024-01-03 21:00:00,3,315.0285714285714
2024-01-03 21:00:00,4,97.41428571428571
2024-01-03 22:00:00,0,814.5633802816901
2024-01-03 22:00:00,1,1206.8450704225352
2024-01-03 22:00:00,2,883.0140845070423
2024-01-03 22:00:00,3,313.09859154929575
2024-01-03 22:00:00,4,96.71830985915493
2024-01-03 23:00:00,0,809.2916666666666
2024-01-03 23:00:00,1,1207.3055555555557
2024-01-03 23:00:00,2,879.8194444444445
2024-01-03 23:00:00,3,310.30555555555554
2024-01-03 23:00:00,4,95.81944444444444
2024-01-04 00:00:00,0,800.5068493150685
2024-01-04 00:00:00,1,1198.4657534246576
2024-01-04 00:00:00,2,872.068493150685
2024-01-04 00:00:00,3,307.0821917808219
2024-01-04 00:00:00,4,94.95890410958904
2024-01-04 01:00:00,0,790.8108108108108
2024-01-04 01:00:00,1,1185.8783783783783
2024-01-04 01:00:00,2,862.0405405405405
2024-01-04 01:00:00,3,303.5
2024-01-04 01:00:00,4,93.83783783783784
2024-01-04 02:00:00,0,780.9066666666666
2024-01-04 02:00:00,1,1172.3866666666668
2024-01-04 02:00:00,2,851.52
2024-01-04 02:00:00,3,299.76
2024-01-04 02:00:00,4,92.78666666666666
2024-01-04 03:00:00,0,770.9605263157895
2024-01-04 03:00:00,1,1159.171052631579
2024-01-04 03:00:00,2,840.9342105263158
2024-01-04 03:00:00,3,296.11842105263156
2024-01-04 03:00:00,4,91.64473684210526
2024-01-04 04:00:00,0,761.6363636363636
2024-01-04 04:00:00,1,1145.4675324675325
2024-01-04 04:00:00,2,830.5194805194806
2024-01-04 04:00:00,3,292.7142857142857
2024-01-04 04:00:00,4,90.74025974025975
2024-01-04 05:00:00,0,753.1410256410256
2024-01-04 05:00:00,1,1134.371794871795
2024-01-04 05:00:00,2,820.8333333333334
2024-01-04 05:00:00,3,289.85897435897436
2024-01-04 05:00:00,4,90.02564102564102
2024-01-04 06:00:00,0,746.8607594936709
2024-01-04 06:00:00,1,1128.4177215189873
2024-01-04 06:00:00,2,813.7594936708861
2024-01-04 06:00:00,3,288.69620253164555
2024-01-04 06:00:00,4,89.9493670886076
2024-01-04 07:00:00,0,744.3
2024-01-04 07:00:00,1,1126.6625
2024-01-04 07:00:00,2,811.3875
2024-01-04 07:00:00,3,290.075
2024-01-04 07:00:00,4,90.4625
2024-01-04 08:00:00,0,746.1851851851852
2024-01-04 08:00:00,1,1129.2345679012346
2024-01-04 08:00:00,2,814.0987654320987
2024-01-04 08:00:00,3,293.4938271604938
2024-01-04 08:00:00,4,90.8395061728395
2024-01-04 09:00:00,0,751.4268292682926
2024-01-04 09:00:00,1,1132.060975609756
2024-01-04 09:00:00,2,819.4268292682926
2024-01-04 09:00:00,3,296.780487804878
2024-01-04 09:00:00,4,91.17073170731707
2024-01-04 10:00:00,0,758.1204819277109
2024-01-04 10:00:00,1,1135.8192771084337
2024-01-04 10:00:00,2,825.3132530120482
2024-01-04 10:00:00,3,299.56626506024094
2024-01-04 10:00:00,4,91.6867469879518
2024-01-04 11:00:00,0,766.1666666666666
2024-01-04 11:00:00,1,1140.095238095238
2024-01-04 11:00:00,2,830.2380952380952
2024-01-04 11:00:00,3,302.1547619047619
2024-01-04 11:00:00,4,92.42857142857143
2024-01-04 12:00:00,0,775.2705882352941
2024-01-04 12:00:00,1,1145.0235294117647
2024-01-04 12:00:00,2,838.1647058823529
2024-01-04 12:00:00,3,304.4470588235294
2024-01-04 12:00:00,4,93.08235294117647
2024-01-04 13:00:00,0,783.7325581395348
2024-01-04 13:00:00,1,1150.6627906976744
2024-01-04 13:00:00,2,846.9651162790698
2024-01-04 13:00:00,3,306.8255813953488
2024-01-04 13:00:00,4,93.59302325581395
2024-01-04 14:00:00,0,794.5862068965517
2024-01-04 14:00:00,1,1158.7701149425288
2024-01-04 14:00:00,2,857.7471264367816
2024-01-04 14:00:00,3,309.1264367816092
2024-01-04 14:00:00,4,94.0919540229885
2024-01-04 15:00:00,0,805.8863636363636
2024-01-04 15:00:00,1,1169.9545454545455
2024-01-04 15:00:00,2,873.9318181818181
2024-01-04 15:00:00,3,313.90909090909093
2024-01-04 15:00:00,4,94.80681818181819
2024-01-04 16:00:00,0,817.5505617977528
2024-01-04 16:00:00,1,1182.943820224719
2024-01-04 16:00:00,2,889.9213483146067
2024-01-04 16:00:00,3,320.1573033707865
2024-01-04 16:00:00,4,95.92134831460675
2024-01-04 17:00:00,0,831.2777777777778
2024-01-04 17:00:00,1,1199.4555555555555
2024-01-04 17:00:00,2,908.7444444444444
2024-01-04 17:00:00,3,326.8888888888889
2024-01-04 17:00:00,4,97.24444444444444
2024-01-04 18:00:00,0,847.7912087912088
2024-01-04 18:00:00,1,1217.4615384615386
2024-01-04 18:00:00,2,925.054945054945
2024-01-04 18:00:00,3,333.0769230769231
2024-01-04 18:00:00,4,97.97802197802197
2024-01-04 19:00:00,0,858.5869565217391
2024-01-04 19:00:00,1,1232.75
2024-01-04 19:00:00,2,936.3152173913044
2024-01-04 19:00:00,3,336.0978260869565
2024-01-04 19:00:00,4,98.06521739130434
2024-01-04 20:00:00,0,865.6236559139785
2024-01-04 20:00:00,1,1245.8817204301076
2024-01-04 20:00:00,2,945.4731182795699
2024-01-04 20:00:00,3,337.55913978494624
2024-01-04 20:00:00,4,98.12903225806451
2024-01-04 21:00:00,0,871.063829787234
2024-01-04 21:00:00,1,1260.3936170212767
2024-01-04 21:00:00,2,958.2021276595744
2024-01-04 21:00:00,3,338.51063829787233
2024-01-04 21:00:00,4,97.8936170212766
2024-01-04 22:00:00,0,871.5894736842105
2024-01-04 22:00:00,1,1271.0210526315789
2024-01-04 22:00:00,2,966.9684210526316
2024-01-04 22:00:00,3,338.93684210526317
2024-01-04 22:00:00,4,97.54736842105264
2024-01-04 23:00:00,0,869.2708333333334
2024-01-04 23:00:00,1,1273.125
2024-01-04 23:00:00,2,966.6041666666666
2024-01-04 23:00:00,3,337.8333333333333
2024-01-04 23:00:00,4,97.16666666666667
2024-01-05 00:00:00,0,863.4536082474227
2024-01-05 00:00:00,1,1268.9690721649486
2024-01-05 00:00:00,2,961.7319587628866
2024-01-05 00:00:00,3,335.680412371134
2024-01-05 00:00:00,4,96.47422680412372
2024-01-05 01:00:00,0,855.9591836734694
2024-01-05 01:00:00,1,1260.530612244898
2024-01-05 01:00:00,2,954.8265306122449
2024-01-05 01:00:00,3,332.8673469387755
2024-01-05 01:00:00,4,95.63265306122449
2024-01-05 02:00:00,0,848.1717171717172
2024-01-05 02:00:00,1,1250.171717171717
2024-01-05 02:00:00,2,946.7777777777778
2024-01-05 02:00:00,3,329.93939393939394
2024-01-05 02:00:00,4,94.68686868686869
2024-01-05 03:00:00,0,840.13
2024-01-05 03:00:00,1,1239.56
2024-01-05 03:00:00,2,938.3
2024-01-05 03:00:00,3,326.98
2024-01-05 03:00:00,4,93.87
2024-01-05 04:00:00,0,832.2079207920792
2024-01-05 04:00:00,1,1228.3069306930693
2024-01-05 04:00:00,2,929.6039603960396
2024-01-05 04:00:00,3,323.990099009901
2024-01-05 04:00:00,4,93.12871287128714
2024-01-05 05:00:00,0,825.0392156862745
2024-01-05 05:00:00,1,1219.049019607843
2024-01-05 05:00:00,2,921.4117647058823
2024-01-05 05:00:00,3,321.7450980392157
2024-01-05 05:00:00,4,92.68627450980392
2024-01-05 06:00:00,0,819.7961165048544
2024-01-05 06:00:00,1,1213.5922330097087
2024-01-05 06:00:00,2,915.495145631068
2024-01-05 06:00:00,3,321.31067961165047
2024-01-05 06:00:00,4,92.66019417475728
2024-01-05 07:00:00,0,817.25
2024-01-05 07:00:00,1,1211.1538461538462
2024-01-05 07:00:00,2,914.7115384615385
2024-01-05 07:00:00,3,323.3076923076923
2024-01-05 07:00:00,4,93.25961538461539
2024-01-05 08:00:00,0,817.1047619047619
2024-01-05 08:00:00,1,1210.7428571428572
2024-01-05 08:00:00,2,917.9904761904762
2024-01-05 08:00:00,3,327.6666666666667
2024-01-05 08:00:00,4,94.26666666666667
2024-01-05 09:00:00,0,819.3584905660377
2024-01-05 09:00:00,1,1212.9056603773586
2024-01-05 09:00:00,2,923.4433962264151
2024-01-05 09:00:00,3,331.5943396226415
2024-01-05 09:00:00,4,94.47169811320755
2024-01-05 10:00:00,0,823.1308411214953
2024-01-05 10:00:00,1,1215.7102803738317
2024-01-05 10:00:00,2,929.2803738317757
2024-01-05 10:00:00,3,335.14953271028037
2024-01-05 10:00:00,4,95.14953271028037
2024-01-05 11:00:00,0,828.675925925926
2024-01-05 11:00:00,1,1217.9814814814815
2024-01-05 11:00:00,2,935.6944444444445
2024-01-05 11:00:00,3,338.51851851851853
2024-01-05 11:00:00,4,95.62962962962963
2024-01-05 12:00:00,0,834.9633027522935
2024-01-05 12:00:00,1,1221.1009174311926
2024-01-05 12:00:00,2,942.4036697247707
2024-01-05 12:00:00,3,341.8073394495413
2024-01-05 12:00:00,4,96.09174311926606
2024-01-05 13:00:00,0,841.6909090909091
2024-01-05 13:00:00,1,1225.6727272727273
2024-01-05 13:00:00,2,950.1727272727272
2024-01-05 13:00:00,3,344.44545454545454
2024-01-05 13:00:00,4,96.43636363636364
2024-01-05 14:00:00,0,849.1441441441441
2024-01-05 14:00:00,1,1231.6486486486488
2024-01-05 14:00:00,2,958.7387387387388
2024-01-05 14:00:00,3,347.5315315315315
2024-01-05 14:00:00,4,96.87387387387388
2024-01-05 15:00:00,0,856.7946428571429
2024-01-05 15:00:00,1,1238.5
2024-01-05 15:00:00,2,968.8839285714286
2024-01-05 15:00:00,3,350.89285714285717
2024-01-05 15:00:00,4,97.57142857142857
2024-01-05 16:00:00,0,864.4601769911504
2024-01-05 16:00:00,1,1246.1946902654868
2024-01-05 16:00:00,2,978.7345132743363
2024-01-05 16:00:00,3,353.78761061946904
2024-01-05 16:00:00,4,98.69911504424779
2024-01-05 17:00:00,0,873.8070175438596
2024-01-05 17:00:00,1,1255.7543859649122
2024-01-05 17:00:00,2,990.578947368421
2024-01-05 17:00:00,3,358.0
2024-01-05 17:00:00,4,99.28070175438596
2024-01-05 18:00:00,0,883.2434782608696
2024-01-05 18:00:00,1,1265.6173913043478
2024-01-05 18:00:00,2,1002.3217391304348
2024-01-05 18:00:00,3,362.44347826086954
2024-01-05 18:00:00,4,99.8
2024-01-05 19:00:00,0,889.7931034482758
2024-01-05 19:00:00,1,1273.7327586206898
2024-01-05 19:00:00,2,1010.1637931034483
2024-01-05 19:00:00,3,364.5258620689655
2024-01-05 19:00:00,4,99.90517241379311
2024-01-05 20:00:00,0,891.8717948717949
2024-01-05 20:00:00,1,1279.4957264957266
2024-01-05 20:00:00,2,1015.7264957264957
2024-01-05 20:00:00,3,365.4273504273504
2024-01-05 20:00:00,4,99.71794871794872
2024-01-05 21:00:00,0,893.4067796610169
2024-01-05 21:00:00,1,1286.5762711864406
2024-01-05 21:00:00,2,1021.9491525423729
2024-01-05 21:00:00,3,365.77966101694915
2024-01-05 21:00:00,4,99.47457627118644
2024-01-05 22:00:00,0,894.6302521008404
2024-01-05 22:00:00,1,1295.109243697479
2024-01-05 22:00:00,2,1027.7142857142858
2024-01-05 22:00:00,3,366.1344537815126
2024-01-05 22:00:00,4,99.21008403361344
2024-01-05 23:00:00,0,893.1833333333333
2024-01-05 23:00:00,1,1300.05
2024-01-05 23:00:00,2,1033.4916666666666
2024-01-05 23:00:00,3,365.53333333333336
2024-01-05 23:00:00,4,98.88333333333334
2024-01-06 00:00:00,0,889.7520661157025
2024-01-06 00:00:00,1,1301.4545454545455
2024-01-06 00:00:00,2,1036.9256198347107
2024-01-06 00:00:00,3,364.8264462809917
2024-01-06 00:00:00,4,98.37190082644628
2024-01-06 01:00:00,0,884.7868852459017
2024-01-06 01:00:00,1,1298.6967213114754
2024-01-06 01:00:00,2,1039.311475409836
2024-01-06 01:00:00,3,363.2049180327869
2024-01-06 01:00:00,4,97.78688524590164
2024-01-06 02:00:00,0,878.9268292682926
2024-01-06 02:00:00,1,1293.918699186992
2024-01-06 02:00:00,2,1037.5853658536585
2024-01-06 02:00:00,3,361.1626016260163
2024-01-06 02:00:00,4,97.17073170731707
2024-01-06 03:00:00,0,872.75
2024-01-06 03:00:00,1,1287.7016129032259
2024-01-06 03:00:00,2,1033.024193548387
2024-01-06 03:00:00,3,358.86290322580646
2024-01-06 03:00:00,4,96.60483870967742
