entity_id,title,type,release_year,cross_media_popularity_score,normalized_popularity,temporal_proximity,genre_compatibility
movie_49133,Lamerica,movie,1994.0,0.05064987738122413,0.009657343120036604,1653,0.0
movie_26441,The Big Green,movie,1995.0,0.07405705982767688,0.04244537398660807,1906,0.0
movie_97406,Georgia,movie,1995.0,0.06735497066216947,0.029041195655593252,1906,0.0
movie_124057,Kids of the Round Table,movie,1997.0,0.060298991854832375,0.0021780252897063168,2136,0.0
movie_9089,Home for the Holidays,movie,1995.0,0.08269145266416855,0.05971415965959144,1906,0.0
movie_11010,The Postman,movie,1994.0,0.08189195392411319,0.07214149620581473,1653,0.0
movie_99040,The Confessional,movie,1995.0,0.05326256321435639,0.0008563807599671015,1906,0.0
movie_11359,The Indian in the Cupboard,movie,1995.0,0.09069603419871587,0.07572332272868607,1906,0.0
movie_17182,Eye for an Eye,movie,1996.0,0.07547449708099607,0.03358239679539478,2117,0.0
movie_2054,Mr. Holland's Opus,movie,1995.0,0.07815195780132506,0.05063516993390444,1906,0.0
movie_10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,movie,1996.0,0.10018744986003311,0.08300830235346887,2117,0.0
movie_19760,Two If by Sea,movie,1996.0,0.06639668152926563,0.015426765691933901,2117,0.0
movie_9536,Bio-Dome,movie,1996.0,0.08134161731131523,0.045316637256033084,2117,0.0
movie_11525,Lawnmower Man 2: Beyond Cyberspace,movie,1996.0,0.06753489596498735,0.01770319456337735,2117,0.0
movie_40628,Two Bits,movie,1995.0,0.06718741142700893,0.028706077185272176,1906,0.0
movie_4482,French Twist,movie,1995.0,0.061766498584302845,0.017864251499860012,1906,0.0
movie_10634,Friday,movie,1995.0,0.1045177785864517,0.1033668115041577,1906,0.0
movie_755,From Dusk Till Dawn,movie,1996.0,0.11309640347494013,0.1088262095832829,2117,0.0
movie_11859,Fair Game,movie,1995.0,0.07380682597550244,0.04194490628225919,1906,0.0
movie_28387,Kicking and Screaming,movie,1995.0,0.06477899972708273,0.023889253785419774,1906,0.0
movie_48750,Les Miserables,movie,1995.0,0.05808219966540986,0.01049565366207404,1906,0.0
movie_20927,Bed of Roses,movie,1996.0,0.09561873899505599,0.0738708806235146,2117,0.0
movie_36929,Big Bully,movie,1996.0,0.06909960869314798,0.020832620019698597,2117,0.0
movie_9102,Screamers,movie,1995.0,0.09809422405808985,0.09051970244743401,1906,0.0
movie_124626,Nico Icon,movie,1995.0,0.05330904773256415,0.0009493497963826276,1906,0.0
movie_27526,The Crossing Guard,movie,1995.0,0.07325428667143044,0.04083982767411521,1906,0.0
movie_9623,The Juror,movie,1996.0,0.08000465530984058,0.04264271325308378,2117,0.0
movie_46785,The White Balloon,movie,1995.0,0.05707762467218211,0.008486503675618545,1906,0.0
movie_400,Things to Do in Denver When You're Dead,movie,1995.0,0.06874814402471861,0.03182754238069155,1906,0.0
movie_880,Antonia's Line,movie,1995.0,0.06003582647733942,0.014402907285933153,1906,0.0
movie_146599,Once Upon a Time... When We Were Colored,movie,1996.0,0.059577958933191,0.0017893204997846259,2117,0.0
movie_188588,Last Summer in the Hamptons,movie,1995.0,0.05471829060575747,0.0037678355427692546,1906,0.0
movie_8447,Angels and Insects,movie,1995.0,0.06046678024557723,0.015264814822408778,1906,0.0
movie_10534,White Squall,movie,1996.0,0.09262622718836439,0.0678858570101314,2117,0.0
movie_17414,Dunston Checks In,movie,1996.0,0.0757628933604354,0.03415918935427343,2117,0.0
movie_13997,Black Sheep,movie,1996.0,0.09047806706645348,0.0635895367663096,2117,0.0
movie_2086,Nick of Time,movie,1995.0,0.07712845413065862,0.04858816259257156,1906,0.0
movie_61548,The Journey of August King,movie,1995.0,0.05429354825322339,0.002918350837701107,1906,0.0
movie_9095,Mary Reilly,movie,1996.0,0.10432374899454844,0.09128090062249951,2117,0.0
movie_12158,Vampire in Brooklyn,movie,1995.0,0.0850125746403815,0.06435640361201735,1906,0.0
movie_9283,Beautiful Girls,movie,1996.0,0.07525114152510218,0.03313568568360699,2117,0.0
movie_9208,Broken Arrow,movie,1996.0,0.1117429923960136,0.10611938742542984,2117,0.0
movie_40154,A Midwinter's Tale,movie,1995.0,0.05465526123155756,0.003641776794369448,1906,0.0
movie_406,La Haine,movie,1995.0,0.09578613151070603,0.0859035173526664,1906,0.0
movie_45549,Shopping,movie,1994.0,0.05524852790841689,0.018854644174422112,1653,0.0
movie_63076,Heidi Fleiss: Hollywood Madam,movie,1995.0,0.05509804187584121,0.004527338082936753,1906,0.0
movie_11062,City Hall,movie,1996.0,0.07573592638032128,0.034105255394045186,2117,0.0
movie_13685,Bottle Rocket,movie,1996.0,0.08317688313159946,0.04898716889660156,2117,0.0
movie_47475,Mr. Wrong,movie,1996.0,0.07049308358073128,0.02361956979486521,2117,0.0
movie_2045,Unforgettable,movie,1996.0,0.06742519406285251,0.017483790759107647,2117,0.0
movie_9614,Happy Gilmore,movie,1996.0,0.09271016111581507,0.06805372486503278,2117,0.0
movie_688,The Bridges of Madison County,movie,1995.0,0.0739446548422946,0.0422205640158435,1906,0.0
movie_11907,Nobody Loves Me,movie,1994.0,0.04942171980148853,0.007201027960565407,1653,0.0
movie_10874,Muppet Treasure Island,movie,1996.0,0.08316834110474933,0.048970084842901274,2117,0.0
movie_89333,Catwalk,movie,1995.0,0.056298806793061526,0.006928867917377373,1906,0.0
movie_96357,Headless Body in Topless Bar,movie,1995.0,0.052838856688998494,8.967709251314476e-06,1906,0.0
movie_197,Braveheart,movie,1995.0,0.12645992914273985,0.147251112616734,1906,0.0
movie_103,Taxi Driver,movie,1976.0,0.05129438299353005,0.0999830833813775,47,0.0
movie_33542,Rumble in the Bronx,movie,1995.0,0.09651717718235532,0.08736560869596496,1906,0.0
movie_43566,Before and After,movie,1996.0,0.06910617129683269,0.020845745227068002,2117,0.0
movie_71754,Margaret's Museum,movie,1995.0,0.054156169900305806,0.002643594131865936,1906,0.0
movie_43612,Happiness Is in the Field,movie,1995.0,0.05728560245133374,0.008902459233921802,1906,0.0
movie_51352,Anne Frank Remembered,movie,1995.0,0.05369958650416422,0.0017304273395827578,1906,0.0
movie_16934,The Young Poisoner's Handbook,movie,1995.0,0.07475139393957858,0.0438340422104115,1906,0.0
movie_10324,If Lucy Fell,movie,1996.0,0.0689416627855472,0.02051672820449703,2117,0.0
movie_78406,Steal Big Steal Little,movie,1995.0,0.058234615249148775,0.01080048482955187,1906,0.0
movie_55731,Race the Sun,movie,1996.0,0.06335798672940043,0.00934937609220349,2117,0.0
movie_32119,The Boys of St. Vincent,movie,1992.0,0.024025894182937647,0.006139106453193375,756,0.0
movie_11066,Boomerang,movie,1992.0,0.04403861797180275,0.04616455403092359,756,0.0
movie_11104,Chungking Express,movie,1994.0,0.0698683487565729,0.04809428587073413,1653,0.0
movie_37975,The Star Maker,movie,1995.0,0.05887394410011264,0.012079142531479603,1906,0.0
movie_2074,Flirting with Disaster,movie,1996.0,0.07847400426848024,0.0395814111703631,2117,0.0
movie_27793,The Neverending Story III: Escape from Fantasia,movie,1994.0,0.06800030539139856,0.044358199140385475,1653,0.0
movie_44284,The Silences of the Palace,movie,1994.0,0.047263815099944186,0.002885218557476709,1653,0.0
movie_290157,Jupiter's Wife,movie,1995.0,0.05283826073363686,7.775798528038502e-06,1906,0.0
movie_110972,Pie in the Sky,movie,1996.0,0.061162841912460394,0.004959086458323415,2117,0.0
movie_32622,Angela,movie,1995.0,0.06062917453427024,0.015589603399794797,1906,0.0
movie_73067,Frankie Starlight,movie,1995.0,0.055095711264694806,0.0045226768606439404,1906,0.0
movie_11863,Jade,movie,1995.0,0.09334101534573895,0.08101328502273222,1906,0.0
movie_55475,Nueba Yol,movie,1995.0,0.053866436268656136,0.0020641268685665996,1906,0.0
movie_124636,Sonic Outlaws,movie,1995.0,0.052840601986843296,1.24583049409084e-05,1906,0.0
movie_9101,Down Periscope,movie,1996.0,0.07707595329508435,0.03678530922357134,2117,0.0
movie_123360,From the Journals of Jean Seberg,movie,1995.0,0.05381457396278026,0.0019604022568148454,1906,0.0
movie_5757,Man of the Year,movie,1995.0,0.05475119940272125,0.003833653136696821,1906,0.0
movie_39428,The Neon Bible,movie,1995.0,0.05414781588318285,0.002626886097620014,1906,0.0
movie_124639,Target,movie,1995.0,0.05283835651217712,7.967355608564996e-06,1906,0.0
movie_9302,Up Close & Personal,movie,1996.0,0.07075376084114776,0.024140924315698156,2117,0.0
movie_11000,The Birdcage,movie,1996.0,0.08173966937729593,0.04611274138799451,2117,0.0
movie_249882,Virgin Mary,movie,1995.0,0.05609234018643405,0.006515934704122424,1906,0.0
movie_16388,The Brothers McMullen,movie,1995.0,0.060067830699200714,0.014466915729655748,1906,0.0
movie_9737,Bad Boys,movie,1995.0,0.08569032132805096,0.06571189698735626,1906,0.0
movie_30765,The Amazing Panda Adventure,movie,1995.0,0.06126211460186321,0.01685548353498074,1906,0.0
movie_10474,The Basketball Diaries,movie,1995.0,0.07913821780924246,0.05260768994973925,1906,0.0
movie_22279,An Awfully Big Adventure,movie,1995.0,0.056108140098224145,0.006547534527702609,1906,0.0
movie_30157,Amateur,movie,1994.0,0.05206075203695526,0.012479092431498869,1653,0.0
movie_568,Apollo 13,movie,1995.0,0.11938763463499491,0.13310652360124414,1906,0.0
movie_11780,Rob Roy,movie,1995.0,0.0889942020744317,0.07231965848011773,1906,0.0
movie_34996,The Addiction,movie,1995.0,0.06396314038435366,0.02225753509996165,1906,0.0
movie_414,Batman Forever,movie,1995.0,0.10008963159769424,0.09451051752664279,1906,0.0
movie_649,Belle de Jour,movie,1967.0,0.03670003579121011,0.07195863014097878,26,0.0
movie_1873,Beyond Rangoon,movie,1995.0,0.06007738726910698,0.01448602886946828,1906,0.0
movie_5894,Blue in the Face,movie,1995.0,0.09372849275140394,0.08178823983406219,1906,0.0
movie_1775,Canadian Bacon,movie,1995.0,0.0719598361524193,0.038250926636092926,1906,0.0
movie_8839,Casper,movie,1995.0,0.09828468500643332,0.09090062434412097,1906,0.0
movie_20649,Clockers,movie,1995.0,0.06900643746368854,0.03234412925863139,1906,0.0
movie_10329,Congo,movie,1995.0,0.07858990340300209,0.0515110611372585,1906,0.0
movie_8963,Crimson Tide,movie,1995.0,0.0835448146264407,0.061420883584135715,1906,0.0
movie_26564,Crumb,movie,1994.0,0.0586637104132902,0.02568500918416875,1653,0.0
movie_8068,Desperado,movie,1995.0,0.07748981237365848,0.04931087907857128,1906,0.0
movie_8512,Devil in a Blue Dress,movie,1995.0,0.06931555383400481,0.03296236199926394,1906,0.0
movie_1572,Die Hard: With a Vengeance,movie,1995.0,0.1065369498461014,0.10740515402345711,1906,0.0
movie_13552,The Doom Generation,movie,1995.0,0.07809409692094603,0.050519448173146374,1906,0.0
movie_259209,Feast of July,movie,1995.0,0.05469138747800352,0.0037140292872613677,1906,0.0
movie_6520,First Knight,movie,1995.0,0.10667700999814636,0.10768527432754703,1906,0.0
movie_9073,Free Willy 2 - The Adventure Home,movie,1995.0,0.079705631165882,0.05374251666301833,1906,0.0
movie_10428,Hackers,movie,1995.0,0.10537222603884681,0.10507570640894795,1906,0.0
movie_17447,Jeffrey,movie,1995.0,0.06417304082901724,0.022677335989288807,1906,0.0
movie_9886,Johnny Mnemonic,movie,1995.0,0.09439440546832087,0.08312006526789606,1906,0.0
movie_9482,Judge Dredd,movie,1995.0,0.08186851280416671,0.05806827993958773,1906,0.0
movie_19326,Jury Duty,movie,1995.0,0.06587741995300174,0.026086094237257804,1906,0.0
movie_9344,Kids,movie,1995.0,0.07013761749773093,0.03460648932671617,1906,0.0
movie_9071,Living in Oblivion,movie,1995.0,0.08851452895537999,0.0713603122420143,1906,0.0
movie_8973,Lord of Illusions,movie,1995.0,0.06738677623224355,0.02910480679574142,1906,0.0
movie_15730,Love & Human Remains,movie,1993.0,0.035739236347138624,0.002511043726848287,1244,0.0
movie_47608,Mad Love,movie,1995.0,0.06214507213307669,0.018621398597407704,1906,0.0
movie_2293,Mallrats,movie,1995.0,0.08211915105462225,0.05856955644049883,1906,0.0
movie_9070,Mighty Morphin Power Rangers: The Movie,movie,1995.0,0.07775149708242439,0.0498342484961031,1906,0.0
movie_68274,Moonlight and Valentino,movie,1995.0,0.056420988284257345,0.007173230899769007,1906,0.0
movie_48787,Mute Witness,movie,1995.0,0.06158208942076267,0.01749543317277965,1906,0.0
movie_34574,Nadja,movie,1994.0,0.07320668139862166,0.05477095115483166,1653,0.0
movie_1642,The Net,movie,1995.0,0.1000292840226217,0.09438982237649772,1906,0.0
movie_11472,Nine Months,movie,1995.0,0.08292569150011903,0.060182637331492386,1906,0.0
movie_36196,Party Girl,movie,1995.0,0.05696688694287108,0.008265028216996484,1906,0.0
movie_11980,The Prophecy,movie,1995.0,0.0889731804585206,0.07227761524829551,1906,0.0
movie_58372,Reckless,movie,1995.0,0.053258746262159234,0.0008487468555727864,1906,0.0
movie_32646,Safe,movie,1995.0,0.08185159902342688,0.05803445237810808,1906,0.0
movie_10533,The Scarlet Letter,movie,1995.0,0.07678623385894469,0.047903722049143706,1906,0.0
movie_56088,The Show,movie,1995.0,0.053400225355541425,0.0011317050423371655,1906,0.0
movie_10802,Showgirls,movie,1995.0,0.11492119041954554,0.12417363517034541,1906,0.0
movie_10149,Smoke,movie,1995.0,0.07253234350845951,0.03939594134817335,1906,0.0
movie_18402,Something to Talk About,movie,1995.0,0.06611257755346807,0.02655640943819047,1906,0.0
movie_9348,Species,movie,1995.0,0.10069797076985293,0.09572719587096018,1906,0.0
movie_139408,The Stars Fell on Henrietta,movie,1995.0,0.05607466727207881,0.0064805888754119415,1906,0.0
movie_281,Strange Days,movie,1995.0,0.09264622362525599,0.07962370158176628,1906,0.0
movie_5967,The Umbrellas of Cherbourg,movie,1964.0,0.02938013960129779,0.05770691814923452,19,0.0
movie_79593,The Tie That Binds,movie,1995.0,0.05929175137686099,0.012914757084976296,1906,0.0
movie_47939,Three Wishes,movie,1995.0,0.09186222661025449,0.0780557075517633,1906,0.0
movie_36834,Total Eclipse,movie,1995.0,0.06896230838810058,0.03225587110745548,1906,0.0
movie_9090,"To Wong Foo, Thanks for Everything! Julie Newmar",movie,1995.0,0.07998355920560589,0.05429837274246611,1906,0.0
movie_3512,Under Siege 2: Dark Territory,movie,1995.0,0.07940463468736805,0.05314052370599042,1906,0.0
movie_52856,Unstrung Heroes,movie,1995.0,0.06305645105927496,0.020444156449804234,1906,0.0
movie_77350,Unzipped,movie,1995.0,0.05562238326818904,0.0055760208676323975,1906,0.0
movie_9560,A Walk in the Clouds,movie,1995.0,0.08729888643823878,0.06892902720773189,1906,0.0
movie_9804,Waterworld,movie,1995.0,0.11273179586237464,0.11979484605600359,1906,0.0
movie_31611,White Man's Burden,movie,1995.0,0.05934027917059437,0.013011812672443052,1906,0.0
movie_65796,Wild Bill,movie,1995.0,0.08448406156050223,0.06329937745225876,1906,0.0
movie_49805,The Browning Version,movie,1994.0,0.05904418534345594,0.026445959044500228,1653,0.0
movie_26258,Bushwhacked,movie,1995.0,0.06449436009483372,0.02331997452092177,1906,0.0
movie_50797,Burnt by the Sun,movie,1994.0,0.05463989430593072,0.01763737696944978,1653,0.0
movie_19155,Before the Rain,movie,1994.0,0.05832763770491984,0.025012863767428024,1653,0.0
movie_76,Before Sunrise,movie,1995.0,0.09293683700053473,0.08020492833232377,1906,0.0
movie_11017,Billy Madison,movie,1995.0,0.07638182493577317,0.04709490420280066,1906,0.0
movie_37141,The Babysitter,movie,1995.0,0.06263129366639975,0.019593841664053802,1906,0.0
movie_9382,Boys on the Side,movie,1995.0,0.06358365871312399,0.0214985717575023,1906,0.0
movie_6715,The Cure,movie,1995.0,0.06236348622576367,0.01905822678278166,1906,0.0
movie_18256,Castle Freak,movie,1995.0,0.06088575814892879,0.016102770629111904,1906,0.0
movie_22625,Circle of Friends,movie,1995.0,0.062076785581222337,0.018484825493698998,1906,0.0
movie_2292,Clerks,movie,1994.0,0.08311554251274289,0.07458867338307414,1653,0.0
movie_1909,Don Juan DeMarco,movie,1994.0,0.07220944233210741,0.052776473021803154,1653,0.0
movie_8984,Disclosure,movie,1994.0,0.08772311818094686,0.08380382471948204,1653,0.0
movie_61813,Dream Man,movie,1995.0,0.05338696889609832,0.0011051921234509611,1906,0.0
movie_4954,Drop Zone,movie,1994.0,0.0798015624513944,0.06796071326037714,1653,0.0
movie_62488,Destiny Turns on the Radio,movie,1995.0,0.05535508309908103,0.005041420529416378,1906,0.0
movie_10531,Death and the Maiden,movie,1994.0,0.06527515405882181,0.03890789647523195,1653,0.0
movie_11929,Dolores Claiborne,movie,1995.0,0.07341759972463931,0.04116645378053294,1906,0.0
movie_8467,Dumb and Dumber,movie,1994.0,0.08074304067070873,0.0698436696990058,1653,0.0
movie_10451,Eat Drink Man Woman,movie,1994.0,0.06306110894326981,0.034479806244127977,1653,0.0
movie_20156,Exotica,movie,1994.0,0.06490023783134467,0.038158064020277695,1653,0.0
movie_18395,Exit to Eden,movie,1994.0,0.06115515146556461,0.03066789128871757,1653,0.0
movie_522,Ed Wood,movie,1994.0,0.0873971660716643,0.08315192050091694,1653,0.0
movie_397,French Kiss,movie,1995.0,0.08528010538745681,0.06489146510616796,1906,0.0
movie_10525,Forget Paris,movie,1995.0,0.11043155360793908,0.11519436154713246,1906,0.0
movie_27985,Far from Home: The Adventures of Yellow Dog,movie,1995.0,0.06226059524204754,0.018852444815349402,1906,0.0
movie_15789,A Goofy Movie,movie,1995.0,0.08893896268817322,0.07220917970760075,1906,0.0
movie_27303,Hideaway,movie,1995.0,0.08185911231780753,0.05804947896686938,1906,0.0
movie_21183,Fluke,movie,1995.0,0.07040744338241921,0.03514614109609274,1906,0.0
movie_10954,Farinelli,movie,1994.0,0.07751672280517449,0.06339103396793734,1653,0.0
movie_47867,Gordy,movie,1995.0,0.05424920633643485,0.002829667004124025,1906,0.0
movie_43475,Gumby: The Movie,movie,1995.0,0.05315494715598727,0.000641148643228868,1906,0.0
movie_72031,The Glass Shield,movie,1994.0,0.04941153535004054,0.007180659057669423,1653,0.0
movie_14275,Hoop Dreams,movie,1994.0,0.07943797647049508,0.06723354129857852,1653,0.0
movie_1024,Heavenly Creatures,movie,1994.0,0.0793009847790919,0.06695955791577213,1653,0.0
movie_17207,Houseguest,movie,1995.0,0.06237136135018531,0.01907397703162495,1906,0.0
movie_13701,Immortal Beloved,movie,1994.0,0.07414179921339184,0.056641186784372015,1653,0.0
movie_14819,Heavyweights,movie,1995.0,0.08669962494328504,0.06773050421782441,1906,0.0
movie_32631,The Hunted,movie,1995.0,0.06261408545533244,0.01955942524191921,1906,0.0
movie_11777,I.Q.,movie,1994.0,0.06407684391011491,0.03651127617781816,1653,0.0
movie_628,Interview with the Vampire,movie,1994.0,0.08828346166237362,0.08492451168233559,1653,0.0
movie_87729,Jefferson in Paris,movie,1995.0,0.058495863633453486,0.011322981598161289,1906,0.0
movie_18713,The Jerky Boys,movie,1995.0,0.05549050331295323,0.005312260957160785,1906,0.0
movie_6280,Junior,movie,1994.0,0.06962441855128912,0.04760642546016658,1653,0.0
movie_9061,Just Cause,movie,1995.0,0.08545290406350509,0.06523706245826451,1906,0.0
movie_37108,A Kid in King Arthur's Court,movie,1995.0,0.07367304818622808,0.04167735070371048,1906,0.0
movie_6071,Kiss of Death,movie,1995.0,0.08049461221233054,0.05532047875591538,1906,0.0
movie_11,Star Wars,movie,1977.0,0.1508778590382036,0.2990391553598445,49,0.0
movie_9587,Little Women,movie,1994.0,0.08049627258275048,0.0693501335230893,1653,0.0
movie_19101,A Little Princess,movie,1995.0,0.08026124247794911,0.054853739287152536,1906,0.0
movie_49980,Ladybird Ladybird,movie,1994.0,0.0488187123014045,0.005995012960397334,1653,0.0
movie_17961,L'Enfer,movie,1994.0,0.05273227666686095,0.013822141691310248,1653,0.0
movie_18183,Like Water for Chocolate,movie,1992.0,0.035592724397255825,0.02927276688182973,756,0.0
movie_4476,Legends of the Fall,movie,1994.0,0.08909524509611148,0.08654807854981131,1653,0.0
movie_11008,Major Payne,movie,1995.0,0.08565902657685828,0.06564930748497089,1906,0.0
movie_47504,Little Odessa,movie,1994.0,0.05242357533688582,0.013204739031359979,1653,0.0
movie_32325,Mi Vida Loca,movie,1994.0,0.05216652347158598,0.012690635300760296,1653,0.0
movie_43742,Love Affair,movie,1994.0,0.05749238852881748,0.02334236541522331,1653,0.0
movie_28313,Losing Isaiah,movie,1995.0,0.08014347389431209,0.054618202119878494,1906,0.0
movie_11318,The Madness of King George,movie,1994.0,0.06289457489322543,0.03414673814403921,1653,0.0
movie_3036,Mary Shelley's Frankenstein,movie,1994.0,0.09650462330792954,0.10136683497344742,1653,0.0
movie_40490,Man of the House,movie,1995.0,0.06190863039070016,0.018148515112654647,1906,0.0
movie_24070,Mixed Nuts,movie,1994.0,0.05610684907066266,0.02057128649891365,1653,0.0
movie_8986,Milk Money,movie,1994.0,0.05919484498729003,0.026747278332168407,1653,0.0
movie_10510,Miracle on 34th Street,movie,1994.0,0.06650773873552956,0.041373065828647484,1653,0.0
movie_17402,Miami Rhapsody,movie,1995.0,0.05686836629847363,0.008067986928201583,1906,0.0
movie_38722,My Family,movie,1995.0,0.06390639337292436,0.022144041077103042,1906,0.0
movie_8438,Murder in the First,movie,1995.0,0.08659979177815065,0.06753083788755562,1906,0.0
movie_11593,Nobody's Fool,movie,1994.0,0.056077267691134684,0.020512123739857707,1653,0.0
movie_1945,Nell,movie,1994.0,0.06686011507986475,0.04207781851731784,1653,0.0
movie_39310,New Jersey Drive,movie,1995.0,0.05506875492664072,0.004468764184535762,1906,0.0
movie_109560,New York Cop,movie,1993.0,0.03449951794285792,3.1606918286871824e-05,1244,0.0
movie_56428,Beyond Bedlam,movie,1994.0,0.04733546454276778,0.0030285174431239,1653,0.0
movie_63105,Nemesis 2 - Nebula,movie,1995.0,0.05803624370285022,0.010403741736954754,1906,0.0
movie_131957,Nina Takes a Lover,movie,1995.0,0.055563848390674825,0.005458951112603964,1906,0.0
movie_241,Natural Born Killers,movie,1994.0,0.08564654010214603,0.0796506685618804,1653,0.0
movie_9058,Only You,movie,1994.0,0.06333335057558474,0.03502428950875783,1653,0.0
movie_527,Once Were Warriors,movie,1994.0,0.060099991213664494,0.028557570784917337,1653,0.0
movie_18220,Poison Ivy II: Lily,movie,1996.0,0.08155648050330577,0.045746363640014186,2117,0.0
movie_6950,Outbreak,movie,1995.0,0.10134926129628967,0.09702977692383366,1906,0.0
movie_101,Leon: The Professional,movie,1994.0,0.11846123642379744,0.14528006120518322,1653,0.0
movie_63020,The Perez Family,movie,1995.0,0.05791936905225565,0.010169992435765624,1906,0.0
movie_2307,A Pyromaniac's Love Story,movie,1995.0,0.054477595586722584,0.0032864455046994843,1906,0.0
movie_680,Pulp Fiction,movie,1994.0,0.5458212058212057,0.9999999999999998,1653,0.0
movie_41478,Panther,movie,1995.0,0.07823366044352295,0.050798575218300224,1906,0.0
