brand,amazon_median_price,ebay_median_price,avg_delivery_delay_days,avg_review_score,total_listing_count,olist_product_count
airo,49.94,,0.0,3.9950090744101634,4.0,0
airstik,29.99,,0.0,3.9950090744101634,1.0,0
airvoice wireless,19.0,,0.0,3.9950090744101634,1.0,0
ais,1.96,,0.0,3.9950090744101634,1.0,0
aiscell,6.97,,0.0,3.9950090744101634,283.0,0
aishuma,26.0,,0.0,3.9950090744101634,1.0,0
aisla,30.8,,0.0,3.9950090744101634,1.0,0
aisun,8.49,,0.0,3.9950090744101634,4.0,0
aitaton,9.98,,0.0,3.9950090744101634,41.0,0
aitech,11.99,,0.0,3.9950090744101634,1.0,0
aiwe,17.475,,0.0,3.9950090744101634,8.0,0
aiyia,7.7,,0.0,3.9950090744101634,2.0,0
aiyiben,10.99,,0.0,3.9950090744101634,8.0,0
aiyze,7.96,,0.0,3.9950090744101634,82.0,0
aj plastics,5.99,,0.0,3.9950090744101634,1.0,0
aj pro,5.69,,0.0,3.9950090744101634,1.0,0
akally,9.99,,0.0,3.9950090744101634,1.0,0
akfal,6.88,,0.0,3.9950090744101634,1.0,0
akhvrs,19.99,,0.0,3.9950090744101634,7.0,0
akiko,8.47,,0.0,3.9950090744101634,16.0,0
akimoom,3.0,,0.0,3.9950090744101634,1.0,0
akna,12.99,,0.0,3.9950090744101634,14.0,0
akoada,9.99,,0.0,3.9950090744101634,2.0,0
akolatronic,3.55,,0.0,3.9950090744101634,2.0,0
akwox,4.99,,0.0,3.9950090744101634,5.0,0
alacate,11.98,,0.0,3.9950090744101634,1.0,0
aladdin,3.51,,0.0,3.9950090744101634,1.0,0
alcatel,23.97,,0.0,3.9950090744101634,36.0,0
alcatel one touch,27.57,,0.0,3.9950090744101634,1.0,0
alcatel one touch fierce 2,3.75,,0.0,3.9950090744101634,4.0,0
alcatel one touch fierce 2 7040t,4.9,,0.0,3.9950090744101634,1.0,0
alcatel one touch pop astro 5042t,3.0,,0.0,3.9950090744101634,1.0,0
alcatel unbranded  generic,9.99,,0.0,3.9950090744101634,3.0,0
alcoco,10.99,,0.0,3.9950090744101634,4.0,0
aleratec,4.98,,0.0,3.9950090744101634,7.0,0
alex nld,7.99,,0.0,3.9950090744101634,7.0,0
alexander kalifano,10.0,,0.0,3.9950090744101634,1.0,0
alexism,4.995,,0.0,3.9950090744101634,2.0,0
aleyna,44.99,,0.0,3.9950090744101634,3.0,0
alfastar,20.99,,0.0,3.9950090744101634,1.0,0
alfred a knopf,2.35,,0.0,3.9950090744101634,1.0,0
alfred a knopf inc,6.85,,0.0,3.9950090744101634,1.0,0
alfred publishing co inc,5.09,,0.0,3.9950090744101634,1.0,0
aliengear,4.99,,0.0,3.9950090744101634,2.0,0
alienware,,2378.0,0.0,3.9950090744101634,6.0,0
alike,13.9,,0.0,3.9950090744101634,2.0,0
alip,3.0,,0.0,3.9950090744101634,1.0,0
alisa,11.99,,0.0,3.9950090744101634,1.0,0
alkax,2.98,,0.0,3.9950090744101634,6.0,0
all for color,10.24,,0.0,3.9950090744101634,1.0,0
all in one,5.99,,0.0,3.9950090744101634,1.0,0
all occasion collections,3.0,,0.0,3.9950090744101634,1.0,0
all_instore,6.095000000000001,,0.0,3.9950090744101634,276.0,0
allbuygadgets,9.95,,0.0,3.9950090744101634,1.0,0
alldo,0.01,,0.0,3.9950090744101634,7.0,0
allegra k,16.99,,0.0,3.9950090744101634,1.0,0
allens antiques,14.99,,0.0,3.9950090744101634,1.0,0
allino market,5.95,,0.0,3.9950090744101634,1.0,0
allmet,3.3200000000000003,,0.0,3.9950090744101634,2.0,0
allpowers,11.99,,0.0,3.9950090744101634,1.0,0
allreli,3.89,,0.0,3.9950090744101634,1.0,0
allrepairparts,8.99,,0.0,3.9950090744101634,4.0,0
allsmartlife,34.96,,0.0,3.9950090744101634,2.0,0
allsop,14.06,,0.0,3.9950090744101634,8.0,0
allstar innovations,9.99,,0.0,3.9950090744101634,1.0,0
allteli,6.98,,0.0,3.9950090744101634,3.0,0
allthingsaccessory,999.99,,0.0,3.9950090744101634,1.0,0
allyn  bacon inc,18.51,,0.0,3.9950090744101634,1.0,0
allytech,8.99,,0.0,3.9950090744101634,1.0,0
alook,14.9,,0.0,3.9950090744101634,1.0,0
alotpower,8.56,,0.0,3.9950090744101634,1.0,0
alpatronix,19.95,,0.0,3.9950090744101634,7.0,0
alphabett,5.99,,0.0,3.9950090744101634,1.0,0
alphacomm,14.99,,0.0,3.9950090744101634,1.0,0
alphax,29.83,,0.0,3.9950090744101634,1.0,0
alpine,1.41,,0.0,3.9950090744101634,1.0,0
alpine innovations,16.15,,0.0,3.9950090744101634,1.0,0
alquar,10.445,,0.0,3.9950090744101634,2.0,0
alston,19.56,,0.0,3.9950090744101634,1.0,0
alston craig,86.38,,0.0,3.9950090744101634,1.0,0
alteam,999.99,,0.0,3.9950090744101634,1.0,0
altec lansing,3.0,,0.0,3.9950090744101634,1.0,0
alto,34.0,,0.0,3.9950090744101634,5.0,0
alumaskin,29.285,,0.0,3.9950090744101634,2.0,0
aluratek,7.43,,0.0,3.9950090744101634,3.0,0
alvin,49.55,,0.0,3.9950090744101634,3.0,0
alwoodly,6.04,,0.0,3.9950090744101634,1.0,0
alxcd,6.99,,0.0,3.9950090744101634,1.0,0
am,4.465,,0.0,3.9950090744101634,2.0,0
amacam,5.99,,0.0,3.9950090744101634,1.0,0
amacell,0.99,,0.0,3.9950090744101634,1.0,0
amake,6.04,,0.0,3.9950090744101634,1.0,0
amanstino,11.67,,0.0,3.9950090744101634,1.0,0
amasell,5.9,,0.0,3.9950090744101634,51.0,0
amatm,9.99,,0.0,3.9950090744101634,4.0,0
amazinea,4.8,,0.0,3.9950090744101634,1.0,0
amazing cable,5.68,,0.0,3.9950090744101634,1.0,0
amazingzone,18.475,,0.0,3.9950090744101634,2.0,0
amazonbasics,8.120000000000001,,0.0,3.9950090744101634,4.0,0
ambersonlineaccessories,7.19,,0.0,3.9950090744101634,1.0,0
ambezos,6.66,,0.0,3.9950090744101634,1.0,0
ambiant,30.8,,0.0,3.9950090744101634,1.0,0
ambm,3.0,,0.0,3.9950090744101634,3.0,0
ambox,9.34,,0.0,3.9950090744101634,2.0,0
ambrrhty,9.99,,0.0,3.9950090744101634,3.0,0
amc,1.96,,0.0,3.9950090744101634,7.0,0
amcase,7.99,,0.0,3.9950090744101634,12.0,0
amdeals,3.0,,0.0,3.9950090744101634,1.0,0
amearcon,9.99,,0.0,3.9950090744101634,1.0,0
amemo,6.99,,0.0,3.9950090744101634,2.0,0
amene oping,9.67,,0.0,3.9950090744101634,2.0,0
american  efird,16.99,,0.0,3.9950090744101634,1.0,0
american bass,4.92,,0.0,3.9950090744101634,1.0,0
american fibertek,9.195,,0.0,3.9950090744101634,2.0,0
american international,7.09,,0.0,3.9950090744101634,6.0,0
amerileather,46.99,,0.0,3.9950090744101634,5.0,0
amerorganic,11.99,,0.0,3.9950090744101634,1.0,0
amever,10.985,,0.0,3.9950090744101634,14.0,0
amfilm,7.49,,0.0,3.9950090744101634,62.0,0
amgoo telecom,23.9,,0.0,3.9950090744101634,1.0,0
amh,5.98,,0.0,3.9950090744101634,1.0,0
amiamo,,250.0,0.0,3.9950090744101634,1.0,0
amir,13.989999999999998,,0.0,3.9950090744101634,4.0,0
amkytec universal mobile phone mount,13.03,,0.0,3.9950090744101634,1.0,0
amnerd,44.99,,0.0,3.9950090744101634,1.0,0
amorral,33.495,,0.0,3.9950090744101634,6.0,0
amorulove,1.9,,0.0,3.9950090744101634,1.0,0
amotus,20.99,,0.0,3.9950090744101634,1.0,0
amovo,16.95,,0.0,3.9950090744101634,6.0,0
amphipod,26.905,,0.0,3.9950090744101634,2.0,0
amplim,17.75,,0.0,3.9950090744101634,1.0,0
ampswatts,9.13,,0.0,3.9950090744101634,1.0,0
ams,7.9,,0.0,3.9950090744101634,1.0,0
amsaro inc,7.95,,0.0,3.9950090744101634,1.0,0
amulet paperbacks,13.72,,0.0,3.9950090744101634,1.0,0
amusent,9.49,,0.0,3.9950090744101634,2.0,0
amy,9.99,,0.0,3.9950090744101634,3.0,0
amyin,10.88,,0.0,3.9950090744101634,1.0,0
amzer,7.95,,0.0,3.9950090744101634,1515.0,0
amznseller8,5.64,,0.0,3.9950090744101634,1.0,0
amzstar,7.39,,0.0,3.9950090744101634,5.0,0
anbar,15.99,,0.0,3.9950090744101634,1.0,0
anbel design,6.66,,0.0,3.9950090744101634,12.0,0
anboo,2.12,,0.0,3.9950090744101634,1.0,0
anco direct,15.99,,0.0,3.9950090744101634,4.0,0
andmesh,11.515,,0.0,3.9950090744101634,2.0,0
andres designs,8.99,,0.0,3.9950090744101634,93.0,0
android,6.0,,0.0,3.9950090744101634,1.0,0
android foundry,15.95,,0.0,3.9950090744101634,1.0,0
andygo,5.99,,0.0,3.9950090744101634,3.0,0
aneew,10.98,,0.0,3.9950090744101634,1.0,0
angel beats,11.99,,0.0,3.9950090744101634,1.0,0
angelangela,6.99,,0.0,3.9950090744101634,5.0,0
angelbeauty,4.49,,0.0,3.9950090744101634,2.0,0
angellam,6.95,,0.0,3.9950090744101634,21.0,0
angietech,3.0,,0.0,3.9950090744101634,1.0,0
anices,10.975000000000001,,0.0,3.9950090744101634,6.0,0
aniceseller,12.99,,0.0,3.9950090744101634,2.0,0
aniceseller case,12.99,,0.0,3.9950090744101634,7.0,0
aniceseller protector,9.440000000000001,,0.0,3.9950090744101634,2.0,0
animal,5.99,,0.0,3.9950090744101634,1.0,0
animal phone case,3.0,,0.0,3.9950090744101634,1.0,0
animewild,11.765,,0.0,3.9950090744101634,4.0,0
anker,12.49,,0.0,3.9950090744101634,70.0,0
anleng,78.0,,0.0,3.9950090744101634,1.0,0
anleo,7.99,,0.0,3.9950090744101634,1.0,0
anley,5.95,,0.0,3.9950090744101634,9.0,0
anli,7.88,,0.0,3.9950090744101634,3.0,0
anlitm,7.99,,0.0,3.9950090744101634,1.0,0
anmount,16.99,,0.0,3.9950090744101634,1.0,0
anna shop,8.99,,0.0,3.9950090744101634,1.0,0
annbay,7.99,,0.0,3.9950090744101634,11.0,0
annbaytm,6.95,,0.0,3.9950090744101634,1.0,0
anne taintor,9.99,,0.0,3.9950090744101634,3.0,0
annongone,20.99,,0.0,3.9950090744101634,1.0,0
annser,12.49,,0.0,3.9950090744101634,2.0,0
anoke,7.88,,0.0,3.9950090744101634,55.0,0
anole,8.99,,0.0,3.9950090744101634,4.0,0
anrank,5.99,,0.0,3.9950090744101634,2.0,0
anrui,23.91,,0.0,3.9950090744101634,1.0,0
ansewireless,12.99,,0.0,3.9950090744101634,6.0,0
ansiwee,9.99,,0.0,3.9950090744101634,22.0,0
ansmann,17.275,,0.0,3.9950090744101634,2.0,0
anstop,12.99,,0.0,3.9950090744101634,4.0,0
antec mobile products,4.0,,0.0,3.9950090744101634,1.0,0
antenna plus,12.71,,0.0,3.9950090744101634,1.0,0
antoble,7.99,,0.0,3.9950090744101634,5.0,0
antogoo,3.0,,0.0,3.9950090744101634,1.0,0
antostars,24.99,,0.0,3.9950090744101634,3.0,0
antye,26.99,,0.0,3.9950090744101634,9.0,0
anuck,7.99,,0.0,3.9950090744101634,7.0,0
any travel style,3.0,,0.0,3.9950090744101634,1.0,0
anya,2.99,,0.0,3.9950090744101634,61.0,0
anyalliveer,3.55,,0.0,3.9950090744101634,4.0,0
anycall a,15.73,,0.0,3.9950090744101634,1.0,0
anycom,4.52,,0.0,3.9950090744101634,4.0,0
anyglove,1.96,,0.0,3.9950090744101634,1.0,0
anymode,7.29,,0.0,3.9950090744101634,21.0,0
anyshock,3.0,,0.0,3.9950090744101634,1.0,0
aobig,3.0,,0.0,3.9950090744101634,1.0,0
aobile,6.39,,0.0,3.9950090744101634,1.0,0
aoer,8.99,,0.0,3.9950090744101634,1.0,0
aogek,6.99,,0.0,3.9950090744101634,1.0,0
aok,14.99,,0.0,3.9950090744101634,1.0,0
aokdis,8.955,,0.0,3.9950090744101634,4.0,0
aokii,6.99,,0.0,3.9950090744101634,1.0,0
aoko,3.0,,0.0,3.9950090744101634,1.0,0
aoliplus,16.99,,0.0,3.9950090744101634,1.0,0
aomax,13.815000000000001,,0.0,3.9950090744101634,2.0,0
aoyi,8.99,,0.0,3.9950090744101634,4.0,0
ap trader,39.95,,0.0,3.9950090744101634,1.0,0
ap_lg_800g_case,1.99,,-11.391107078039928,3.9950090744101634,1.0,1104
ap_samsung_r375c_straighttalk,1.99,,-11.391107078039928,3.9950090744101634,1.0,1104
ap_zte_merit_990g_ straighttalk_case,1.99,,0.0,3.9950090744101634,1.0,0
apatner,9.49,,0.0,3.9950090744101634,2.0,0
ape case,61.495,,0.0,3.9950090744101634,2.0,0
apeiros,16.48,,0.0,3.9950090744101634,1.0,0
apex,6.99,,0.0,3.9950090744101634,1.0,0
apexel,5.4350000000000005,,0.0,3.9950090744101634,10.0,0
apexgears,6.99,,0.0,3.9950090744101634,46.0,0
apgship from ca,9.99,,0.0,3.9950090744101634,1.0,0
aphse,6.04,,0.0,3.9950090744101634,1.0,0
aplus,8.46,,0.0,3.9950090744101634,1.0,0
aplus shopping,5.99,,0.0,3.9950090744101634,3.0,0
aplusshield,4.88,,0.0,3.9950090744101634,1.0,0
app wheel,8.99,,0.0,3.9950090744101634,1.0,0
apple,57.075,529.99,-11.391107078039928,3.9950090744101634,83.0,1104
apple computer,1.99,,-11.391107078039928,3.9950090744101634,1.0,1104
apple iphone 3 3g 3gs,3.28,,-11.391107078039928,3.9950090744101634,1.0,1104
appleabc teachers gifts,6.04,,-11.391107078039928,3.9950090744101634,2.0,1104
applestyle,3.0,,-11.391107078039928,3.9950090744101634,1.0,1104
applezone cafe,9.42,,-11.391107078039928,3.9950090744101634,1.0,1104
appmax,3.0,,0.0,3.9950090744101634,1.0,0
apps2car,10.99,,0.0,3.9950090744101634,2.0,0
apress,55.22,,0.0,3.9950090744101634,1.0,0
aprtwin,3.0,,0.0,3.9950090744101634,1.0,0
aptez,4.86,,0.0,3.9950090744101634,1.0,0
apzek,23.73,,0.0,3.9950090744101634,1.0,0
aqua box,25.36,,0.0,3.9950090744101634,1.0,0
aqua quest,9.99,,0.0,3.9950090744101634,1.0,0
aquapac,25.91,,0.0,3.9950090744101634,5.0,0
arachno grip,8.95,,0.0,3.9950090744101634,1.0,0
arae,12.99,,0.0,3.9950090744101634,25.0,0
araree,10.5,,0.0,3.9950090744101634,15.0,0
arbalest,9.99,,0.0,3.9950090744101634,3.0,0
arcam,19.99,,0.0,3.9950090744101634,1.0,0
archeer,27.99,,0.0,3.9950090744101634,1.0,0
archgon,7.01,,0.0,3.9950090744101634,1.0,0
