country,year,recommended_crop,produced_crop,pesticide_value,temp_range
"China, Taiwan Province of",2014,Teff,Cassava,8619.0,18.0271881739625
"China, Taiwan Province of",2015,Teff,Cassava,9296.0,18.0271881739625
"China, Taiwan Province of",2016,Teff,Cassava,9296.0,18.0271881739625
"China, mainland",1990,Teff,Sweet potatoes,765307.0,18.0271881739625
"China, mainland",1991,Teff,Sweet potatoes,765307.0,18.0271881739625
"China, mainland",1992,Teff,Sweet potatoes,799174.0,18.0271881739625
"China, mainland",1993,Teff,Sweet potatoes,844800.0,18.0271881739625
"China, mainland",1994,Teff,Sweet potatoes,978551.0,18.0271881739625
"China, mainland",1995,Teff,Sweet potatoes,1087044.0,18.0271881739625
"China, mainland",1996,Teff,Sweet potatoes,1140812.0,18.0271881739625
"China, mainland",1997,Teff,Sweet potatoes,1195466.0,18.0271881739625
"China, mainland",1998,Teff,Sweet potatoes,1231699.0,18.0271881739625
"China, mainland",1999,Teff,Sweet potatoes,1321620.0,18.0271881739625
"China, mainland",2000,Teff,Sweet potatoes,1279533.0,18.0271881739625
"China, mainland",2001,Teff,Sweet potatoes,1274820.0,18.0271881739625
"China, mainland",2002,Teff,Sweet potatoes,1312285.0,18.0271881739625
"China, mainland",2003,Teff,Sweet potatoes,1325226.0,18.0271881739625
"China, mainland",2004,Teff,Sweet potatoes,1386028.0,18.0271881739625
"China, mainland",2005,Teff,Sweet potatoes,1460000.0,18.0271881739625
"China, mainland",2006,Teff,Sweet potatoes,1537000.0,18.0271881739625
"China, mainland",2007,Teff,Sweet potatoes,1623000.0,18.0271881739625
"China, mainland",2008,Teff,Sweet potatoes,1672300.0,18.0271881739625
"China, mainland",2009,Teff,Sweet potatoes,1709000.0,18.0271881739625
"China, mainland",2010,Teff,Sweet potatoes,1758000.0,18.0271881739625
"China, mainland",2011,Teff,Sweet potatoes,1787002.0,18.0271881739625
"China, mainland",2012,Teff,Sweet potatoes,1806000.0,18.0271881739625
"China, mainland",2013,Teff,Sweet potatoes,1801862.0,18.0271881739625
"China, mainland",2014,Teff,Sweet potatoes,1807000.0,18.0271881739625
"China, mainland",2015,Teff,Sweet potatoes,1763000.0,18.0271881739625
"China, mainland",2016,Teff,Sweet potatoes,1763000.0,18.0271881739625
Colombia,1990,Teff,Potatoes,18058.29,17.368402779583334
Colombia,1991,Teff,Potatoes,16817.0,17.368402779583334
Colombia,1992,Teff,Potatoes,15305.94,17.368402779583334
Colombia,1993,Teff,Potatoes,14961.81,17.368402779583334
Colombia,1994,Teff,Potatoes,17051.34,17.368402779583334
Colombia,1995,Teff,Potatoes,20156.23,17.368402779583334
Colombia,1996,Teff,Potatoes,18131.0,17.368402779583334
Colombia,1997,Teff,Potatoes,16005.0,17.368402779583334
Colombia,1998,Teff,Potatoes,60687.0,17.368402779583334
Colombia,1999,Teff,Potatoes,66088.0,17.368402779583334
Colombia,2000,Teff,Potatoes,75843.0,17.368402779583334
Colombia,2001,Teff,Potatoes,85515.3,17.368402779583334
Colombia,2002,Teff,Potatoes,84023.26,17.368402779583334
Colombia,2003,Teff,Potatoes,88772.15,17.368402779583334
Colombia,2004,Teff,Potatoes,105514.19,17.368402779583334
Colombia,2005,Teff,Potatoes,117881.45,17.368402779583334
Colombia,2006,Teff,Potatoes,98328.63,17.368402779583334
Colombia,2007,Teff,Potatoes,82439.06,17.368402779583334
Colombia,2008,Teff,Potatoes,48538.97,17.368402779583334
Colombia,2009,Teff,Potatoes,51435.13,17.368402779583334
Colombia,2010,Teff,Potatoes,48618.46,17.368402779583334
Colombia,2011,Teff,Potatoes,53797.0,17.368402779583334
Colombia,2012,Teff,Potatoes,48727.73,17.368402779583334
Colombia,2013,Teff,Potatoes,54563.38,17.368402779583334
Colombia,2014,Teff,Potatoes,73744.34,17.368402779583334
Colombia,2015,Teff,Potatoes,52883.0,17.368402779583334
Colombia,2016,Teff,Potatoes,47343.85,17.368402779583334
Costa Rica,1994,Teff,Cassava,8088.27,18.0271881739625
Costa Rica,1995,Teff,Yams,11012.92,18.0271881739625
Costa Rica,1996,Teff,Potatoes,20226.17,17.368402779583334
Costa Rica,1998,Teff,Potatoes,7898.0,17.368402779583334
Costa Rica,1999,Teff,Potatoes,16889.0,17.368402779583334
Costa Rica,2000,Teff,Potatoes,25865.0,17.368402779583334
Costa Rica,2001,Teff,Potatoes,10704.0,17.368402779583334
Costa Rica,2002,Teff,Potatoes,11125.0,17.368402779583334
Costa Rica,2003,Teff,Potatoes,10639.0,17.368402779583334
Costa Rica,2004,Teff,Potatoes,10990.0,17.368402779583334
Costa Rica,2005,Teff,Potatoes,10937.0,17.368402779583334
Costa Rica,2006,Teff,Potatoes,10988.0,17.368402779583334
Costa Rica,2007,Teff,Potatoes,12746.56,17.368402779583334
Costa Rica,2008,Teff,Potatoes,13317.0,17.368402779583334
Costa Rica,2009,Teff,Potatoes,12306.67,17.368402779583334
Costa Rica,2010,Teff,Potatoes,14241.84,17.368402779583334
Costa Rica,2011,Teff,Potatoes,12811.25,17.368402779583334
Costa Rica,2012,Teff,Potatoes,12811.25,17.368402779583334
Costa Rica,2013,Teff,Potatoes,12811.25,17.368402779583334
Costa Rica,2014,Teff,Potatoes,12811.25,17.368402779583334
Costa Rica,2015,Teff,Potatoes,12811.25,17.368402779583334
Costa Rica,2016,Teff,Potatoes,12811.25,17.368402779583334
Ecuador,1998,Teff,Plantains and others,21500.0,18.0271881739625
Ecuador,1999,Teff,Plantains and others,14216.0,18.0271881739625
Ecuador,2000,Teff,Potatoes,17948.0,17.368402779583334
Ecuador,2003,Teff,Potatoes,30634.53,17.368402779583334
Ecuador,2004,Teff,Potatoes,29799.84,17.368402779583334
Ecuador,2005,Teff,Potatoes,18391.23,17.368402779583334
Ecuador,2006,Teff,Potatoes,7953.42,17.368402779583334
Ecuador,2007,Teff,Potatoes,14156.16,17.368402779583334
Ecuador,2008,Teff,Potatoes,15396.14,17.368402779583334
Ecuador,2009,Teff,Potatoes,9666.87,17.368402779583334
Ecuador,2010,Teff,Potatoes,31637.12,17.368402779583334
Ecuador,2011,Teff,Potatoes,17529.44,17.368402779583334
Ecuador,2012,Teff,Potatoes,11469.74,17.368402779583334
Ecuador,2014,Teff,Potatoes,11040.47,17.368402779583334
Ecuador,2015,Teff,Potatoes,30545.0,17.368402779583334
Ecuador,2016,Teff,Potatoes,29847.0,17.368402779583334
Egypt,1990,Teff,Sweet potatoes,13214.0,18.0271881739625
Egypt,1991,Teff,Sweet potatoes,8255.0,18.0271881739625
Egypt,2006,Teff,Potatoes,9781.0,17.368402779583334
Egypt,2007,Teff,Sweet potatoes,9105.0,18.0271881739625
Egypt,2008,Teff,Sweet potatoes,9527.0,18.0271881739625
Egypt,2009,Teff,Sweet potatoes,9013.0,18.0271881739625
Egypt,2010,Teff,Sweet potatoes,11590.0,18.0271881739625
Egypt,2011,Teff,Sweet potatoes,12945.0,18.0271881739625
Egypt,2012,Teff,Sweet potatoes,13991.0,18.0271881739625
Egypt,2013,Teff,Sweet potatoes,13653.0,18.0271881739625
Egypt,2014,Teff,Sweet potatoes,11363.0,18.0271881739625
Egypt,2015,Teff,Sweet potatoes,8043.71,18.0271881739625
Egypt,2016,Teff,Sweet potatoes,8043.71,18.0271881739625
France,1990,Teff,Potatoes,97701.0,17.368402779583334
France,1991,Teff,Potatoes,103434.0,17.368402779583334
France,1992,Teff,Potatoes,85249.0,17.368402779583334
France,1993,Teff,Potatoes,91953.0,17.368402779583334
France,1994,Teff,Potatoes,89515.0,17.368402779583334
France,1995,Teff,Potatoes,84011.0,17.368402779583334
France,1996,Teff,Potatoes,97890.0,17.368402779583334
France,1997,Teff,Potatoes,109792.0,17.368402779583334
France,1998,Teff,Potatoes,107753.0,17.368402779583334
France,1999,Teff,Potatoes,114695.0,17.368402779583334
France,2000,Teff,Potatoes,97878.0,17.368402779583334
France,2001,Teff,Potatoes,99694.0,17.368402779583334
France,2002,Teff,Potatoes,82448.0,17.368402779583334
France,2003,Teff,Potatoes,74531.0,17.368402779583334
France,2004,Teff,Potatoes,76099.0,17.368402779583334
France,2005,Teff,Potatoes,78265.0,17.368402779583334
France,2006,Teff,Potatoes,71612.0,17.368402779583334
France,2007,Teff,Potatoes,77255.0,17.368402779583334
France,2008,Teff,Potatoes,78577.0,17.368402779583334
France,2009,Teff,Potatoes,63676.0,17.368402779583334
France,2010,Teff,Potatoes,61903.0,17.368402779583334
France,2011,Teff,Potatoes,61039.0,17.368402779583334
France,2012,Teff,Potatoes,63547.59,17.368402779583334
France,2013,Teff,Potatoes,66497.29,17.368402779583334
France,2014,Teff,Potatoes,74909.6,17.368402779583334
France,2015,Teff,Potatoes,66531.02,17.368402779583334
France,2016,Teff,Potatoes,71951.22,17.368402779583334
Germany,1990,Teff,Potatoes,31289.0,17.368402779583334
Germany,1991,Teff,Potatoes,32006.0,17.368402779583334
Germany,1992,Teff,Potatoes,29542.0,17.368402779583334
Germany,1993,Teff,Potatoes,25170.0,17.368402779583334
Germany,1994,Teff,Potatoes,26330.0,17.368402779583334
Germany,1995,Teff,Potatoes,30090.0,17.368402779583334
Germany,1996,Teff,Potatoes,31683.0,17.368402779583334
Germany,1997,Teff,Potatoes,30414.0,17.368402779583334
Germany,1998,Teff,Potatoes,33377.0,17.368402779583334
Germany,1999,Teff,Potatoes,30019.0,17.368402779583334
Germany,2000,Teff,Potatoes,35273.17,17.368402779583334
Germany,2001,Teff,Potatoes,33423.49,17.368402779583334
Germany,2002,Teff,Potatoes,34431.72,17.368402779583334
Germany,2003,Teff,Potatoes,35539.26,17.368402779583334
Germany,2004,Teff,Potatoes,34930.37,17.368402779583334
Germany,2005,Teff,Potatoes,36386.27,17.368402779583334
Germany,2006,Teff,Potatoes,38540.15,17.368402779583334
Germany,2007,Teff,Potatoes,40740.64,17.368402779583334
Germany,2008,Teff,Potatoes,43413.01,17.368402779583334
Germany,2009,Teff,Potatoes,39289.43,17.368402779583334
Germany,2010,Teff,Potatoes,40832.42,17.368402779583334
Germany,2011,Teff,Potatoes,43754.35,17.368402779583334
Germany,2012,Teff,Potatoes,45522.5,17.368402779583334
Germany,2013,Teff,Potatoes,43756.1,17.368402779583334
Germany,2014,Teff,Potatoes,45836.29,17.368402779583334
Germany,2015,Teff,Potatoes,48131.97,17.368402779583334
Germany,2016,Teff,Potatoes,46920.98,17.368402779583334
Greece,1993,Teff,Sweet potatoes,8826.0,18.0271881739625
Greece,1997,Teff,Potatoes,9223.0,17.368402779583334
Greece,1998,Teff,Potatoes,10702.0,17.368402779583334
Greece,1999,Teff,Potatoes,9635.0,17.368402779583334
Greece,2000,Teff,Potatoes,10627.0,17.368402779583334
Greece,2001,Teff,Potatoes,10725.0,17.368402779583334
Greece,2002,Teff,Potatoes,11852.0,17.368402779583334
Greece,2003,Teff,Sweet potatoes,11130.0,18.0271881739625
Greece,2004,Teff,Sweet potatoes,11594.0,18.0271881739625
Greece,2005,Teff,Potatoes,12083.0,17.368402779583334
Greece,2011,Teff,Potatoes,8189.8,17.368402779583334
Greece,2012,Teff,Potatoes,8002.2,17.368402779583334
Greece,2013,Teff,Sweet potatoes,8081.72,18.0271881739625
Greece,2014,Teff,Potatoes,9504.14,17.368402779583334
Greece,2015,Teff,Potatoes,9018.87,17.368402779583334
Greece,2016,Teff,Potatoes,10448.17,17.368402779583334
Guatemala,1990,Teff,Plantains and others,12004.33,18.0271881739625
Guatemala,1991,Teff,Plantains and others,12004.33,18.0271881739625
Guatemala,1992,Teff,Plantains and others,12004.33,18.0271881739625
Guatemala,1993,Teff,Plantains and others,12004.33,18.0271881739625
Guatemala,1994,Teff,Plantains and others,12004.33,18.0271881739625
Guatemala,1995,Teff,Plantains and others,12004.33,18.0271881739625
Guatemala,1996,Teff,Plantains and others,12004.33,18.0271881739625
Guatemala,1997,Teff,Plantains and others,11419.53,18.0271881739625
Guatemala,1998,Teff,Plantains and others,10834.74,18.0271881739625
Guatemala,1999,Teff,Plantains and others,10249.94,18.0271881739625
Guatemala,2000,Teff,Plantains and others,9665.14,18.0271881739625
Guatemala,2001,Teff,Potatoes,10023.42,17.368402779583334
Guatemala,2002,Teff,Potatoes,10381.71,17.368402779583334
Guatemala,2003,Teff,Plantains and others,10739.99,18.0271881739625
Guatemala,2004,Teff,Plantains and others,11959.92,18.0271881739625
Guatemala,2005,Teff,Potatoes,13506.02,17.368402779583334
Guatemala,2006,Teff,Potatoes,15951.27,17.368402779583334
Guatemala,2007,Teff,Potatoes,22883.17,17.368402779583334
Guatemala,2008,Teff,Potatoes,18091.67,17.368402779583334
Guatemala,2009,Teff,Potatoes,13276.7,17.368402779583334
Guatemala,2010,Teff,Potatoes,14898.25,17.368402779583334
Guatemala,2011,Teff,Potatoes,16540.71,17.368402779583334
Guatemala,2012,Teff,Potatoes,19726.3,17.368402779583334
Guatemala,2013,Teff,Potatoes,20489.4,17.368402779583334
Guatemala,2014,Teff,Potatoes,20489.4,17.368402779583334
