LocationID,zone,borough,avg_trip_distance,pt_commuting_pct,pickup_count
50,Clinton West,Manhattan,5.334798378065264,37.248000000000005,129475
51,Co-Op City,Bronx,10.977124955245257,41.36,2793
52,Cobble Hill,Brooklyn,22.722986396026776,44.055,4631
53,College Point,Queens,8.111996974281391,31.082,661
54,Columbia Street,Brooklyn,49.648920704845814,34.05,908
55,Coney Island,Brooklyn,10.831948136142625,43.50909090909091,3085
56,Corona,Queens,7.331017887563884,59.59409090909091,2348
57,Corona,Queens,530.9572392638037,60.798,163
58,Country Club,Bronx,8.613571428571428,28.358571428571427,84
59,Crotona Park,Bronx,7.57578947368421,53.17666666666667,57
60,Crotona Park East,Bronx,8.043517441860464,57.503181818181815,1032
61,Crown Heights North,Brooklyn,32.31570997645674,56.020535714285714,13592
62,Crown Heights South,Brooklyn,5.335657624800547,52.4112,4387
63,Cypress Hills,Brooklyn,6.7076512968299715,49.378235294117644,2082
64,Douglaston,Queens,10.055887096774194,24.502499999999998,372
65,Downtown Brooklyn/MetroTech,Brooklyn,20.49594858048008,50.22071428571429,16414
66,DUMBO/Vinegar Hill,Brooklyn,18.04569197040285,44.81916666666667,10947
67,Dyker Heights,Brooklyn,6.6191618497109825,38.9190625,692
68,East Chelsea,Manhattan,3.0733988311744325,37.89,556456
69,East Concourse/Concourse Village,Bronx,22.450254263565892,62.62433333333333,3225
70,East Elmhurst,Queens,10.691165646466283,56.105000000000004,80213
71,East Flatbush/Farragut,Brooklyn,15.125563110922226,53.53171428571429,4706
72,East Flatbush/Remsen Village,Brooklyn,17.063238585894474,59.74375,5629
73,East Flushing,Queens,8.421785714285715,34.89363636363636,252
74,East Harlem North,Manhattan,23.1710444990445,62.37913043478261,54945
75,East Harlem South,Manhattan,5.911576616269363,55.515499999999996,129372
76,East New York,Brooklyn,15.838229027962717,53.4275,9763
77,East New York/Pennsylvania Avenue,Brooklyn,6.668537960954446,59.32590909090909,2305
78,East Tremont,Bronx,38.743961235614776,56.81130434782609,1651
79,East Village,Manhattan,3.9541169480163325,43.39421052631579,459452
80,East Williamsburg,Brooklyn,29.2146252438005,50.900000000000006,10767
81,Eastchester,Bronx,10.285738963531669,38.2888,1042
82,Elmhurst,Queens,11.652781333883956,56.22428571428571,4843
83,Elmhurst/Maspeth,Queens,139.374510897111,50.655,1973
84,Eltingville/Annadale/Prince's Bay,Staten Island,18.650000000000002,17.752000000000002,6
85,Erasmus,Brooklyn,19.297809393212205,62.37681818181818,2917
86,Far Rockaway,Queens,15.029384858044164,26.118571428571432,1902
87,Financial District North,Manhattan,5.773938934116929,44.068,124554
88,Financial District South,Manhattan,7.983245856562269,45.53,66189
89,Flatbush/Ditmas Park,Brooklyn,9.787035341250537,49.37641509433962,6989
90,Flatiron,Manhattan,4.063149910888515,42.25846153846154,319263
91,Flatlands,Brooklyn,26.07861122244489,43.24208333333333,4990
92,Flushing,Queens,8.130697230181472,34.909642857142856,2094
93,Flushing Meadows-Corona Park,Queens,10.00899861878453,43.31578947368421,15928
94,Fordham South,Bronx,7.760297619047619,62.91555555555556,672
95,Forest Hills,Queens,36.16850380545758,44.5071875,5387
96,Forest Park/Highland Park,Queens,6.496484848484849,43.035,165
97,Fort Greene,Brooklyn,14.37462355365351,49.68869565217391,12618
98,Fresh Meadows,Queens,8.643200692041521,24.642857142857142,578
99,Freshkills Park,Staten Island,12.31,14.546923076923077,1
100,Garment District,Manhattan,4.097327178129208,37.547,311173
101,Glen Oaks,Queens,204.6969246031746,15.175999999999998,504
102,Glendale,Queens,5.840697230181471,40.81652173913044,1047
106,Gowanus,Brooklyn,36.589650959860386,47.58923076923077,1719
107,Gramercy,Manhattan,3.5753034342601024,35.982142857142854,397582
108,Gravesend,Brooklyn,9.281294416243655,43.21176470588235,1182
109,Great Kills,Staten Island,17.44666666666667,20.477333333333334,12
111,Green-Wood Cemetery,Brooklyn,6.506153846153846,49.997,39
112,Greenpoint,Brooklyn,15.071172876482569,45.11714285714286,8347
113,Greenwich Village North,Manhattan,2.820057204479232,33.037,280048
114,Greenwich Village South,Manhattan,4.656981602765665,36.52230769230769,287815
115,Grymes Hill/Clifton,Staten Island,11.075434782608696,33.988125,46
116,Hamilton Heights,Manhattan,25.077402844088503,61.027142857142856,19479
117,Hammels/Arverne,Queens,12.90490518962076,39.270714285714284,2004
118,Heartland Village/Todt Hill,Staten Island,14.092500000000001,21.152413793103445,44
119,Highbridge,Bronx,68.7580487804878,66.376875,1886
120,Highbridge Park,Manhattan,10.913405797101449,58.23181818181819,138
121,Hillcrest/Pomonok,Queens,29.47073970690858,33.22590909090909,1433
122,Hollis,Queens,63.75230113636364,41.51521739130435,704
123,Homecrest,Brooklyn,43.037366042608134,37.996857142857145,1549
124,Howard Beach,Queens,8.689039548022599,37.58,1593
125,Hudson Sq,Manhattan,3.4869231582691627,39.3275,104019
126,Hunts Point,Bronx,7.143616852146264,55.78352941176471,1258
127,Inwood,Manhattan,82.87595559425337,58.448750000000004,2297
128,Inwood Hill Park,Manhattan,6.992682926829269,50.230000000000004,205
129,Jackson Heights,Queens,32.79705213499455,52.641666666666666,8267
130,Jamaica,Queens,38.26475882162512,47.269705882352945,6178
131,Jamaica Estates,Queens,84.06838905775076,37.72416666666667,1316
132,JFK Airport,Queens,15.844430257074746,30.885,1016397
133,Kensington,Brooklyn,6.128355886332882,42.95473684210526,1478
134,Kew Gardens,Queens,5.876842105263158,44.131,2850
135,Kew Gardens Hills,Queens,7.843394160583943,34.663529411764706,1096
136,Kingsbridge Heights,Bronx,7.865682478218781,65.71722222222223,1033
137,Kips Bay,Manhattan,5.004685702547248,27.322000000000003,214192
138,LaGuardia Airport,Queens,9.759153086114521,40.5825,663326
139,Laurelton,Queens,12.254336043360434,28.86315789473684,1107
140,Lenox Hill East,Manhattan,4.100519878707074,34.09142857142857,385513
141,Lenox Hill West,Manhattan,2.7750547845472755,33.32625,442278
142,Lincoln Square East,Manhattan,3.2782616798623843,41.47416666666667,620277
143,Lincoln Square West,Manhattan,7.101120583831325,41.814166666666665,222393
144,Little Italy/NoLiTa,Manhattan,6.113042839889171,43.3976923076923,211135
145,Long Island City/Hunters Point,Queens,9.432530932851384,60.156,14386
146,Long Island City/Queens Plaza,Queens,3.6924812104430385,57.557857142857145,10112
147,Longwood,Bronx,51.387846153846155,52.63866666666667,1105
148,Lower East Side,Manhattan,4.475044120910827,43.885714285714286,225290
149,Madison,Brooklyn,6.535670926517572,38.682580645161295,1252
150,Manhattan Beach,Brooklyn,7.863728590250329,35.79833333333333,759
151,Manhattan Valley,Manhattan,4.796568004175392,52.625,159027
152,Manhattanville,Manhattan,7.079615531023982,56.23,15762
153,Marble Hill,Manhattan,6.7472106824925815,61.18000000000001,337
154,Marine Park/Floyd Bennett Field,Brooklyn,7.3387193460490465,27.732,367
155,Marine Park/Mill Basin,Brooklyn,6.730160356347438,32.00030303030303,2245
156,Mariners Harbor,Staten Island,18.31896551724138,33.02230769230769,29
157,Maspeth,Queens,5.993734651093142,39.4516,3339
158,Meatpacking/West Village West,Manhattan,5.285857350678807,41.16888888888889,215157
159,Melrose South,Bronx,36.54815405497116,58.697142857142865,2947
160,Middle Village,Queens,47.52946963873943,36.540333333333336,1301
161,Midtown Center,Manhattan,2.8167862640477472,25.5925,941966
162,Midtown East,Manhattan,3.177330979216511,24.87923076923077,693820
163,Midtown North,Manhattan,2.879045890606975,26.18,562577
164,Midtown South,Manhattan,2.9251158020403736,30.040666666666667,460700
165,Midwood,Brooklyn,42.58917647058823,36.668181818181814,2295
166,Morningside Heights,Manhattan,12.238073341573958,42.99333333333333,97080
167,Morrisania/Melrose,Bronx,45.20432896064581,54.446666666666665,1982
168,Mott Haven/Port Morris,Bronx,12.538250912711582,61.0784,6026
169,Mount Hope,Bronx,7.1468662790697675,67.3432,1720
170,Murray Hill,Manhattan,2.91437287841284,24.219285714285714,587414
171,Murray Hill-Queens,Queens,8.485236486486487,30.771666666666665,592
172,New Dorp/Midland Beach,Staten Island,10.756428571428572,28.08818181818182,42
173,North Corona,Queens,6.3916919959473155,64.19115384615385,987
174,Norwood,Bronx,10.319721421709895,57.63294117647059,1041
175,Oakland Gardens,Queens,24.37602083333333,28.883076923076924,480
176,Oakwood,Staten Island,10.663571428571428,24.165454545454544,14
177,Ocean Hill,Brooklyn,30.456333109469444,60.806296296296296,4467
178,Ocean Parkway South,Brooklyn,6.298366247755835,35.722272727272724,557
179,Old Astoria,Queens,65.44310600155885,54.13111111111111,5132
180,Ozone Park,Queens,7.075107843137254,40.51470588235294,1020
181,Park Slope,Brooklyn,15.49101024162275,47.6371875,10057
182,Parkchester,Bronx,38.34903175429464,55.699285714285715,1921
183,Pelham Bay,Bronx,9.672442396313365,32.160000000000004,434
184,Pelham Bay Park,Bronx,9.379000000000001,38.9825,110
185,Pelham Parkway,Bronx,8.37110159118727,40.042500000000004,817
186,Penn Station/Madison Sq West,Manhattan,2.810591946250032,38.832857142857144,663219
187,Port Richmond,Staten Island,11.73375,25.23153846153846,16
188,Prospect-Lefferts Gardens,Brooklyn,42.414731248473004,55.90555555555555,8186
189,Prospect Heights,Brooklyn,5.156232914160744,48.160714285714285,3658
190,Prospect Park,Brooklyn,4.680480109739369,50.783846153846156,729
191,Queens Village,Queens,143.4243577163247,31.953055555555554,2242
192,Queensboro Hill,Queens,7.124076782449726,30.009333333333334,547
193,Queensbridge/Ravenswood,Queens,79.33031190150479,56.910000000000004,3655
194,Randalls Island,Manhattan,6.659373271889401,69.9475,1085
195,Red Hook,Brooklyn,9.549915290131299,28.498,4722
196,Rego Park,Queens,6.401027123165852,47.1055,2249
197,Richmond Hill,Queens,21.953420370739487,44.45186046511628,5017
198,Ridgewood,Queens,9.544970681100587,51.455999999999996,2217
199,Rikers Island,Bronx,7.593333333333334,27.12,9
200,Riverdale/North Riverdale/Fieldston,Bronx,10.116783691959231,30.480588235294114,883
201,Rockaway Park,Queens,11.334693877551022,25.301111111111112,686
202,Roosevelt Island,Manhattan,5.574435107376284,39.484,1071
203,Rosedale,Queens,11.495246533127888,27.198636363636364,1298
204,Rossville/Woodrow,Staten Island,14.645,14.394615384615385,2
205,Saint Albans,Queens,90.94592649310873,38.833617021276595,2612
206,Saint George/New Brighton,Staten Island,9.649411764705883,25.16217391304348,17
207,Saint Michaels Cemetery/Woodside,Queens,6.148074866310161,40.765,374
208,Schuylerville/Edgewater Park,Bronx,201.7896651982379,29.215714285714284,1135
209,Seaport,Manhattan,7.7335237342785765,42.796,46831
210,Sheepshead Bay,Brooklyn,34.40567480423768,41.44222222222223,2171
211,SoHo,Manhattan,3.536602595974426,37.04222222222222,170957
212,Soundview/Bruckner,Bronx,55.69463281249999,56.73199999999999,1280
213,Soundview/Castle Hill,Bronx,30.74080561714708,49.8895,2706
214,South Beach/Dongan Hills,Staten Island,1250.8206153846154,29.596666666666668,65
215,South Jamaica,Queens,12.458476420798064,43.28615384615385,4135
216,South Ozone Park,Queens,7.449521020434726,38.00318181818182,7683
217,South Williamsburg,Brooklyn,33.19681422351234,31.958333333333332,1378
218,Springfield Gardens North,Queens,9.863918563922942,38.06384615384615,2284
219,Springfield Gardens South,Queens,12.421496039894397,32.647333333333336,3409
220,Spuyten Duyvil/Kingsbridge,Bronx,8.597375939849623,46.29315789473684,1330
221,Stapleton,Staten Island,554.4597530864197,35.28722222222222,81
222,Starrett City,Brooklyn,7.747005076142132,46.931666666666665,2758
223,Steinway,Queens,6.034368507381083,48.501599999999996,5487
224,Stuy Town/Peter Cooper Village,Manhattan,2.644676523213109,41.55857142857143,31857
225,Stuyvesant Heights,Brooklyn,14.616940765536311,55.69135135135135,6871
226,Sunnyside,Queens,27.40168247717917,58.4075,16761
227,Sunset Park East,Brooklyn,7.1739278557114226,45.13162162162162,998
228,Sunset Park West,Brooklyn,35.36675373134329,46.60225806451613,2680
229,Sutton Place/Turtle Bay North,Manhattan,4.067132125827548,26.37909090909091,347714
230,Times Sq/Theatre District,Manhattan,3.6304020799187797,36.548,671757
231,TriBeCa/Civic Center,Manhattan,6.423808483056386,46.13,280017
232,Two Bridges/Seward Park,Manhattan,7.367304528002926,45.37466666666667,32818
233,UN/Turtle Bay South,Manhattan,3.6903390322377136,23.939999999999998,237765
234,Union Sq,Manhattan,2.8744105973003666,36.84733333333334,540666
235,University Heights/Morris Heights,Bronx,8.420990251410979,64.80636363636364,1949
236,Upper East Side North,Manhattan,2.8694687457859835,40.260555555555555,815730
237,Upper East Side South,Manhattan,2.5006974701008438,29.693571428571428,913989
238,Upper West Side North,Manhattan,5.091866717594508,48.168,377004
239,Upper West Side South,Manhattan,4.371853960949969,44.75555555555556,540691
240,Van Cortlandt Park,Bronx,8.185974025974026,45.539565217391306,154
241,Van Cortlandt Village,Bronx,63.47942569992821,61.51263157894737,1393
242,Van Nest/Morris Park,Bronx,73.01562691131498,44.13771428571428,1308
243,Washington Heights North,Manhattan,15.027447253373882,56.5325,5261
244,Washington Heights South,Manhattan,17.60243083819973,58.22222222222222,16953
245,West Brighton,Staten Island,12.13375,23.922777777777778,24
246,West Chelsea/Hudson Yards,Manhattan,3.4915296570353096,37.68692307692308,365023
247,West Concourse,Bronx,6.363110264348655,65.48590909090909,4199
248,West Farms/Bronx River,Bronx,59.61241021548283,59.88235294117647,1253
249,West Village,Manhattan,2.917878444963104,41.030833333333334,466587
250,Westchester Village/Unionport,Bronx,84.89289817232377,46.1075,1149
251,Westerleigh,Staten Island,10.867575757575757,19.420555555555556,33
252,Whitestone,Queens,73.57724191063174,21.24375,649
253,Willets Point,Queens,9.466936416184971,33.45666666666667,173
254,Williamsbridge/Olinville,Bronx,9.963716455696202,49.42428571428571,1975
255,Williamsburg (North Side),Brooklyn,9.045371105766542,47.905,17879
256,Williamsburg (South Side),Brooklyn,4.628275776191267,45.74315789473684,12046
257,Windsor Terrace,Brooklyn,6.338182807399347,48.33533333333333,919
258,Woodhaven,Queens,6.982910085054678,48.38161290322581,1646
259,Woodlawn/Wakefield,Bronx,10.675611775528978,37.95206896551725,1087
260,Woodside,Queens,4.777396232996163,52.23800000000001,5734
261,World Trade Center,Manhattan,4.657763041080412,42.82625,111513
262,Yorkville East,Manhattan,6.340049157821704,46.71277777777778,270964
263,Yorkville West,Manhattan,3.8283788284839204,48.606842105263155,365680
