country,year,actual_top_crop,predicted_crop,prediction_probability
bolivia,2010,Potato,Barley,0.28
bolivia,2011,Potato,Barley,0.28
bolivia,2012,Potato,Barley,0.28
bolivia,2013,Potato,Barley,0.28
bosniaandherzegovina,1992,Potato,Barley,0.28
bosniaandherzegovina,1993,Potato,Barley,0.28
bosniaandherzegovina,1994,Potato,Barley,0.28
bosniaandherzegovina,1995,Potato,Barley,0.28
bosniaandherzegovina,1996,Potato,Barley,0.28
bosniaandherzegovina,1997,Potato,Barley,0.28
bosniaandherzegovina,1998,Potato,Barley,0.28
bosniaandherzegovina,1999,Potato,Barley,0.28
bosniaandherzegovina,2000,Potato,Barley,0.28
bosniaandherzegovina,2001,Potato,Barley,0.28
bosniaandherzegovina,2002,Potato,Barley,0.28
bosniaandherzegovina,2003,Potato,Barley,0.28
bosniaandherzegovina,2004,Potato,Barley,0.28
bosniaandherzegovina,2005,Potato,Barley,0.28
bosniaandherzegovina,2006,Potato,Barley,0.28
bosniaandherzegovina,2007,Potato,Barley,0.28
bosniaandherzegovina,2008,Potato,Barley,0.28
bosniaandherzegovina,2009,Potato,Barley,0.28
bosniaandherzegovina,2010,Potato,Barley,0.28
bosniaandherzegovina,2011,Potato,Barley,0.28
bosniaandherzegovina,2012,Potato,Barley,0.28
bosniaandherzegovina,2013,Potato,Barley,0.28
botswana,1990,Wheat,Maize,0.64
botswana,1991,Wheat,Maize,0.61
botswana,1992,Wheat,Maize,0.59
botswana,1993,Wheat,Maize,0.64
botswana,1994,Wheat,Maize,0.61
botswana,1995,Wheat,Maize,0.64
botswana,1996,Wheat,Maize,0.61
botswana,1997,Wheat,Maize,0.61
botswana,1998,Wheat,Maize,0.64
botswana,1999,Wheat,Maize,0.59
botswana,2000,Wheat,Maize,0.61
botswana,2001,Wheat,Maize,0.61
botswana,2002,Wheat,Maize,0.64
botswana,2003,Sorghum,Maize,0.59
botswana,2004,Wheat,Maize,0.61
botswana,2005,Sorghum,Maize,0.6
botswana,2006,Wheat,Maize,0.61
botswana,2007,Sorghum,Maize,0.67
botswana,2008,Wheat,Maize,0.64
botswana,2009,Sorghum,Maize,0.63
botswana,2010,Sorghum,Maize,0.66
botswana,2011,Sorghum,Maize,0.63
botswana,2012,Sorghum,Maize,0.67
botswana,2013,Sorghum,Maize,0.63
brazil,1990,Potato,Maize,0.34
brazil,1991,Potato,Maize,0.34
brazil,1992,Potato,Maize,0.34
brazil,1993,Potato,Maize,0.34
brazil,1994,Potato,Maize,0.34
brazil,1995,Potato,Maize,0.34
brazil,1996,Potato,Maize,0.34
brazil,1997,Potato,Maize,0.34
brazil,1998,Potato,Maize,0.34
brazil,1999,Potato,Maize,0.34
brazil,2000,Potato,Maize,0.34
brazil,2001,Potato,Maize,0.34
brazil,2002,Potato,Maize,0.34
brazil,2003,Potato,Maize,0.34
brazil,2004,Potato,Maize,0.34
brazil,2005,Potato,Maize,0.34
brazil,2006,Potato,Maize,0.34
brazil,2007,Potato,Maize,0.34
brazil,2008,Potato,Maize,0.34
brazil,2009,Potato,Maize,0.34
brazil,2010,Potato,Maize,0.34
brazil,2011,Potato,Maize,0.34
brazil,2012,Potato,Maize,0.34
brazil,2013,Potato,Maize,0.34
bulgaria,1990,Potato,Barley,0.28
bulgaria,1991,Potato,Barley,0.28
bulgaria,1992,Potato,Barley,0.28
bulgaria,1993,Potato,Barley,0.28
bulgaria,1994,Potato,Barley,0.28
bulgaria,1995,Potato,Barley,0.28
bulgaria,1996,Potato,Barley,0.28
bulgaria,1997,Potato,Barley,0.28
bulgaria,1998,Potato,Barley,0.28
bulgaria,1999,Potato,Barley,0.28
bulgaria,2000,Potato,Barley,0.28
bulgaria,2001,Potato,Barley,0.28
bulgaria,2002,Potato,Barley,0.28
bulgaria,2003,Potato,Barley,0.28
bulgaria,2004,Potato,Barley,0.28
bulgaria,2005,Potato,Barley,0.28
bulgaria,2006,Potato,Barley,0.28
bulgaria,2007,Potato,Barley,0.28
bulgaria,2008,Potato,Barley,0.28
bulgaria,2009,Potato,Barley,0.28
bulgaria,2010,Potato,Barley,0.28
bulgaria,2011,Potato,Barley,0.28
bulgaria,2012,Potato,Barley,0.28
bulgaria,2013,Potato,Barley,0.28
burkinafaso,1990,Potato,Maize,0.34
burkinafaso,1991,Potato,Maize,0.34
burkinafaso,1992,Potato,Maize,0.34
burkinafaso,1993,Potato,Maize,0.34
burkinafaso,1994,Potato,Maize,0.34
burkinafaso,1995,Potato,Maize,0.34
burkinafaso,1996,Potato,Maize,0.34
burkinafaso,1997,Potato,Maize,0.34
burkinafaso,1998,Potato,Maize,0.34
burkinafaso,1999,Potato,Maize,0.34
burkinafaso,2000,Potato,Maize,0.34
burkinafaso,2001,Maize,Maize,0.67
burkinafaso,2002,Potato,Maize,0.34
burkinafaso,2003,Potato,Maize,0.34
burkinafaso,2004,Potato,Maize,0.34
burkinafaso,2005,Potato,Maize,0.34
burkinafaso,2006,Potato,Maize,0.34
burkinafaso,2007,Potato,Maize,0.34
burkinafaso,2008,Potato,Maize,0.34
burkinafaso,2009,Potato,Maize,0.34
burkinafaso,2010,Potato,Maize,0.34
burkinafaso,2011,Potato,Maize,0.34
burkinafaso,2012,Potato,Maize,0.34
burkinafaso,2013,Potato,Maize,0.34
burundi,1990,Potato,Maize,0.33
burundi,1991,Potato,Maize,0.33
burundi,1992,Potato,Maize,0.33
burundi,1993,Potato,Maize,0.33
burundi,1994,Potato,Maize,0.33
burundi,1995,Potato,Maize,0.34
burundi,1996,Potato,Maize,0.33
burundi,1997,Potato,Maize,0.34
burundi,1998,Potato,Maize,0.34
burundi,1999,Potato,Maize,0.33
burundi,2000,Potato,Maize,0.34
burundi,2001,Potato,Maize,0.33
burundi,2002,Potato,Maize,0.34
burundi,2003,Potato,Maize,0.34
burundi,2004,Potato,Maize,0.34
burundi,2005,Potato,Maize,0.34
burundi,2006,Potato,Maize,0.34
burundi,2007,Potato,Maize,0.33
burundi,2008,Potato,Maize,0.33
burundi,2009,Potato,Maize,0.34
burundi,2010,Potato,Maize,0.34
burundi,2011,Potato,Maize,0.33
burundi,2012,Potato,Maize,0.34
burundi,2013,Potato,Maize,0.34
caboverde,1990,Potato,Maize,0.34
caboverde,1991,Potato,Maize,0.34
caboverde,1992,Potato,Maize,0.34
caboverde,1993,Potato,Maize,0.34
caboverde,1994,Potato,Maize,0.34
caboverde,1995,Potato,Maize,0.34
caboverde,1996,Potato,Maize,0.34
caboverde,1997,Potato,Maize,0.34
caboverde,1998,Potato,Maize,0.34
caboverde,1999,Potato,Maize,0.34
caboverde,2000,Potato,Maize,0.34
caboverde,2001,Potato,Maize,0.34
caboverde,2002,Potato,Maize,0.34
caboverde,2003,Potato,Maize,0.34
caboverde,2004,Potato,Maize,0.34
caboverde,2005,Potato,Maize,0.34
caboverde,2006,Potato,Maize,0.34
caboverde,2007,Potato,Maize,0.34
caboverde,2008,Potato,Maize,0.34
caboverde,2009,Potato,Maize,0.34
caboverde,2010,Potato,Maize,0.34
caboverde,2011,Potato,Maize,0.34
caboverde,2012,Potato,Maize,0.34
caboverde,2013,Potato,Maize,0.34
cambodia,1990,Maize,Maize,0.74
cambodia,1991,Maize,Maize,0.74
cambodia,1992,Maize,Maize,0.74
cambodia,1993,Maize,Maize,0.74
cambodia,1994,Maize,Maize,0.74
cambodia,1995,Maize,Maize,0.74
cambodia,1996,Maize,Maize,0.74
cambodia,1997,Maize,Maize,0.74
cambodia,1998,Maize,Maize,0.74
cambodia,1999,Maize,Maize,0.74
cambodia,2000,Maize,Maize,0.74
cambodia,2001,Maize,Maize,0.74
cambodia,2002,Maize,Maize,0.74
cambodia,2003,Maize,Maize,0.74
cambodia,2004,Maize,Maize,0.74
cambodia,2005,Maize,Maize,0.74
cambodia,2006,Maize,Maize,0.74
cambodia,2007,Maize,Maize,0.74
cambodia,2008,Maize,Maize,0.74
cambodia,2009,Maize,Maize,0.74
cambodia,2010,Maize,Maize,0.74
cambodia,2011,Maize,Maize,0.74
cambodia,2012,Maize,Maize,0.74
cambodia,2013,Maize,Maize,0.74
cameroon,1990,Maize,Maize,0.67
cameroon,1991,Maize,Maize,0.67
cameroon,1992,Potato,Maize,0.34
cameroon,1993,Potato,Maize,0.34
cameroon,1994,Potato,Maize,0.34
cameroon,1995,Potato,Maize,0.34
cameroon,1996,Potato,Maize,0.34
cameroon,1997,Potato,Maize,0.34
cameroon,1998,Potato,Maize,0.34
cameroon,1999,Potato,Maize,0.34
cameroon,2000,Potato,Maize,0.34
cameroon,2001,Potato,Maize,0.34
cameroon,2002,Potato,Maize,0.34
cameroon,2003,Potato,Maize,0.34
cameroon,2004,Potato,Maize,0.34
cameroon,2005,Potato,Maize,0.34
cameroon,2006,Potato,Maize,0.34
cameroon,2007,Potato,Maize,0.34
cameroon,2008,Potato,Maize,0.34
