,,a days tech,acer,airbar,alienware,amiamo,apple,arkon,as seen on tv,asus,auusda,belkin,blackberry,blue ant,body glove,boxwave,boxwave corporation,cardo,cellular innovations,chuwi,cingular,clevo,computers_accessories,consoles_games,dell,dell 16gb,dell inc.,dell inspiron,dell/hp/lenovo/fujitsu/toshiba,dell/hp/lenovo/stone,different,durabook,electronics,fujitsu,fujitsu pc corp.,fujitsu siemens,fusion5,gateway,generic,getac,gigabyte,goldbook,google,gpd,hp,hp dell lenovo select from above,htc,huawei,hyundai,ibm,intel,jabra,jumper,kano,krusell international,lenovo,lenovo t440,lg,logitech,major brand,metabox,microsoft,mixt,motorola,msi,nokia,olpc,otterbox,palm,palm treo 650,panasonic,plantronics,probook,razer,samsung,sgin,simpletek,sony,sony ericsson,soyo,t-mobile,telephony,toshiba,universal,vaio,virgin mobile slice,vxi,wireless extenders,xplore,zebra,zzetze
cingular,7.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.5,5.0,5.0,52.5,57.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,15.0,9.5,6.0,0.0,106.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0
clevo,0.0,0.0,0.01103851058996878,0.004160844002971132,0.006877666586997648,0.007143106453916866,0.01103851058996878,0.0,0.0,0.01103851058996878,0.01103851058996878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006877666586997648,0.0,0.0,0.0,0.0,0.013394222991966662,0.0,0.006877666586997648,0.002982262450945733,0.004160844002971132,0.0,0.006877666586997648,0.008056248139023047,0.0,0.01103851058996878,0.01103851058996878,0.006516556404969015,0.0,0.01103851058996878,0.0,0.01103851058996878,0.002982262450945733,0.004160844002971132,0.007143106453916866,0.0038954041360519144,0.013394222991966662,0.002982262450945733,0.0,0.006877666586997648,0.004160844002971132,0.0,0.01103851058996878,0.0,0.002982262450945733,0.004160844002971132,0.0,0.013394222991966662,0.006877666586997648,0.01103851058996878,0.0,0.004160844002971132,0.01103851058996878,0.01103851058996878,0.004160844002971132,0.0,0.01103851058996878,0.0,0.004160844002971132,0.0,0.0,0.0,0.01103851058996878,0.0,0.007143106453916866,0.002982262450945733,0.01103851058996878,0.01103851058996878,0.0023557124019978827,0.004160844002971132,0.0,0.0,0.0,0.0,0.01103851058996878,0.004160844002971132,0.006877666586997648,0.0,0.0,0.0,0.006877666586997648,0.0023557124019978827,0.002982262450945733
computers_accessories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.798000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.07200000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.41400000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consoles_games,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.798000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dell,0.0,0.0,0.24860951397547462,0.014471217651188452,0.02782828316289616,0.011670340626248972,0.09116693178741207,0.0,0.0,0.21604663428221277,0.02243606247969286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044855523766464234,0.0,0.013394222991966662,0.0,0.0,0.0,0.016025527058940916,0.024215371106837334,0.01156184244082399,0.008090468492254543,0.0063533008031164745,0.015537423901137359,0.01631812095413046,0.0,0.04957948687779113,0.01869947539508612,0.0686798284373917,0.04111651761867273,0.12226290689390332,0.0,0.04243584798304793,0.00830898697421457,0.014471217651188452,0.01460800048286135,0.01892873109814569,0.47271211053822026,0.009335563254062207,0.0,0.017324312206710376,0.014471217651188452,0.010839870887230818,0.06528036100713915,0.0,0.010207484895302687,0.044174735603248416,0.0,0.5305043321115207,0.016523854109879218,0.04257168513339446,0.0,0.017049215723311854,0.01705541359935129,0.15266241029062166,0.014471217651188452,0.0,0.042016111018426276,0.0,0.014471217651188452,0.0,0.0,0.0,0.10282791071589971,0.0,0.027323084005119354,0.013696530188398105,0.16579761858934383,0.0677406323437563,0.018949780855345606,0.03587285656811829,0.0,0.0,0.0,0.0,0.14100865767927145,0.016971217651188454,0.013475736616713826,0.0,0.0,0.0,0.017625407095990996,0.010737334855727988,0.02455653535159192
dell 16gb,0.0,0.0,0.013911123743556518,0.007544341031663622,0.005495840198553715,0.0,0.013911123743556518,0.0,0.0,0.007544341031663622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021144033153843982,0.0,0.0,0.0,0.0,0.016025527058940916,0.0,0.0,0.0,0.0,0.0,0.0,0.005495840198553715,0.0,0.007544341031663622,0.0,0.007544341031663622,0.0,0.007544341031663622,0.0,0.0,0.0,0.007544341031663622,0.0,0.0,0.016025527058940916,0.0,0.0,0.0,0.007544341031663622,0.005495840198553715,0.007544341031663622,0.0,0.0,0.005495840198553715,0.0,0.016025527058940916,0.0,0.0020485008331099066,0.0,0.007544341031663622,0.0,0.007544341031663622,0.007544341031663622,0.0,0.0076102435139381135,0.0,0.007544341031663622,0.0,0.0,0.0,0.01186262291044661,0.0,0.01186262291044661,0.0,0.01186262291044661,0.0021144033153843982,0.0020485008331099066,0.007544341031663622,0.0,0.0,0.0,0.0,0.007544341031663622,0.007544341031663622,0.0,0.0,0.0,0.0,0.0,0.0020485008331099066,0.0
dell inc.,0.0,0.0,0.022445110907140565,0.0,0.006877666586997648,0.00750949662327784,0.014697787479094853,0.0,0.0,0.018066302875887227,0.010170553306762744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014697787479094853,0.0,0.006877666586997648,0.0,0.0,0.024215371106837334,0.0,0.0,0.005288718961968969,0.002306456511023236,0.0,0.009184123098020884,0.0038954041360519144,0.0,0.014697787479094853,0.010170553306762744,0.0,0.0,0.016296042676190454,0.0,0.018626078048736092,0.00705897916166574,0.0,0.005288718961968969,0.0038954041360519144,0.024215371106837334,0.002982262450945733,0.0,0.013003155956425358,0.0,0.0,0.009184123098020884,0.0,0.00750949662327784,0.0,0.0,0.024215371106837334,0.010170553306762744,0.018066302875887227,0.0,0.0,0.010170553306762744,0.024215371106837334,0.0,0.0,0.011404900759329756,0.0,0.0,0.0,0.0,0.0,0.020846855710044965,0.0,0.002982262450945733,0.00750949662327784,0.018066302875887227,0.012391330968071617,0.0015982551970956016,0.0,0.0,0.0,0.0,0.0,0.010170553306762744,0.0,0.009098444248306518,0.0,0.0,0.0,0.006877666586997648,0.0,0.002982262450945733
dell inspiron,0.0,0.0,0.005288718961968969,0.0,0.002982262450945733,0.005288718961968969,0.005288718961968969,0.0,0.0,0.009138734912035049,0.002982262450945733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005288718961968969,0.0,0.002982262450945733,0.0,0.0,0.01156184244082399,0.0,0.005288718961968969,0.0,0.002306456511023236,0.0,0.005288718961968969,0.0,0.0,0.005288718961968969,0.002982262450945733,0.0038500159500660792,0.0,0.00771182649075791,0.0,0.005288718961968969,0.005288718961968969,0.0,0.005288718961968969,0.0,0.01156184244082399,0.002982262450945733,0.0,0.005288718961968969,0.0,0.0,0.005288718961968969,0.0,0.005288718961968969,0.0,0.0,0.01156184244082399,0.002982262450945733,0.005288718961968969,0.0,0.0,0.002982262450945733,0.005288718961968969,0.0,0.0,0.005288718961968969,0.0,0.0,0.0,0.0,0.0,0.009138734912035049,0.0,0.002982262450945733,0.005288718961968969,0.005288718961968969,0.002982262450945733,0.0,0.0,0.0,0.0,0.0,0.0,0.009255385929800753,0.0,0.002982262450945733,0.0,0.0,0.0,0.005405369979734674,0.0,0.002982262450945733
dell/hp/lenovo/fujitsu/toshiba,0.0,0.0,0.008090468492254543,0.004160844002971132,0.0016231679782601734,0.006467300513994368,0.012457280719328776,0.0,0.0,0.008090468492254543,0.004160844002971132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002306456511023236,0.0,0.004160844002971132,0.0,0.0,0.008090468492254543,0.0,0.002306456511023236,0.002306456511023236,0.0,0.0,0.002306456511023236,0.004160844002971132,0.0,0.008090468492254543,0.004160844002971132,0.004160844002971132,0.0,0.006467300513994368,0.0,0.006467300513994368,0.002306456511023236,0.004160844002971132,0.006467300513994368,0.0,0.008090468492254543,0.0,0.0,0.003929624489283409,0.004160844002971132,0.0,0.006467300513994368,0.0,0.002306456511023236,0.004160844002971132,0.0,0.008090468492254543,0.0,0.008090468492254543,0.0,0.004160844002971132,0.004160844002971132,0.006467300513994368,0.004160844002971132,0.0,0.006467300513994368,0.0,0.004160844002971132,0.0,0.0,0.0,0.008090468492254543,0.0,0.004160844002971132,0.002306456511023236,0.006467300513994368,0.004160844002971132,0.0,0.004160844002971132,0.0,0.0,0.0,0.0,0.004160844002971132,0.004160844002971132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dell/hp/lenovo/stone,0.0,0.0,0.0063533008031164745,0.0,0.0,0.0,0.0063533008031164745,0.0,0.0,0.0063533008031164745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063533008031164745,0.0,0.0,0.0,0.0,0.0,0.0063533008031164745,0.0,0.0,0.0,0.0,0.0,0.0063533008031164745,0.0063533008031164745,0.0,0.0063533008031164745,0.0,0.0,0.0,0.0,0.0063533008031164745,0.0063533008031164745,0.0,0.0,0.0,0.0,0.0063533008031164745,0.0,0.0,0.0,0.0,0.0063533008031164745,0.0063533008031164745,0.0,0.0,0.0,0.0,0.0063533008031164745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063533008031164745,0.0,0.0,0.0,0.0063533008031164745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063533008031164745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
different,0.0,0.0,0.015537423901137359,0.0,0.006877666586997648,0.005288718961968969,0.015537423901137359,0.0,0.0,0.015537423901137359,0.006877666586997648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009184123098020884,0.0,0.006877666586997648,0.0,0.0,0.015537423901137359,0.0,0.009184123098020884,0.005288718961968969,0.002306456511023236,0.0063533008031164745,0.0,0.0038954041360519144,0.0,0.009184123098020884,0.006877666586997648,0.009711283540345528,0.0063533008031164745,0.015537423901137359,0.0,0.015537423901137359,0.005288718961968969,0.0,0.005288718961968969,0.0038954041360519144,0.025248707441482887,0.009335563254062207,0.0,0.009184123098020884,0.0,0.0,0.015537423901137359,0.0,0.005288718961968969,0.0,0.0,0.025248707441482887,0.013230967390114123,0.009184123098020884,0.0,0.0,0.006877666586997648,0.015537423901137359,0.0,0.0,0.009184123098020884,0.0,0.0,0.0,0.0,0.0,0.015537423901137359,0.0,0.002982262450945733,0.005288718961968969,0.015537423901137359,0.006877666586997648,0.0,0.0,0.0,0.0,0.0,0.0,0.013230967390114123,0.0,0.006877666586997648,0.0,0.0,0.0,0.006877666586997648,0.0,0.002982262450945733
durabook,0.0,0.0,0.01631812095413046,0.012422716818078546,0.00939124433460563,0.004160844002971132,0.013552088337576762,0.0,0.0,0.01631812095413046,0.008056248139023047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038954041360519144,0.0,0.008056248139023047,0.0,0.0,0.01631812095413046,0.005495840198553715,0.0038954041360519144,0.0,0.004160844002971132,0.0,0.0038954041360519144,0.0,0.0,0.01631812095413046,0.008056248139023047,0.012422716818078546,0.0,0.01631812095413046,0.0,0.010822280755576745,0.0,0.012422716818078546,0.004160844002971132,0.0038954041360519144,0.01631812095413046,0.0,0.0,0.0038954041360519144,0.012422716818078546,0.005495840198553715,0.01631812095413046,0.0,0.0,0.009656684201524848,0.0,0.01631812095413046,0.0038954041360519144,0.010822280755576745,0.0,0.009656684201524848,0.008056248139023047,0.01631812095413046,0.012422716818078546,0.0,0.013552088337576762,0.0,0.012422716818078546,0.0,0.0,0.0,0.01631812095413046,0.0,0.009656684201524848,0.0,0.01631812095413046,0.008056248139023047,0.002766032616553699,0.012422716818078546,0.0,0.0,0.0,0.0,0.01631812095413046,0.012422716818078546,0.0038954041360519144,0.0,0.0,0.0,0.0038954041360519144,0.0,0.0
electronics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.07200000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fujitsu,0.0,0.0,0.04659474995484964,0.014471217651188452,0.013996674763811537,0.011670340626248972,0.032394218577342024,0.0,0.0,0.04989016250519295,0.014331397309733877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019065865564447095,0.0,0.01103851058996878,0.0,0.0,0.04957948687779113,0.007544341031663622,0.014697787479094853,0.005288718961968969,0.008090468492254543,0.0,0.009184123098020884,0.01631812095413046,0.0,0.0,0.01869947539508612,0.014471217651188452,0.0,0.033537083215635546,0.0,0.01940388643731081,0.005288718961968969,0.014471217651188452,0.009449562964940102,0.0038954041360519144,0.04989016250519295,0.002982262450945733,0.0,0.013028068737589929,0.014471217651188452,0.005495840198553715,0.023655340749209334,0.0,0.00750949662327784,0.009656684201524848,0.0,0.05344672970653022,0.010170553306762744,0.029664410995342005,0.0,0.011705185034634753,0.014331397309733877,0.03963580524495182,0.014471217651188452,0.0,0.023864894439827564,0.0,0.014471217651188452,0.0,0.0,0.0,0.03311175036078581,0.0,0.012638946652470581,0.00750949662327784,0.03575169357915435,0.01935548445001571,0.004814533449663606,0.014471217651188452,0.0,0.0,0.0,0.0,0.02900984904330344,0.014471217651188452,0.009098444248306518,0.0,0.0,0.0,0.006877666586997648,0.0020485008331099066,0.002982262450945733
fujitsu pc corp.,0.0,0.0,0.01869947539508612,0.004160844002971132,0.006877666586997648,0.007143106453916866,0.01869947539508612,0.0,0.0,0.01869947539508612,0.014331397309733877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01453863139211499,0.0,0.01103851058996878,0.0,0.0,0.01869947539508612,0.0,0.010170553306762744,0.002982262450945733,0.004160844002971132,0.0,0.006877666586997648,0.008056248139023047,0.0,0.01869947539508612,0.0,0.004160844002971132,0.0,0.01869947539508612,0.0,0.014331397309733877,0.002982262450945733,0.004160844002971132,0.007143106453916866,0.0038954041360519144,0.01869947539508612,0.002982262450945733,0.0,0.006877666586997648,0.004160844002971132,0.0,0.01103851058996878,0.0,0.002982262450945733,0.004160844002971132,0.0,0.01869947539508612,0.010170553306762744,0.01869947539508612,0.0,0.004160844002971132,0.014331397309733877,0.01869947539508612,0.004160844002971132,0.0,0.01103851058996878,0.0,0.004160844002971132,0.0,0.0,0.0,0.01869947539508612,0.0,0.007143106453916866,0.002982262450945733,0.014331397309733877,0.014331397309733877,0.0,0.004160844002971132,0.0,0.0,0.0,0.0,0.01869947539508612,0.004160844002971132,0.006877666586997648,0.0,0.0,0.0,0.006877666586997648,0.0,0.002982262450945733
fujitsu siemens,0.0,0.0,0.043260582151381885,0.014471217651188452,0.010839870887230818,0.004160844002971132,0.0323898843648692,0.0,0.0,0.034590112928463215,0.012265509172930117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006516556404969015,0.0,0.0,0.0686798284373917,0.007544341031663622,0.0,0.0038500159500660792,0.004160844002971132,0.0,0.009711283540345528,0.012422716818078546,0.0,0.014471217651188452,0.004160844002971132,0.0,0.015340668641557342,0.02791991350982454,0.0,0.009294481395114391,0.0,0.014471217651188452,0.004160844002971132,0.0,0.06540570178923853,0.0,0.0,0.0,0.014471217651188452,0.010839870887230818,0.02257588282114744,0.0,0.0,0.017761349371483832,0.0,0.08054664783761219,0.0,0.008975377452634738,0.0,0.017049215723311854,0.004160844002971132,0.019699632109250124,0.014471217651188452,0.0,0.009656684201524848,0.0,0.014471217651188452,0.0,0.0,0.0,0.03695743209837907,0.0,0.009656684201524848,0.0,0.041212081318271976,0.012265509172930117,0.015528512928259955,0.019815248339865553,0.0,0.0,0.0,0.0,0.03767920056666628,0.014471217651188452,0.0,0.0,0.0,0.0,0.0,0.010250727901141394,0.008104665169958985
fusion5,0.0,0.0,0.04111651761867273,0.0,0.0,0.0,0.021693969444673816,0.0,0.0,0.025775848977115382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04111651761867273,0.0,0.0,0.0,0.0,0.0063533008031164745,0.0063533008031164745,0.0,0.0,0.0,0.0,0.015340668641557342,0.0,0.016228190247289002,0.0,0.0063533008031164745,0.0,0.0,0.0,0.009874889444172526,0.04111651761867273,0.0063533008031164745,0.0,0.0,0.0,0.0,0.0063533008031164745,0.0,0.0,0.009874889444172526,0.0,0.04111651761867273,0.0063533008031164745,0.0,0.0,0.0,0.0,0.0063533008031164745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021693969444673816,0.0,0.0,0.0,0.04111651761867273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063533008031164745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gateway,0.0,0.0,0.09112802329445557,0.014471217651188452,0.017717537474228464,0.011670340626248972,0.05594417424955256,0.0,0.0,0.10087091306556567,0.02243606247969286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176385383647194,0.0,0.01103851058996878,0.0,0.0,0.12226290689390332,0.007544341031663622,0.016296042676190454,0.00771182649075791,0.006467300513994368,0.0063533008031164745,0.015537423901137359,0.01631812095413046,0.0,0.033537083215635546,0.01869947539508612,0.02791991350982454,0.016228190247289002,0.0,0.0,0.030915624758348532,0.005288718961968969,0.014471217651188452,0.01460800048286135,0.01892873109814569,0.16288461812401883,0.009335563254062207,0.0,0.015701144228450203,0.014471217651188452,0.010839870887230818,0.048109965459423136,0.0,0.010207484895302687,0.03595359345641225,0.0,0.11757831991584543,0.016523854109879218,0.033720751171004516,0.0,0.017049215723311854,0.014331397309733877,0.06342537526223051,0.014471217651188452,0.0,0.028050999889862593,0.0,0.014471217651188452,0.0,0.0,0.0,0.0515032685150751,0.0,0.02095630129322646,0.00750949662327784,0.07456942603089607,0.03813263229967886,0.006412788646759208,0.019815248339865553,0.0,0.0,0.0,0.0,0.07001651274460206,0.014471217651188452,0.013475736616713826,0.0,0.0,0.0,0.017625407095990996,0.0020485008331099066,0.016245365138825966
generic,18.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,23.0,16.5,16.5,64.0,69.0,19.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,26.5,21.0,17.5,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,17.5,0.0,0.0,0.0
getac,0.0,0.0,0.039324439886057765,0.006926876619524831,0.0076214699083982495,0.009449562964940102,0.028149592141794834,0.0,0.0,0.03391917497650825,0.014331397309733877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01247700981778598,0.0,0.01103851058996878,0.0,0.0,0.04243584798304793,0.0,0.018626078048736092,0.005288718961968969,0.006467300513994368,0.0063533008031164745,0.015537423901137359,0.010822280755576745,0.0,0.01940388643731081,0.014331397309733877,0.009294481395114391,0.0063533008031164745,0.030915624758348532,0.0,0.0,0.005288718961968969,0.006926876619524831,0.01460800048286135,0.009053841653973162,0.04243584798304793,0.009335563254062207,0.0,0.009184123098020884,0.006926876619524831,0.0,0.022464300520662187,0.0,0.005288718961968969,0.004160844002971132,0.0,0.04243584798304793,0.016523854109879218,0.01940388643731081,0.0,0.004160844002971132,0.014331397309733877,0.037064692989298646,0.006926876619524831,0.0,0.013344967100992016,0.0,0.006926876619524831,0.0,0.0,0.0,0.0319062554713774,0.0,0.007143106453916866,0.005288718961968969,0.03317537165510765,0.019489834827655123,0.002766032616553699,0.00918662351628395,0.0,0.0,0.0,0.0,0.030868915144084415,0.006926876619524831,0.006877666586997648,0.0,0.0,0.0,0.012036104104918895,0.0023676047755895593,0.008140699968866981
gigabyte,0.0,0.0,0.005288718961968969,0.0,0.002982262450945733,0.005288718961968969,0.005288718961968969,0.0,0.0,0.00830898697421457,0.002982262450945733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005288718961968969,0.0,0.002982262450945733,0.0,0.0,0.00830898697421457,0.0,0.00705897916166574,0.005288718961968969,0.002306456511023236,0.0,0.005288718961968969,0.0,0.0,0.005288718961968969,0.002982262450945733,0.0,0.0,0.005288718961968969,0.0,0.005288718961968969,0.0,0.0,0.005288718961968969,0.0,0.00705897916166574,0.002982262450945733,0.0,0.005288718961968969,0.0,0.0,0.005288718961968969,0.0,0.005288718961968969,0.0,0.0,0.00705897916166574,0.002982262450945733,0.00705897916166574,0.0,0.0,0.002982262450945733,0.00705897916166574,0.0,0.0,0.005288718961968969,0.0,0.0,0.0,0.0,0.0,0.005288718961968969,0.0,0.002982262450945733,0.005288718961968969,0.00705897916166574,0.002982262450945733,0.0,0.0,0.0,0.0,0.0,0.0,0.002982262450945733,0.0,0.002982262450945733,0.0,0.0,0.0,0.002982262450945733,0.0,0.002982262450945733
goldbook,0.0,0.0,0.014471217651188452,0.014471217651188452,0.005495840198553715,0.004160844002971132,0.011705185034634753,0.0,0.0,0.014471217651188452,0.004160844002971132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004160844002971132,0.0,0.0,0.014471217651188452,0.007544341031663622,0.0,0.0,0.004160844002971132,0.0,0.0,0.012422716818078546,0.0,0.014471217651188452,0.004160844002971132,0.014471217651188452,0.0,0.014471217651188452,0.0,0.006926876619524831,0.0,0.0,0.004160844002971132,0.0,0.014471217651188452,0.0,0.0,0.0,0.014471217651188452,0.005495840198553715,0.014471217651188452,0.0,0.0,0.009656684201524848,0.0,0.014471217651188452,0.0,0.008975377452634738,0.0,0.011705185034634753,0.004160844002971132,0.014471217651188452,0.014471217651188452,0.0,0.009656684201524848,0.0,0.014471217651188452,0.0,0.0,0.0,0.012422716818078546,0.0,0.009656684201524848,0.0,0.012422716818078546,0.004160844002971132,0.004814533449663606,0.014471217651188452,0.0,0.0,0.0,0.0,0.014471217651188452,0.014471217651188452,0.0,0.0,0.0,0.0,0.0,0.0020485008331099066,0.0
google,0.0,0.0,0.01460800048286135,0.004160844002971132,0.002982262450945733,0.009449562964940102,0.01460800048286135,0.0,0.0,0.01460800048286135,0.007143106453916866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005288718961968969,0.0,0.007143106453916866,0.0,0.0,0.01460800048286135,0.0,0.005288718961968969,0.005288718961968969,0.006467300513994368,0.0,0.005288718961968969,0.004160844002971132,0.0,0.009449562964940102,0.007143106453916866,0.004160844002971132,0.0,0.01460800048286135,0.0,0.01460800048286135,0.005288718961968969,0.004160844002971132,0.0,0.005158437517921248,0.01460800048286135,0.002982262450945733,0.0,0.005288718961968969,0.004160844002971132,0.0,0.009449562964940102,0.0,0.005288718961968969,0.004160844002971132,0.0,0.01460800048286135,0.002982262450945733,0.009449562964940102,0.0,0.004160844002971132,0.007143106453916866,0.01460800048286135,0.004160844002971132,0.0,0.009449562964940102,0.0,0.004160844002971132,0.0,0.0,0.0,0.009449562964940102,0.0,0.007143106453916866,0.005288718961968969,0.01460800048286135,0.012301543971838113,0.0,0.004160844002971132,0.0,0.0,0.0,0.0,0.012301543971838113,0.004160844002971132,0.002982262450945733,0.0,0.0,0.0,0.008140699968866981,0.0,0.008140699968866981
gpd,0.0,0.0,0.01892873109814569,0.0,0.0038954041360519144,0.0,0.009053841653973162,0.0,0.0,0.01892873109814569,0.0038954041360519144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065853749162443145,0.0,0.0038954041360519144,0.0,0.0,0.01892873109814569,0.0,0.0038954041360519144,0.0,0.0,0.0,0.0038954041360519144,0.0038954041360519144,0.0,0.0038954041360519144,0.0038954041360519144,0.0,0.009874889444172526,0.01892873109814569,0.0,0.009053841653973162,0.0,0.0,0.005158437517921248,0.0,0.029055120499130317,0.0,0.0,0.0038954041360519144,0.0,0.0,0.0038954041360519144,0.0,0.0,0.009874889444172526,0.0,0.026365149718937917,0.0038954041360519144,0.0038954041360519144,0.0,0.0,0.0038954041360519144,0.009053841653973162,0.0,0.0,0.0038954041360519144,0.0,0.0,0.0,0.0,0.0,0.0065853749162443145,0.0,0.0,0.0,0.01892873109814569,0.009053841653973162,0.0,0.0,0.0,0.0,0.0,0.0,0.009053841653973162,0.0,0.0038954041360519144,0.0,0.0,0.0,0.009053841653973162,0.0,0.005158437517921248
